Time,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC,Budget Direct - Loch-Mess Monster 45 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
0,0.1805,0.4644,0.3976,0.1907,0.5593,0.375,0.5582,0.4214,0.4898,0.8227,0.6477,0.7352
0.1,0.1803,0.4577,0.3661,0.198,0.5564,0.3772,0.5585,0.4054,0.4819,0.8086,0.6397,0.7242
0.2,0.1795,0.4511,0.3321,0.2073,0.5533,0.3803,0.5564,0.3882,0.4723,0.7965,0.632,0.7142
0.3,0.178,0.4445,0.2959,0.2178,0.5497,0.3837,0.552,0.3701,0.4611,0.7853,0.6239,0.7046
0.4,0.1752,0.4377,0.2577,0.2281,0.5449,0.3865,0.5448,0.3513,0.448,0.7741,0.6146,0.6944
0.5,0.1708,0.4301,0.2176,0.2367,0.5383,0.3875,0.5345,0.3319,0.4332,0.7624,0.6037,0.6831
0.6,0.1661,0.4214,0.1767,0.2426,0.5288,0.3857,0.5218,0.3125,0.4172,0.7505,0.592,0.6713
0.7,0.1632,0.4111,0.1361,0.2454,0.5153,0.3803,0.5079,0.2936,0.4007,0.7388,0.5806,0.6597
0.8,0.1639,0.3991,0.0969,0.2448,0.4971,0.3709,0.4932,0.2755,0.3843,0.7269,0.5698,0.6483
0.9,0.1695,0.3849,0.0596,0.2403,0.474,0.3571,0.4771,0.2579,0.3675,0.7135,0.5595,0.6365
1,0.181,0.3679,0.0247,0.232,0.4463,0.3391,0.4592,0.2408,0.35,0.6982,0.5496,0.6239
1.1,0.1984,0.3481,-0.0074,0.2204,0.4145,0.3175,0.4396,0.2241,0.3319,0.681,0.5404,0.6107
1.2,0.2208,0.3264,-0.0359,0.2071,0.3794,0.2932,0.4194,0.2084,0.3139,0.6622,0.532,0.5971
1.3,0.2461,0.3047,-0.0598,0.1933,0.3428,0.2681,0.3998,0.1946,0.2972,0.6417,0.5241,0.5829
1.4,0.2718,0.2847,-0.0781,0.18,0.3079,0.2439,0.3819,0.1836,0.2827,0.6197,0.5166,0.5681
1.5,0.2963,0.2669,-0.0897,0.1674,0.2777,0.2226,0.3661,0.1758,0.2709,0.597,0.5095,0.5533
1.6,0.3192,0.2507,-0.0948,0.1559,0.254,0.205,0.3531,0.1709,0.262,0.5744,0.5029,0.5386
1.7,0.341,0.2357,-0.094,0.1455,0.2371,0.1913,0.3433,0.1682,0.2557,0.5521,0.4969,0.5245
1.8,0.3621,0.2216,-0.0886,0.1365,0.2263,0.1814,0.3367,0.167,0.2519,0.5305,0.4913,0.5109
1.9,0.382,0.2089,-0.0803,0.1287,0.2213,0.175,0.3331,0.1664,0.2498,0.5101,0.4861,0.4981
2,0.3993,0.198,-0.0699,0.1224,0.2228,0.1726,0.332,0.166,0.249,0.492,0.4811,0.4865
2.1,0.4126,0.1898,-0.0577,0.1178,0.2315,0.1746,0.3333,0.1655,0.2494,0.4771,0.4764,0.4768
2.2,0.4214,0.185,-0.0442,0.1154,0.2479,0.1816,0.3364,0.1647,0.2506,0.466,0.4717,0.4689
2.3,0.4254,0.184,-0.0302,0.1154,0.2703,0.1929,0.3403,0.1635,0.2519,0.4585,0.4664,0.4624
2.4,0.4248,0.187,-0.0162,0.1178,0.2959,0.2069,0.3439,0.1618,0.2528,0.454,0.4601,0.457
2.5,0.4202,0.1936,-0.0022,0.122,0.3221,0.222,0.3463,0.1597,0.253,0.4522,0.4528,0.4525
2.6,0.4124,0.2034,0.0117,0.1277,0.3477,0.2377,0.3475,0.1575,0.2525,0.4525,0.4448,0.4487
2.7,0.4014,0.2155,0.025,0.1344,0.3717,0.253,0.3471,0.1556,0.2513,0.4539,0.4364,0.4452
2.8,0.3864,0.2284,0.0368,0.141,0.3932,0.2671,0.3448,0.1538,0.2493,0.4552,0.428,0.4416
2.9,0.3663,0.2405,0.0464,0.1461,0.4112,0.2787,0.34,0.152,0.246,0.4554,0.4198,0.4376
3,0.3402,0.2508,0.0542,0.1485,0.4245,0.2865,0.3326,0.1501,0.2413,0.4539,0.4125,0.4332
3.1,0.3087,0.2589,0.0603,0.1476,0.4327,0.2901,0.323,0.1486,0.2358,0.4508,0.4071,0.4289
3.2,0.2739,0.2648,0.0662,0.1439,0.4361,0.29,0.3126,0.1485,0.2306,0.446,0.4041,0.4251
3.3,0.2389,0.2688,0.0732,0.1386,0.4351,0.2868,0.3029,0.1506,0.2268,0.4401,0.4043,0.4222
3.4,0.2057,0.2714,0.0833,0.1323,0.4299,0.2811,0.2951,0.1557,0.2254,0.4332,0.4079,0.4205
3.5,0.1744,0.2732,0.0981,0.1256,0.4212,0.2734,0.2899,0.1645,0.2272,0.4257,0.415,0.4203
3.6,0.1445,0.2745,0.1189,0.1186,0.4094,0.264,0.2876,0.1775,0.2326,0.4178,0.4256,0.4217
3.7,0.1164,0.2755,0.1457,0.1115,0.3953,0.2534,0.288,0.1948,0.2414,0.41,0.4396,0.4248
3.8,0.0913,0.2763,0.1775,0.1044,0.3795,0.242,0.2906,0.2156,0.2531,0.4029,0.4566,0.4297
3.9,0.0704,0.2771,0.2128,0.0979,0.3629,0.2304,0.2952,0.2387,0.2669,0.3974,0.4764,0.4369
4,0.0544,0.278,0.25,0.0924,0.3462,0.2193,0.3017,0.2634,0.2825,0.3944,0.4989,0.4466
4.1,0.0435,0.2794,0.2875,0.0888,0.3303,0.2095,0.3101,0.2894,0.2998,0.3945,0.5239,0.4592
4.2,0.0372,0.2817,0.3233,0.0882,0.3162,0.2022,0.3203,0.3163,0.3183,0.3977,0.5507,0.4742
4.3,0.0358,0.2851,0.3561,0.0912,0.3045,0.1978,0.3323,0.3433,0.3378,0.4038,0.5784,0.4911
4.4,0.0399,0.2894,0.3863,0.0978,0.2953,0.1966,0.3462,0.3704,0.3583,0.4128,0.6064,0.5096
4.5,0.0488,0.2943,0.4146,0.1078,0.289,0.1984,0.3625,0.3976,0.3801,0.4246,0.6344,0.5295
4.6,0.061,0.2997,0.4416,0.1208,0.2855,0.2031,0.3815,0.4251,0.4033,0.4392,0.6621,0.5507
4.7,0.0743,0.3057,0.4669,0.1363,0.2853,0.2108,0.403,0.4525,0.4277,0.4561,0.6891,0.5726
4.8,0.0871,0.3122,0.4904,0.1543,0.2887,0.2215,0.4267,0.4791,0.4529,0.4747,0.7147,0.5947
4.9,0.0982,0.3191,0.5123,0.175,0.2964,0.2357,0.452,0.5044,0.4782,0.4947,0.7384,0.6165
5,0.1064,0.3267,0.533,0.1989,0.309,0.2539,0.4787,0.528,0.5033,0.5159,0.7597,0.6378
5.1,0.1115,0.3354,0.5528,0.2261,0.3267,0.2764,0.5063,0.5499,0.5281,0.5387,0.7786,0.6587
5.2,0.1133,0.3461,0.5724,0.2566,0.3497,0.3032,0.5341,0.5705,0.5523,0.5631,0.795,0.6791
5.3,0.1117,0.3595,0.5921,0.2899,0.3772,0.3336,0.5608,0.5897,0.5752,0.5887,0.8086,0.6987
5.4,0.106,0.3758,0.6123,0.3253,0.4084,0.3669,0.5852,0.6071,0.5961,0.615,0.8195,0.7173
5.5,0.0963,0.3941,0.6332,0.3618,0.4422,0.402,0.6064,0.6225,0.6144,0.6413,0.828,0.7346
5.6,0.0841,0.4137,0.6549,0.3982,0.4776,0.4379,0.624,0.6356,0.6298,0.6667,0.8347,0.7507
5.7,0.0721,0.4334,0.6771,0.4337,0.5129,0.4733,0.6375,0.6461,0.6418,0.6905,0.8402,0.7654
5.8,0.0631,0.4525,0.6991,0.467,0.5461,0.5066,0.6466,0.6533,0.6499,0.7125,0.8451,0.7788
5.9,0.0586,0.4702,0.7201,0.4969,0.5758,0.5364,0.6514,0.6565,0.654,0.7327,0.8499,0.7913
6,0.0588,0.4857,0.7387,0.5225,0.6001,0.5613,0.6522,0.6556,0.6539,0.7515,0.8548,0.8032
6.1,0.0634,0.4978,0.7541,0.5424,0.6169,0.5797,0.6487,0.6497,0.6492,0.7689,0.86,0.8145
6.2,0.0719,0.5056,0.7655,0.5553,0.6248,0.59,0.6403,0.6386,0.6394,0.7845,0.8655,0.825
6.3,0.0839,0.5091,0.7715,0.5606,0.6235,0.592,0.6269,0.6216,0.6243,0.7978,0.8707,0.8343
6.4,0.0996,0.5083,0.7705,0.5588,0.6137,0.5862,0.609,0.5991,0.604,0.8083,0.875,0.8417
6.5,0.119,0.5034,0.7611,0.5509,0.5972,0.5741,0.5879,0.5718,0.5798,0.8159,0.8782,0.8471
6.6,0.1422,0.495,0.7436,0.5388,0.5757,0.5573,0.565,0.541,0.553,0.8205,0.8802,0.8503
6.7,0.1688,0.4839,0.7188,0.5239,0.5504,0.5372,0.5413,0.5078,0.5246,0.8223,0.8807,0.8515
6.8,0.199,0.4708,0.6883,0.5071,0.5223,0.5147,0.5172,0.4734,0.4953,0.8214,0.8797,0.8505
6.9,0.2322,0.456,0.6536,0.489,0.4922,0.4906,0.4931,0.4386,0.4659,0.8183,0.8774,0.8478
7,0.268,0.4393,0.616,0.4702,0.4608,0.4655,0.4699,0.4046,0.4373,0.8134,0.874,0.8437
7.1,0.3055,0.4205,0.5768,0.4513,0.4292,0.4402,0.4485,0.3724,0.4105,0.8074,0.8697,0.8385
7.2,0.3426,0.3998,0.5374,0.4328,0.3978,0.4153,0.4298,0.3429,0.3863,0.8007,0.8648,0.8328
7.3,0.377,0.3776,0.4994,0.4149,0.3669,0.3909,0.4144,0.3168,0.3656,0.7939,0.8597,0.8268
7.4,0.4066,0.3542,0.4645,0.3975,0.3362,0.3669,0.4029,0.2944,0.3487,0.7873,0.8548,0.8211
7.5,0.4307,0.33,0.4336,0.3807,0.306,0.3433,0.3955,0.2759,0.3357,0.7813,0.8503,0.8158
7.6,0.4494,0.3052,0.407,0.3641,0.2763,0.3202,0.3918,0.2614,0.3266,0.7752,0.8453,0.8102
7.7,0.463,0.2801,0.3844,0.3474,0.2478,0.2976,0.3915,0.2509,0.3212,0.7683,0.8391,0.8037
7.8,0.4708,0.2555,0.3659,0.3305,0.2207,0.2756,0.3945,0.2444,0.3195,0.7608,0.8314,0.7961
7.9,0.4716,0.2321,0.351,0.3134,0.196,0.2547,0.4007,0.2418,0.3213,0.7528,0.8222,0.7875
8,0.4651,0.2105,0.3387,0.2964,0.1741,0.2353,0.4102,0.2426,0.3264,0.7443,0.8114,0.7779
8.1,0.452,0.1913,0.328,0.2799,0.1558,0.2179,0.4221,0.2464,0.3343,0.7351,0.7986,0.7669
8.2,0.4332,0.1749,0.3191,0.2643,0.1418,0.2031,0.4355,0.2529,0.3442,0.7254,0.7839,0.7546
8.3,0.4101,0.162,0.3125,0.2502,0.1328,0.1915,0.4493,0.2621,0.3557,0.7156,0.7672,0.7414
8.4,0.3845,0.153,0.3087,0.2374,0.1287,0.183,0.4631,0.2738,0.3685,0.7065,0.7491,0.7278
8.5,0.3584,0.1476,0.3082,0.2255,0.129,0.1772,0.4768,0.2879,0.3823,0.6984,0.7305,0.7144
8.6,0.333,0.1456,0.3113,0.214,0.1334,0.1737,0.4898,0.3041,0.3969,0.6912,0.7116,0.7014
8.7,0.3094,0.1464,0.3172,0.2025,0.1418,0.1721,0.5016,0.3214,0.4115,0.6838,0.6927,0.6882
8.8,0.2883,0.1494,0.3253,0.1909,0.154,0.1725,0.5113,0.3392,0.4253,0.6751,0.6735,0.6743
8.9,0.2711,0.1544,0.3356,0.18,0.1701,0.175,0.5181,0.3573,0.4377,0.6647,0.654,0.6593
9,0.2585,0.1615,0.3476,0.171,0.1902,0.1806,0.5216,0.3753,0.4485,0.653,0.6346,0.6438
9.1,0.2495,0.1713,0.3603,0.1653,0.2137,0.1895,0.5216,0.3928,0.4572,0.641,0.6156,0.6283
9.2,0.2421,0.1834,0.3723,0.163,0.2393,0.2011,0.5181,0.4091,0.4636,0.629,0.597,0.613
9.3,0.235,0.1972,0.3828,0.1634,0.2648,0.2141,0.5111,0.4237,0.4674,0.617,0.5793,0.5981
9.4,0.229,0.212,0.3916,0.1661,0.2881,0.2271,0.5009,0.4362,0.4686,0.6046,0.5625,0.5836
9.5,0.2249,0.2275,0.399,0.1709,0.3077,0.2393,0.4873,0.4468,0.467,0.5919,0.5471,0.5695
9.6,0.2228,0.244,0.405,0.1781,0.323,0.2505,0.4711,0.4553,0.4632,0.5789,0.533,0.556
9.7,0.2222,0.2613,0.4092,0.1871,0.3338,0.2605,0.4537,0.4621,0.4579,0.5659,0.5203,0.5431
9.8,0.2234,0.2784,0.4113,0.1969,0.3397,0.2683,0.4367,0.4674,0.4521,0.5529,0.5091,0.531
9.9,0.2273,0.2943,0.4121,0.2068,0.3404,0.2736,0.4212,0.472,0.4466,0.5398,0.4995,0.5197
10,0.2332,0.3085,0.4123,0.2166,0.3359,0.2762,0.4071,0.4768,0.4419,0.5269,0.4915,0.5092
10.1,0.2397,0.3214,0.4122,0.2266,0.3268,0.2767,0.3938,0.4819,0.4378,0.5144,0.4851,0.4997
10.2,0.2452,0.3332,0.4118,0.237,0.3136,0.2753,0.3809,0.4872,0.434,0.5021,0.4796,0.4909
10.3,0.2485,0.3437,0.4111,0.2473,0.2965,0.2719,0.3688,0.4925,0.4306,0.49,0.4747,0.4824
10.4,0.2498,0.3525,0.4099,0.2575,0.2764,0.267,0.3586,0.4975,0.428,0.4782,0.4705,0.4744
10.5,0.2501,0.3595,0.4084,0.2682,0.2546,0.2614,0.3516,0.5025,0.4271,0.4676,0.4675,0.4675
10.6,0.2495,0.3656,0.4065,0.2806,0.2326,0.2566,0.3489,0.5074,0.4282,0.4588,0.4662,0.4625
10.7,0.2478,0.3719,0.4043,0.2955,0.2115,0.2535,0.3503,0.5123,0.4313,0.4517,0.4668,0.4592
10.8,0.2451,0.3786,0.4022,0.3125,0.1919,0.2522,0.3548,0.517,0.4359,0.446,0.4689,0.4575
10.9,0.2423,0.385,0.4005,0.3305,0.1742,0.2523,0.3612,0.5216,0.4414,0.4412,0.4723,0.4568
11,0.2406,0.3909,0.4005,0.3485,0.1589,0.2537,0.3686,0.5263,0.4475,0.4373,0.4766,0.457
