Time,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC,Sorbent - Behind Every Great Australian 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
53.4,-0.1371,0.4476,0.4655,0.716,0.6746,0.6953,0.583,0.2973,0.4401,0.4382,0.4681,0.4532
53.5,-0.166,0.4525,0.4838,0.7076,0.6615,0.6845,0.5804,0.3155,0.4479,0.4201,0.4697,0.4449
53.6,-0.1884,0.4551,0.5008,0.6985,0.6476,0.6731,0.5746,0.3329,0.4538,0.4034,0.4698,0.4366
53.7,-0.2034,0.4553,0.5158,0.6887,0.6333,0.661,0.5662,0.3489,0.4575,0.3885,0.4684,0.4285
53.8,-0.2113,0.4533,0.5285,0.6789,0.6196,0.6492,0.5565,0.3631,0.4598,0.3764,0.4666,0.4215
53.9,-0.2127,0.4495,0.5381,0.67,0.6072,0.6386,0.5467,0.3756,0.4612,0.3673,0.4649,0.4161
54,-0.2085,0.4443,0.5444,0.6626,0.5968,0.6297,0.5373,0.3865,0.4619,0.361,0.4637,0.4124
54.1,-0.1992,0.4382,0.5468,0.6569,0.5887,0.6228,0.5287,0.3955,0.4621,0.3567,0.4629,0.4098
54.2,-0.186,0.4315,0.5454,0.6533,0.583,0.6181,0.5209,0.4027,0.4618,0.3539,0.4623,0.4081
54.3,-0.1705,0.4249,0.5407,0.6518,0.5803,0.616,0.5142,0.4084,0.4613,0.3529,0.4625,0.4077
54.4,-0.1545,0.4186,0.5334,0.6524,0.5806,0.6165,0.5087,0.4128,0.4608,0.3542,0.4638,0.409
54.5,-0.139,0.4129,0.5243,0.6551,0.584,0.6196,0.5046,0.4161,0.4603,0.3582,0.4668,0.4125
54.6,-0.1247,0.4081,0.5135,0.6602,0.5904,0.6253,0.5019,0.4182,0.46,0.3645,0.4714,0.418
54.7,-0.1112,0.4045,0.5013,0.6678,0.6,0.6339,0.4999,0.4194,0.4596,0.3728,0.4774,0.4251
54.8,-0.0991,0.4028,0.4876,0.6781,0.613,0.6456,0.4981,0.4193,0.4587,0.3828,0.4846,0.4337
54.9,-0.0896,0.4038,0.4726,0.6911,0.6299,0.6605,0.4952,0.4175,0.4564,0.3939,0.4927,0.4433
55,-0.0842,0.4081,0.4562,0.7065,0.6508,0.6786,0.4904,0.4136,0.452,0.4054,0.5011,0.4533
55.1,-0.0841,0.4161,0.4384,0.7241,0.6751,0.6996,0.4833,0.4074,0.4453,0.4162,0.5091,0.4626
55.2,-0.0891,0.4282,0.4194,0.7437,0.7022,0.7229,0.474,0.3991,0.4365,0.4251,0.5157,0.4704
55.3,-0.0989,0.4445,0.3997,0.7646,0.7314,0.748,0.4628,0.3888,0.4258,0.4314,0.5207,0.476
55.4,-0.1133,0.4651,0.3798,0.7861,0.7623,0.7742,0.4499,0.3765,0.4132,0.4344,0.5237,0.479
55.5,-0.1325,0.4899,0.3605,0.8077,0.7942,0.801,0.4349,0.3622,0.3986,0.4339,0.5245,0.4792
55.6,-0.1574,0.5184,0.3425,0.8286,0.8265,0.8275,0.4179,0.3464,0.3822,0.4299,0.523,0.4764
55.7,-0.1884,0.5492,0.3268,0.8474,0.8575,0.8525,0.3992,0.33,0.3646,0.4226,0.5195,0.471
55.8,-0.2244,0.5804,0.3142,0.8628,0.885,0.8739,0.3795,0.314,0.3468,0.4128,0.5144,0.4636
55.9,-0.2646,0.6098,0.3054,0.8737,0.9073,0.8905,0.3598,0.2995,0.3297,0.4013,0.5086,0.4549
56,-0.309,0.636,0.301,0.8798,0.9229,0.9013,0.341,0.2871,0.3141,0.3888,0.5029,0.4459
56.1,-0.3581,0.6584,0.3016,0.8812,0.9316,0.9064,0.3239,0.2772,0.3005,0.3763,0.4981,0.4372
56.2,-0.4117,0.6767,0.3078,0.8781,0.9337,0.9059,0.3091,0.2702,0.2897,0.3645,0.4946,0.4296
56.3,-0.4687,0.6909,0.3202,0.871,0.9298,0.9004,0.2971,0.2668,0.282,0.3546,0.4928,0.4237
56.4,-0.5278,0.7005,0.3385,0.8603,0.9206,0.8905,0.2882,0.2672,0.2777,0.3477,0.4927,0.4202
56.5,-0.5877,0.7056,0.3619,0.8472,0.9075,0.8773,0.2829,0.2714,0.2771,0.3454,0.4948,0.4201
56.6,-0.6474,0.7066,0.3895,0.8333,0.8917,0.8625,0.2818,0.2793,0.2806,0.3495,0.4994,0.4245
56.7,-0.7063,0.7042,0.4203,0.8198,0.8744,0.8471,0.2855,0.2913,0.2884,0.3614,0.5073,0.4344
56.8,-0.7631,0.6991,0.4529,0.8073,0.856,0.8317,0.2938,0.3076,0.3007,0.3815,0.5187,0.4501
56.9,-0.8154,0.692,0.4852,0.7959,0.8365,0.8162,0.3062,0.3278,0.317,0.4089,0.5328,0.4708
57,-0.8612,0.6838,0.5146,0.7864,0.8162,0.8013,0.322,0.3514,0.3367,0.4414,0.5486,0.495
57.1,-0.8999,0.6759,0.5396,0.7799,0.7964,0.7882,0.3403,0.3778,0.359,0.4762,0.5654,0.5208
57.2,-0.9325,0.6695,0.5601,0.7781,0.7792,0.7787,0.3609,0.4069,0.3839,0.5108,0.5828,0.5468
57.3,-0.96,0.6658,0.5769,0.7815,0.766,0.7738,0.3833,0.4383,0.4108,0.5431,0.6008,0.5719
57.4,-0.982,0.666,0.5909,0.79,0.7578,0.7739,0.4064,0.4712,0.4388,0.5709,0.6192,0.595
57.5,-0.9969,0.6708,0.6028,0.8031,0.755,0.7791,0.4289,0.5039,0.4664,0.5922,0.6372,0.6147
57.6,-1.0029,0.6805,0.6131,0.8202,0.7577,0.789,0.4499,0.535,0.4924,0.6067,0.6539,0.6303
57.7,-0.9982,0.6945,0.6223,0.8402,0.7657,0.803,0.4688,0.5639,0.5164,0.6148,0.6685,0.6417
57.8,-0.9811,0.7117,0.6311,0.8616,0.7777,0.8197,0.4859,0.5906,0.5382,0.6172,0.6804,0.6488
57.9,-0.9499,0.731,0.6395,0.8826,0.7923,0.8375,0.5005,0.6147,0.5576,0.6148,0.6893,0.6521
58,-0.904,0.7515,0.6466,0.9018,0.8084,0.8551,0.5121,0.6357,0.5739,0.6084,0.6956,0.652
58.1,-0.8447,0.7729,0.6518,0.9184,0.8255,0.872,0.5199,0.6527,0.5863,0.5994,0.6993,0.6493
58.2,-0.7751,0.7947,0.6551,0.9317,0.8433,0.8875,0.5235,0.6653,0.5944,0.5887,0.7009,0.6448
58.3,-0.6993,0.8154,0.6571,0.9409,0.8605,0.9007,0.5228,0.6732,0.598,0.5772,0.7006,0.6389
58.4,-0.6217,0.833,0.6583,0.9444,0.875,0.9097,0.5183,0.6769,0.5976,0.5652,0.6985,0.6318
58.5,-0.5458,0.8461,0.659,0.9407,0.8849,0.9128,0.5104,0.6771,0.5937,0.5527,0.695,0.6238
58.6,-0.4738,0.8544,0.6593,0.9291,0.889,0.909,0.4995,0.6741,0.5868,0.5399,0.6907,0.6153
58.7,-0.4075,0.8588,0.6592,0.9106,0.8882,0.8994,0.4862,0.6684,0.5773,0.5275,0.686,0.6067
58.8,-0.3479,0.8603,0.659,0.8866,0.8835,0.8851,0.4714,0.6605,0.5659,0.5157,0.6811,0.5984
58.9,-0.2954,0.8597,0.6585,0.8589,0.8753,0.8671,0.4559,0.651,0.5535,0.5052,0.6757,0.5904
59,-0.2491,0.8573,0.6575,0.8287,0.8634,0.8461,0.4409,0.6409,0.5409,0.4964,0.6699,0.5832
59.1,-0.2078,0.8536,0.6561,0.7972,0.8481,0.8226,0.4273,0.6311,0.5292,0.4899,0.6642,0.5771
59.2,-0.1702,0.8494,0.6544,0.7661,0.8308,0.7985,0.4156,0.6222,0.5189,0.4858,0.6589,0.5723
59.3,-0.1352,0.8456,0.6525,0.7374,0.8135,0.7755,0.4064,0.6146,0.5105,0.4841,0.6539,0.569
59.4,-0.1018,0.843,0.6502,0.7131,0.7976,0.7553,0.3999,0.6082,0.504,0.4842,0.6492,0.5667
59.5,-0.0692,0.8421,0.6468,0.6946,0.7834,0.739,0.3961,0.6025,0.4993,0.4855,0.644,0.5648
59.6,-0.037,0.8425,0.6416,0.6828,0.7714,0.7271,0.3948,0.5968,0.4958,0.4872,0.6377,0.5624
59.7,-0.0046,0.8438,0.6341,0.6782,0.762,0.7201,0.3956,0.5902,0.4929,0.4882,0.6294,0.5588
59.8,0.0291,0.8455,0.6244,0.6812,0.7555,0.7183,0.3983,0.5825,0.4904,0.4873,0.6184,0.5529
59.9,0.0652,0.8469,0.6124,0.692,0.7524,0.7222,0.4029,0.5739,0.4884,0.4833,0.6038,0.5436
