Time,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC,Unicef - Global Parents Tax Appeal (Emotional) 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
0,-0.1967,0.4313,0.8203,0.4055,0.3752,0.3903,0.3698,0.5629,0.4663,0.8536,0.7996,0.8266
0.1,-0.1877,0.414,0.8102,0.3945,0.3572,0.3758,0.3649,0.5444,0.4546,0.8618,0.8147,0.8383
0.2,-0.1763,0.4003,0.7995,0.3863,0.3431,0.3647,0.3625,0.5269,0.4447,0.8671,0.8277,0.8474
0.3,-0.1632,0.3905,0.7883,0.3809,0.3334,0.3571,0.3633,0.5109,0.4371,0.8698,0.8387,0.8542
0.4,-0.1495,0.3847,0.777,0.3782,0.3282,0.3532,0.3678,0.497,0.4324,0.87,0.8474,0.8587
0.5,-0.1358,0.3824,0.7653,0.3782,0.3271,0.3526,0.376,0.4849,0.4305,0.8686,0.8541,0.8614
0.6,-0.1227,0.3829,0.7527,0.3805,0.3291,0.3548,0.3873,0.4741,0.4307,0.8663,0.8587,0.8625
0.7,-0.1103,0.3846,0.739,0.3846,0.3329,0.3588,0.4012,0.4637,0.4324,0.8633,0.8607,0.862
0.8,-0.0985,0.3864,0.7243,0.3898,0.337,0.3634,0.4172,0.4528,0.435,0.8597,0.8593,0.8595
0.9,-0.0868,0.3872,0.7091,0.395,0.34,0.3675,0.435,0.4411,0.438,0.8552,0.8537,0.8545
1,-0.0743,0.3867,0.694,0.3995,0.3408,0.3702,0.4535,0.4284,0.4409,0.8491,0.8432,0.8462
1.1,-0.0609,0.3846,0.6797,0.4023,0.3387,0.3705,0.4712,0.4149,0.443,0.8407,0.8276,0.8342
1.2,-0.0471,0.3807,0.6668,0.4024,0.3332,0.3678,0.4869,0.4007,0.4438,0.8298,0.8072,0.8185
1.3,-0.034,0.3747,0.6555,0.3992,0.3242,0.3617,0.5003,0.3862,0.4432,0.817,0.7832,0.8001
1.4,-0.0229,0.367,0.6464,0.3925,0.3118,0.3522,0.5113,0.3716,0.4415,0.8031,0.7571,0.7801
1.5,-0.0147,0.3579,0.6396,0.383,0.2962,0.3396,0.5203,0.3573,0.4388,0.7895,0.7313,0.7604
1.6,-0.0099,0.348,0.6352,0.3714,0.2777,0.3245,0.5269,0.3435,0.4352,0.7776,0.7078,0.7427
1.7,-0.0085,0.3376,0.6332,0.359,0.2567,0.3079,0.5308,0.3302,0.4305,0.7683,0.6878,0.728
1.8,-0.0105,0.3272,0.6335,0.3472,0.2346,0.2909,0.5318,0.3173,0.4246,0.7619,0.6718,0.7168
1.9,-0.0161,0.3176,0.6365,0.3379,0.2134,0.2757,0.5306,0.3056,0.4181,0.758,0.6602,0.7091
2,-0.0262,0.31,0.6425,0.3326,0.1956,0.2641,0.5275,0.2961,0.4118,0.7561,0.6531,0.7046
2.1,-0.042,0.3058,0.6521,0.3325,0.1835,0.258,0.5225,0.2904,0.4064,0.7552,0.65,0.7026
2.2,-0.0633,0.3056,0.6652,0.338,0.1787,0.2583,0.5152,0.289,0.4021,0.754,0.6495,0.7018
2.3,-0.0891,0.3092,0.6815,0.349,0.1816,0.2653,0.5057,0.2919,0.3988,0.7519,0.6504,0.7012
2.4,-0.1176,0.3159,0.7007,0.3649,0.192,0.2785,0.4944,0.2991,0.3967,0.7487,0.6523,0.7005
2.5,-0.1475,0.3248,0.7226,0.3851,0.209,0.297,0.4819,0.3102,0.396,0.7446,0.6554,0.7
2.6,-0.1781,0.3354,0.747,0.408,0.2317,0.3198,0.4682,0.3246,0.3964,0.7396,0.66,0.6998
2.7,-0.2099,0.347,0.7726,0.4317,0.2587,0.3452,0.4523,0.3414,0.3968,0.7334,0.6655,0.6994
2.8,-0.2427,0.3583,0.7978,0.4538,0.2883,0.3711,0.4332,0.3584,0.3958,0.7252,0.6706,0.6979
2.9,-0.2758,0.3681,0.8214,0.472,0.3183,0.3952,0.4105,0.3735,0.392,0.7148,0.6741,0.6945
3,-0.3078,0.3756,0.8425,0.4848,0.347,0.4159,0.3846,0.3849,0.3847,0.7022,0.6757,0.689
3.1,-0.3377,0.3807,0.8612,0.492,0.3735,0.4327,0.3564,0.3925,0.3745,0.688,0.6755,0.6818
3.2,-0.3651,0.3838,0.8777,0.4945,0.3976,0.446,0.3272,0.3968,0.362,0.6723,0.6736,0.6729
3.3,-0.3895,0.3852,0.8919,0.4934,0.4202,0.4568,0.2981,0.3984,0.3483,0.6545,0.6693,0.6619
3.4,-0.4099,0.3857,0.9037,0.4892,0.4422,0.4657,0.2704,0.3979,0.3342,0.6344,0.6623,0.6484
3.5,-0.4257,0.386,0.9122,0.4823,0.4638,0.4731,0.2451,0.3961,0.3206,0.6122,0.6525,0.6323
3.6,-0.4368,0.3867,0.917,0.4726,0.4851,0.4788,0.2231,0.394,0.3085,0.5888,0.6409,0.6148
3.7,-0.4427,0.3884,0.9179,0.4603,0.5062,0.4833,0.2052,0.3926,0.2989,0.5657,0.6289,0.5973
3.8,-0.4432,0.3912,0.915,0.4465,0.5268,0.4866,0.1921,0.3926,0.2924,0.5446,0.6181,0.5814
3.9,-0.4372,0.3954,0.909,0.4318,0.5463,0.489,0.1842,0.394,0.2891,0.5268,0.6093,0.568
4,-0.4235,0.4011,0.901,0.4168,0.5637,0.4902,0.1818,0.3965,0.2891,0.513,0.6034,0.5582
4.1,-0.4011,0.4086,0.8924,0.4017,0.5787,0.4902,0.1848,0.4004,0.2926,0.504,0.6009,0.5525
4.2,-0.3701,0.4184,0.885,0.3873,0.5914,0.4893,0.193,0.4066,0.2998,0.5002,0.603,0.5516
4.3,-0.3314,0.431,0.8804,0.3742,0.6025,0.4884,0.2053,0.416,0.3107,0.502,0.6103,0.5561
4.4,-0.2865,0.4464,0.88,0.3636,0.6122,0.4879,0.2209,0.4297,0.3253,0.5097,0.6232,0.5664
4.5,-0.2377,0.4645,0.8841,0.3559,0.6208,0.4883,0.2386,0.4481,0.3433,0.5232,0.6417,0.5825
4.6,-0.187,0.4846,0.8921,0.3513,0.6282,0.4898,0.2578,0.4707,0.3643,0.5423,0.6654,0.6038
4.7,-0.1362,0.5062,0.9027,0.3507,0.6346,0.4927,0.2786,0.4964,0.3875,0.5664,0.6932,0.6298
4.8,-0.0863,0.5289,0.9147,0.3549,0.6401,0.4975,0.301,0.5244,0.4127,0.5945,0.7241,0.6593
4.9,-0.0382,0.5528,0.9272,0.365,0.6453,0.5051,0.3252,0.5539,0.4395,0.6252,0.7568,0.691
5,0.0068,0.5784,0.94,0.3814,0.6512,0.5163,0.3512,0.585,0.4681,0.6573,0.7899,0.7236
5.1,0.0469,0.6056,0.9535,0.4038,0.6586,0.5312,0.3792,0.6179,0.4986,0.6889,0.8223,0.7556
5.2,0.0803,0.6336,0.9677,0.4309,0.6678,0.5493,0.409,0.6527,0.5308,0.7182,0.8532,0.7857
5.3,0.1064,0.6608,0.9823,0.4607,0.6782,0.5694,0.4402,0.6885,0.5644,0.7435,0.8816,0.8125
5.4,0.1247,0.6861,0.9967,0.4912,0.6894,0.5903,0.4723,0.7241,0.5982,0.764,0.9066,0.8353
5.5,0.1356,0.709,1.0102,0.5212,0.7009,0.611,0.5046,0.7579,0.6313,0.7799,0.9276,0.8537
5.6,0.1401,0.7297,1.0221,0.5501,0.7125,0.6313,0.5366,0.7886,0.6626,0.7918,0.9441,0.868
5.7,0.1389,0.7485,1.0317,0.5771,0.7242,0.6506,0.5678,0.8152,0.6915,0.8006,0.9562,0.8784
5.8,0.1313,0.7653,1.0383,0.6012,0.7354,0.6683,0.5972,0.8371,0.7172,0.8065,0.964,0.8852
5.9,0.1163,0.78,1.0419,0.6213,0.7459,0.6836,0.624,0.8542,0.7391,0.8094,0.967,0.8882
6,0.0935,0.7925,1.0424,0.6361,0.7553,0.6957,0.6474,0.8665,0.7569,0.8089,0.9644,0.8867
6.1,0.0635,0.8025,1.0398,0.6451,0.7633,0.7042,0.6667,0.8743,0.7705,0.8049,0.9552,0.8801
6.2,0.0279,0.8099,1.0346,0.6482,0.7696,0.7089,0.6818,0.8781,0.78,0.7976,0.9394,0.8685
6.3,-0.0117,0.8148,1.0275,0.646,0.7738,0.7099,0.6925,0.8789,0.7857,0.7874,0.9179,0.8527
6.4,-0.0535,0.8176,1.0194,0.6395,0.776,0.7077,0.6986,0.8774,0.788,0.7745,0.8923,0.8334
6.5,-0.096,0.8188,1.0106,0.6299,0.7765,0.7032,0.7007,0.8739,0.7873,0.7594,0.8635,0.8115
6.6,-0.1374,0.819,1.001,0.6187,0.776,0.6973,0.6992,0.8685,0.7838,0.7426,0.8326,0.7876
6.7,-0.1765,0.8187,0.9899,0.6068,0.7755,0.6911,0.6941,0.8612,0.7776,0.7246,0.8002,0.7624
6.8,-0.2129,0.8178,0.9772,0.5944,0.7747,0.6846,0.6854,0.8517,0.7686,0.7065,0.7671,0.7368
6.9,-0.2466,0.8162,0.9629,0.5814,0.7731,0.6773,0.6726,0.84,0.7563,0.6889,0.7344,0.7117
7,-0.2774,0.8131,0.9474,0.568,0.7698,0.6689,0.6559,0.8263,0.7411,0.6719,0.7027,0.6873
7.1,-0.3037,0.8076,0.9315,0.5553,0.7641,0.6597,0.6362,0.8109,0.7236,0.6557,0.6727,0.6642
7.2,-0.3232,0.7994,0.916,0.5445,0.7555,0.65,0.6148,0.7943,0.7045,0.6401,0.6449,0.6425
7.3,-0.3344,0.7879,0.9008,0.5361,0.7435,0.6398,0.5919,0.7764,0.6841,0.6249,0.6192,0.6221
7.4,-0.3377,0.773,0.8853,0.5302,0.728,0.6291,0.5676,0.7576,0.6626,0.61,0.5957,0.6029
7.5,-0.3348,0.7551,0.8692,0.5271,0.7099,0.6185,0.5417,0.739,0.6403,0.5953,0.5746,0.5849
7.6,-0.3273,0.7357,0.8524,0.5285,0.6914,0.6099,0.515,0.7216,0.6183,0.5813,0.5564,0.5688
7.7,-0.3156,0.7162,0.8351,0.5354,0.6743,0.6049,0.4892,0.7064,0.5978,0.5681,0.5415,0.5548
7.8,-0.2995,0.6981,0.8171,0.5479,0.6598,0.6039,0.4657,0.6935,0.5796,0.5558,0.5298,0.5428
7.9,-0.2792,0.6821,0.7978,0.5652,0.6479,0.6065,0.4456,0.682,0.5638,0.5441,0.5207,0.5324
8,-0.2551,0.6683,0.7773,0.5865,0.6385,0.6125,0.4296,0.6717,0.5507,0.5329,0.5139,0.5234
8.1,-0.2278,0.6563,0.7567,0.6116,0.632,0.6218,0.4188,0.663,0.5409,0.5229,0.5102,0.5166
8.2,-0.1979,0.647,0.738,0.64,0.6295,0.6348,0.414,0.6575,0.5357,0.5153,0.5107,0.513
8.3,-0.1663,0.6411,0.7231,0.6708,0.632,0.6514,0.4158,0.6561,0.536,0.5108,0.5163,0.5135
8.4,-0.1347,0.6386,0.7134,0.7022,0.6392,0.6707,0.4236,0.6591,0.5413,0.5095,0.5274,0.5184
8.5,-0.1048,0.6388,0.7095,0.7324,0.6502,0.6913,0.4364,0.6656,0.551,0.5113,0.5435,0.5274
8.6,-0.0779,0.6408,0.7116,0.76,0.6633,0.7117,0.4531,0.6744,0.5638,0.5162,0.5635,0.5398
8.7,-0.0543,0.6438,0.7187,0.7838,0.6778,0.7308,0.4726,0.6848,0.5787,0.524,0.5861,0.555
8.8,-0.035,0.6479,0.7299,0.8028,0.6928,0.7478,0.494,0.696,0.595,0.5347,0.61,0.5723
8.9,-0.0202,0.6532,0.7438,0.8168,0.7077,0.7623,0.5165,0.7075,0.612,0.5477,0.634,0.5909
9,-0.0094,0.6596,0.7586,0.8261,0.7218,0.774,0.5388,0.7181,0.6285,0.5616,0.6568,0.6092
9.1,-0.0018,0.6663,0.7734,0.8312,0.7345,0.7829,0.5599,0.727,0.6435,0.5749,0.6772,0.626
9.2,0.0029,0.6727,0.7878,0.8325,0.7458,0.7891,0.5792,0.734,0.6566,0.5865,0.6945,0.6405
9.3,0.0052,0.6784,0.8027,0.8301,0.7562,0.7932,0.5971,0.7395,0.6683,0.5965,0.7088,0.6527
9.4,0.0061,0.683,0.8184,0.8247,0.7662,0.7954,0.6138,0.7442,0.679,0.6054,0.7208,0.6631
9.5,0.0076,0.686,0.8348,0.8164,0.7756,0.796,0.6294,0.7483,0.6889,0.6137,0.7308,0.6722
9.6,0.0109,0.6865,0.8506,0.8056,0.7833,0.7944,0.6432,0.7511,0.6971,0.6213,0.7385,0.6799
9.7,0.0159,0.6843,0.8651,0.7925,0.7887,0.7906,0.655,0.7525,0.7037,0.6282,0.7437,0.686
9.8,0.0222,0.6795,0.8785,0.7782,0.7922,0.7852,0.6652,0.753,0.7091,0.6347,0.7466,0.6907
9.9,0.0293,0.6729,0.8911,0.7638,0.795,0.7794,0.6745,0.7537,0.7141,0.6413,0.7476,0.6945
10,0.0366,0.6652,0.9028,0.7502,0.7978,0.774,0.6832,0.7552,0.7192,0.6483,0.747,0.6976
10.1,0.043,0.6565,0.9133,0.7375,0.8004,0.769,0.6908,0.7571,0.7239,0.6555,0.7449,0.7002
10.2,0.0472,0.6464,0.9218,0.7255,0.8013,0.7634,0.6963,0.7582,0.7273,0.6624,0.7413,0.7018
10.3,0.0485,0.6344,0.9275,0.7138,0.7995,0.7567,0.6989,0.7578,0.7283,0.6683,0.7364,0.7024
10.4,0.0473,0.6202,0.9304,0.7028,0.7946,0.7487,0.6982,0.7554,0.7268,0.6733,0.7305,0.7019
10.5,0.0439,0.6041,0.9302,0.6926,0.7872,0.7399,0.6941,0.7513,0.7227,0.6777,0.7236,0.7006
10.6,0.0376,0.587,0.9267,0.683,0.7781,0.7305,0.6868,0.7451,0.716,0.6814,0.7155,0.6984
10.7,0.0271,0.5697,0.9192,0.673,0.7676,0.7203,0.6761,0.7363,0.7062,0.6837,0.7055,0.6946
10.8,0.0124,0.553,0.9082,0.662,0.7557,0.7088,0.6621,0.7245,0.6933,0.6838,0.6937,0.6887
10.9,-0.0059,0.5374,0.8945,0.6499,0.7424,0.6962,0.6452,0.7099,0.6775,0.6814,0.6802,0.6808
11,-0.0269,0.5231,0.8797,0.6366,0.7278,0.6822,0.6263,0.6932,0.6597,0.6762,0.6659,0.671
11.1,-0.0502,0.5101,0.8643,0.6217,0.7115,0.6666,0.6055,0.6751,0.6403,0.6682,0.651,0.6596
11.2,-0.0758,0.4982,0.8486,0.6046,0.6929,0.6488,0.5827,0.6563,0.6195,0.6575,0.6359,0.6467
11.3,-0.1041,0.4872,0.8327,0.5856,0.6721,0.6289,0.5584,0.6373,0.5979,0.6447,0.6208,0.6328
11.4,-0.1347,0.4777,0.8171,0.5655,0.6502,0.6078,0.5335,0.6193,0.5764,0.6304,0.6061,0.6183
11.5,-0.1672,0.4704,0.8026,0.5454,0.6285,0.587,0.5095,0.6033,0.5564,0.6155,0.5923,0.6039
11.6,-0.2016,0.466,0.7898,0.5254,0.6081,0.5668,0.4868,0.5896,0.5382,0.6002,0.5797,0.59
11.7,-0.238,0.4642,0.7785,0.5051,0.5888,0.5469,0.4649,0.5773,0.5211,0.5848,0.5679,0.5764
11.8,-0.2763,0.4639,0.7678,0.4835,0.5699,0.5267,0.4428,0.5653,0.5041,0.5694,0.5568,0.5631
11.9,-0.3155,0.4638,0.7573,0.46,0.5515,0.5058,0.42,0.5529,0.4864,0.5544,0.5461,0.5502
12,-0.3535,0.4626,0.7467,0.4347,0.5335,0.4841,0.3961,0.5403,0.4682,0.5401,0.536,0.5381
12.1,-0.3881,0.4594,0.7361,0.4078,0.516,0.4619,0.3715,0.5279,0.4497,0.5267,0.5266,0.5266
12.2,-0.4176,0.4538,0.7261,0.3804,0.4991,0.4397,0.347,0.5162,0.4316,0.514,0.5181,0.5161
12.3,-0.4411,0.4458,0.7177,0.3534,0.483,0.4182,0.3233,0.5052,0.4143,0.5024,0.5111,0.5068
12.4,-0.4581,0.4358,0.7119,0.3281,0.4686,0.3984,0.3007,0.4947,0.3977,0.4923,0.5063,0.4993
12.5,-0.4689,0.4247,0.7091,0.305,0.4568,0.3809,0.2793,0.4849,0.3821,0.4844,0.504,0.4942
12.6,-0.4741,0.4131,0.7096,0.284,0.4482,0.3661,0.2593,0.476,0.3676,0.4793,0.5051,0.4922
12.7,-0.4736,0.4018,0.713,0.2648,0.4421,0.3535,0.2407,0.4684,0.3546,0.4775,0.5095,0.4935
12.8,-0.4671,0.3909,0.7184,0.2472,0.4375,0.3423,0.2234,0.4621,0.3427,0.4785,0.5169,0.4977
12.9,-0.4541,0.3802,0.7248,0.2311,0.433,0.3321,0.2071,0.4567,0.3319,0.4819,0.5264,0.5041
13,-0.4352,0.37,0.7312,0.2168,0.4282,0.3225,0.192,0.4524,0.3222,0.487,0.5369,0.512
13.1,-0.4109,0.3609,0.7373,0.2051,0.4239,0.3145,0.1785,0.4496,0.314,0.4934,0.5478,0.5206
13.2,-0.3815,0.3538,0.7426,0.1971,0.4212,0.3092,0.1671,0.4487,0.3079,0.5007,0.5588,0.5298
13.3,-0.3462,0.3489,0.7464,0.1938,0.4205,0.3072,0.1583,0.4492,0.3037,0.5084,0.5696,0.539
13.4,-0.305,0.3466,0.7476,0.196,0.4219,0.309,0.1523,0.4501,0.3012,0.5159,0.5797,0.5478
13.5,-0.2587,0.3472,0.7455,0.2043,0.4253,0.3148,0.1494,0.4506,0.3,0.5225,0.5887,0.5556
13.6,-0.2075,0.3509,0.7397,0.2196,0.4316,0.3256,0.1501,0.4504,0.3003,0.528,0.596,0.562
13.7,-0.1517,0.3582,0.7304,0.2425,0.4412,0.3419,0.1547,0.4501,0.3024,0.532,0.601,0.5665
13.8,-0.0919,0.3693,0.7177,0.2725,0.4546,0.3636,0.1632,0.4498,0.3065,0.5343,0.6031,0.5687
13.9,-0.03,0.3838,0.7021,0.3078,0.4708,0.3893,0.1752,0.4497,0.3125,0.5344,0.6017,0.568
14,0.0313,0.4008,0.6841,0.3465,0.4885,0.4175,0.1902,0.4497,0.3199,0.5313,0.5964,0.5639
14.1,0.0897,0.4189,0.6647,0.3867,0.5063,0.4465,0.2076,0.4496,0.3286,0.5245,0.587,0.5558
14.2,0.143,0.4374,0.6452,0.4279,0.5236,0.4758,0.227,0.45,0.3385,0.5139,0.5738,0.5438
14.3,0.1896,0.4558,0.626,0.4696,0.5401,0.5048,0.2483,0.4513,0.3498,0.4997,0.5572,0.5285
14.4,0.2275,0.474,0.6072,0.511,0.5557,0.5333,0.2711,0.4534,0.3623,0.4827,0.5381,0.5104
14.5,0.2562,0.4911,0.5883,0.5509,0.5697,0.5603,0.2953,0.4554,0.3753,0.4639,0.5173,0.4906
14.6,0.2764,0.5062,0.569,0.5884,0.5813,0.5848,0.3205,0.4561,0.3883,0.4444,0.4956,0.47
14.7,0.2892,0.519,0.5496,0.6224,0.5898,0.6061,0.3467,0.4547,0.4007,0.4251,0.4741,0.4496
14.8,0.2962,0.5294,0.5314,0.6526,0.595,0.6238,0.3733,0.451,0.4121,0.4069,0.4539,0.4304
14.9,0.2986,0.5376,0.5157,0.6781,0.5973,0.6377,0.3992,0.4454,0.4223,0.3909,0.4365,0.4137
15,0.2964,0.5432,0.5037,0.6985,0.597,0.6478,0.4231,0.4383,0.4307,0.3781,0.4237,0.4009
15.1,0.2899,0.5459,0.4961,0.7135,0.5943,0.6539,0.4445,0.4305,0.4375,0.3696,0.4173,0.3934
15.2,0.2802,0.5456,0.4931,0.723,0.5893,0.6561,0.4634,0.4228,0.4431,0.3662,0.418,0.3921
15.3,0.2687,0.5424,0.4948,0.7277,0.5818,0.6547,0.4808,0.416,0.4484,0.3682,0.4254,0.3968
15.4,0.2557,0.5366,0.5013,0.7283,0.5725,0.6504,0.4975,0.4113,0.4544,0.3753,0.4389,0.4071
15.5,0.2411,0.529,0.5129,0.7255,0.5626,0.644,0.5142,0.4094,0.4618,0.3873,0.4581,0.4227
15.6,0.2244,0.5207,0.5299,0.7197,0.5531,0.6364,0.5311,0.4105,0.4708,0.4036,0.4823,0.443
15.7,0.2051,0.5128,0.5517,0.7114,0.5447,0.6281,0.5475,0.4145,0.481,0.4234,0.5106,0.467
15.8,0.1829,0.5059,0.5779,0.7007,0.538,0.6194,0.5626,0.4212,0.4919,0.4457,0.5417,0.4937
15.9,0.1577,0.4999,0.6079,0.688,0.5331,0.6106,0.5754,0.4313,0.5033,0.4691,0.5737,0.5214
16,0.1302,0.4946,0.6411,0.6735,0.53,0.6018,0.5854,0.4457,0.5155,0.4925,0.6049,0.5487
16.1,0.1017,0.4894,0.6772,0.6578,0.5282,0.593,0.5928,0.4654,0.5291,0.5147,0.6341,0.5744
16.2,0.0734,0.4847,0.7162,0.6418,0.5275,0.5847,0.5984,0.4911,0.5447,0.5351,0.6604,0.5977
16.3,0.046,0.4808,0.7573,0.6264,0.5282,0.5773,0.603,0.523,0.563,0.5532,0.6833,0.6183
16.4,0.0195,0.4788,0.7996,0.6123,0.5312,0.5718,0.6069,0.5603,0.5836,0.5687,0.7026,0.6357
16.5,-0.006,0.4791,0.842,0.6,0.537,0.5685,0.6101,0.6017,0.6059,0.5813,0.7182,0.6498
16.6,-0.0304,0.4817,0.8837,0.5896,0.5462,0.5679,0.6126,0.6455,0.6291,0.5912,0.73,0.6606
16.7,-0.0529,0.4862,0.9236,0.5816,0.558,0.5698,0.6139,0.6898,0.6519,0.5985,0.7382,0.6683
16.8,-0.0735,0.4922,0.9603,0.5759,0.5718,0.5738,0.6141,0.7323,0.6732,0.6038,0.7426,0.6732
16.9,-0.0923,0.4993,0.9924,0.5726,0.587,0.5798,0.6134,0.7712,0.6923,0.6075,0.7431,0.6753
17,-0.1096,0.5074,1.0191,0.572,0.603,0.5875,0.6121,0.8052,0.7086,0.6101,0.7395,0.6748
17.1,-0.1257,0.516,1.0401,0.5737,0.6191,0.5964,0.6107,0.8332,0.722,0.6122,0.7322,0.6722
17.2,-0.1407,0.5245,1.0554,0.5772,0.6345,0.6058,0.6099,0.8548,0.7323,0.614,0.7217,0.6679
17.3,-0.1549,0.5325,1.0653,0.582,0.6485,0.6153,0.6107,0.8697,0.7402,0.6162,0.7091,0.6626
17.4,-0.1683,0.54,1.07,0.5881,0.6609,0.6245,0.6137,0.878,0.7459,0.619,0.6949,0.657
17.5,-0.1808,0.547,1.0701,0.5954,0.6722,0.6338,0.6196,0.8799,0.7498,0.623,0.6797,0.6513
17.6,-0.1921,0.5541,1.0657,0.6043,0.6827,0.6435,0.6282,0.8751,0.7517,0.6286,0.6641,0.6463
17.7,-0.2013,0.5613,1.0571,0.6144,0.6922,0.6533,0.639,0.8637,0.7513,0.6363,0.6489,0.6426
17.8,-0.2075,0.568,1.0442,0.6253,0.7,0.6626,0.6513,0.8454,0.7484,0.6468,0.6353,0.6411
17.9,-0.2099,0.5736,1.0276,0.6363,0.7047,0.6705,0.6645,0.821,0.7427,0.6602,0.6239,0.642
18,-0.2088,0.5777,1.008,0.6468,0.7058,0.6763,0.6779,0.7919,0.7349,0.6759,0.6147,0.6453
18.1,-0.205,0.5806,0.9865,0.656,0.7034,0.6797,0.6911,0.7599,0.7255,0.6929,0.6073,0.6501
18.2,-0.1992,0.5827,0.9639,0.6638,0.6982,0.681,0.7037,0.7269,0.7153,0.71,0.6011,0.6555
18.3,-0.1923,0.5837,0.9408,0.6698,0.6904,0.6801,0.7156,0.6942,0.7049,0.7263,0.5961,0.6612
18.4,-0.1851,0.583,0.9172,0.6742,0.6798,0.677,0.7268,0.663,0.6949,0.7414,0.5924,0.6669
18.5,-0.178,0.5804,0.8931,0.6771,0.6666,0.6719,0.7377,0.6339,0.6858,0.7551,0.5901,0.6726
18.6,-0.1709,0.5763,0.8685,0.6786,0.6513,0.6649,0.7482,0.6077,0.678,0.767,0.5888,0.6779
18.7,-0.1633,0.5718,0.8442,0.6786,0.6353,0.6569,0.7578,0.5847,0.6713,0.7764,0.5884,0.6824
18.8,-0.1549,0.5679,0.8209,0.6776,0.6199,0.6488,0.7657,0.5655,0.6656,0.783,0.5892,0.6861
18.9,-0.1454,0.566,0.7996,0.676,0.6064,0.6412,0.7716,0.5504,0.661,0.7867,0.5917,0.6892
19,-0.1347,0.5663,0.781,0.6739,0.595,0.6345,0.7749,0.5401,0.6575,0.7879,0.5961,0.692
19.1,-0.1223,0.5683,0.7655,0.6715,0.5854,0.6284,0.7756,0.5343,0.655,0.7873,0.6021,0.6947
19.2,-0.1078,0.571,0.7528,0.6684,0.5769,0.6226,0.7741,0.5326,0.6534,0.7858,0.6094,0.6976
19.3,-0.0901,0.5736,0.7421,0.6649,0.5693,0.6171,0.771,0.5343,0.6527,0.7839,0.6173,0.7006
19.4,-0.0686,0.5758,0.7327,0.6615,0.5627,0.6121,0.767,0.5386,0.6528,0.782,0.626,0.704
19.5,-0.0431,0.5779,0.724,0.6589,0.5574,0.6081,0.7627,0.545,0.6538,0.78,0.6355,0.7077
19.6,-0.0141,0.5801,0.716,0.6572,0.5535,0.6053,0.7581,0.5526,0.6553,0.7775,0.6456,0.7115
19.7,0.0176,0.5829,0.7079,0.6565,0.5509,0.6037,0.7528,0.5603,0.6565,0.7741,0.6554,0.7147
19.8,0.0514,0.5864,0.6989,0.6566,0.5495,0.603,0.7461,0.5662,0.6561,0.7692,0.6636,0.7164
19.9,0.0869,0.5904,0.6876,0.6571,0.5491,0.6031,0.7373,0.5691,0.6532,0.7621,0.6689,0.7155
20,0.1234,0.5942,0.6735,0.6578,0.5491,0.6035,0.726,0.5684,0.6472,0.752,0.6705,0.7113
20.1,0.1591,0.5969,0.6563,0.6581,0.5489,0.6035,0.7118,0.5643,0.638,0.7387,0.6683,0.7035
20.2,0.1922,0.5984,0.637,0.6571,0.5483,0.6027,0.6949,0.5571,0.626,0.7218,0.6623,0.6921
20.3,0.2214,0.5988,0.6166,0.6547,0.5472,0.6009,0.6755,0.5474,0.6115,0.7015,0.6531,0.6773
20.4,0.2464,0.5981,0.5963,0.6506,0.5459,0.5983,0.6539,0.5357,0.5948,0.6783,0.6413,0.6598
20.5,0.2667,0.5963,0.5775,0.6449,0.5445,0.5947,0.63,0.5226,0.5763,0.6526,0.6275,0.64
20.6,0.2822,0.5932,0.5609,0.6375,0.5432,0.5903,0.6039,0.5089,0.5564,0.6251,0.6123,0.6187
20.7,0.2929,0.589,0.5473,0.6284,0.5417,0.5851,0.5756,0.4955,0.5355,0.5966,0.596,0.5963
20.8,0.2987,0.5835,0.5369,0.618,0.5403,0.5792,0.5453,0.4831,0.5142,0.5679,0.579,0.5734
20.9,0.2998,0.5768,0.5296,0.6071,0.5388,0.573,0.5132,0.4724,0.4928,0.5398,0.5619,0.5508
21,0.2964,0.5691,0.5247,0.5967,0.5373,0.567,0.4802,0.4634,0.4718,0.5128,0.5456,0.5292
21.1,0.2889,0.561,0.5218,0.5876,0.5355,0.5615,0.4478,0.4561,0.452,0.4874,0.5307,0.509
21.2,0.2776,0.553,0.5208,0.5801,0.5336,0.5568,0.4179,0.451,0.4344,0.4639,0.518,0.491
21.3,0.2622,0.5458,0.5215,0.5744,0.5322,0.5533,0.3925,0.4488,0.4206,0.443,0.5079,0.4755
