Time,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1,Big W - Ghost Gifter 30 Client TVC Viewing 1
6.2,0.0382,0.701,0.7815,0.6583,0.5718,0.615,0.4485,0.691,0.5698,0.7525,0.7443,0.7484
6.3,0.0299,0.6904,0.7268,0.6584,0.5842,0.6213,0.4053,0.6717,0.5385,0.7551,0.7065,0.7308
6.4,0.0149,0.6804,0.6751,0.6595,0.5976,0.6286,0.3689,0.6553,0.5121,0.7591,0.6699,0.7145
6.5,-0.0067,0.6713,0.6273,0.6622,0.6125,0.6373,0.3395,0.6422,0.4908,0.7647,0.6364,0.7006
6.6,-0.0342,0.6635,0.5836,0.6667,0.6291,0.6479,0.3172,0.632,0.4746,0.7707,0.6073,0.689
6.7,-0.0666,0.6572,0.5434,0.6726,0.6473,0.66,0.3019,0.6233,0.4626,0.7753,0.5823,0.6788
6.8,-0.1022,0.6529,0.5059,0.6794,0.6664,0.6729,0.293,0.6146,0.4538,0.777,0.5606,0.6688
6.9,-0.1399,0.6508,0.4712,0.6863,0.686,0.6861,0.2906,0.6054,0.448,0.775,0.5424,0.6587
7,-0.1786,0.6511,0.4401,0.6931,0.7063,0.6997,0.2958,0.5958,0.4458,0.7702,0.5282,0.6492
7.1,-0.2176,0.6541,0.4146,0.7006,0.7281,0.7144,0.3102,0.5868,0.4485,0.7639,0.5185,0.6412
7.2,-0.2555,0.6599,0.396,0.7098,0.7519,0.7309,0.3349,0.5797,0.4573,0.7569,0.513,0.635
7.3,-0.2904,0.6688,0.3842,0.7214,0.7769,0.7492,0.3699,0.5752,0.4726,0.7495,0.5111,0.6303
7.4,-0.3201,0.6807,0.3778,0.7354,0.8015,0.7685,0.4142,0.5732,0.4937,0.742,0.5115,0.6268
7.5,-0.3428,0.6945,0.3756,0.7511,0.8238,0.7874,0.4657,0.5732,0.5194,0.735,0.5136,0.6243
7.6,-0.3572,0.7093,0.3769,0.7674,0.8426,0.805,0.5225,0.575,0.5488,0.7288,0.517,0.6229
7.7,-0.3623,0.7245,0.3816,0.7833,0.8579,0.8206,0.5833,0.5794,0.5813,0.7231,0.5217,0.6224
7.8,-0.3575,0.7399,0.3899,0.7981,0.8703,0.8342,0.6459,0.5868,0.6164,0.7174,0.5273,0.6223
7.9,-0.3429,0.7558,0.4018,0.8114,0.8809,0.8461,0.7073,0.5975,0.6524,0.7117,0.5328,0.6223
8,-0.3201,0.7717,0.4174,0.8228,0.8903,0.8566,0.7643,0.611,0.6876,0.7065,0.5378,0.6222
8.1,-0.2921,0.7872,0.4367,0.8318,0.8992,0.8655,0.8151,0.6267,0.7209,0.7026,0.5423,0.6224
8.2,-0.2631,0.8013,0.4592,0.8379,0.9077,0.8728,0.8593,0.644,0.7516,0.7,0.5465,0.6232
8.3,-0.2358,0.8135,0.484,0.8408,0.9157,0.8782,0.8965,0.6618,0.7792,0.6981,0.5506,0.6243
8.4,-0.2121,0.8237,0.5099,0.8403,0.9233,0.8818,0.9266,0.679,0.8028,0.6958,0.554,0.6249
8.5,-0.192,0.8318,0.5364,0.8364,0.9306,0.8835,0.949,0.6945,0.8217,0.6923,0.5564,0.6243
8.6,-0.1758,0.838,0.5634,0.8292,0.9375,0.8834,0.9642,0.7082,0.8362,0.6879,0.5576,0.6228
8.7,-0.1639,0.8424,0.5909,0.8191,0.9442,0.8817,0.9735,0.7207,0.8471,0.6834,0.5581,0.6207
8.8,-0.1563,0.8453,0.6182,0.8066,0.9504,0.8785,0.9785,0.7323,0.8554,0.679,0.5585,0.6188
8.9,-0.1526,0.8472,0.644,0.7921,0.9558,0.874,0.9801,0.7424,0.8612,0.6748,0.5588,0.6168
9,-0.1518,0.8484,0.6669,0.7766,0.9598,0.8682,0.9786,0.7503,0.8645,0.6703,0.5591,0.6147
9.1,-0.1534,0.8494,0.6868,0.761,0.962,0.8615,0.9745,0.7559,0.8652,0.6662,0.5598,0.613
9.2,-0.1571,0.85,0.7041,0.7457,0.9624,0.8541,0.9686,0.7602,0.8644,0.6631,0.5622,0.6127
9.3,-0.1633,0.8502,0.7196,0.7303,0.9611,0.8457,0.9616,0.7644,0.863,0.6617,0.5677,0.6147
9.4,-0.1722,0.8499,0.734,0.7139,0.9581,0.836,0.9538,0.7692,0.8615,0.662,0.5775,0.6197
9.5,-0.1836,0.8491,0.7471,0.6968,0.9539,0.8253,0.9453,0.7743,0.8598,0.664,0.5916,0.6278
9.6,-0.1966,0.8483,0.7587,0.6795,0.9487,0.8141,0.9362,0.7794,0.8578,0.6674,0.6096,0.6385
9.7,-0.2099,0.8476,0.768,0.663,0.9428,0.8029,0.9265,0.7834,0.8549,0.6721,0.6303,0.6512
9.8,-0.2218,0.8475,0.7738,0.6483,0.9357,0.792,0.916,0.7854,0.8507,0.6773,0.6523,0.6648
9.9,-0.2317,0.8482,0.7753,0.6359,0.9274,0.7817,0.9044,0.7843,0.8444,0.6816,0.6737,0.6776
10,-0.2392,0.8503,0.7723,0.6263,0.9183,0.7723,0.8914,0.7795,0.8355,0.6836,0.6929,0.6882
10.1,-0.2443,0.8537,0.7649,0.6199,0.9091,0.7645,0.8774,0.7712,0.8243,0.6831,0.709,0.696
10.2,-0.2479,0.858,0.7543,0.6176,0.9001,0.7588,0.863,0.76,0.8115,0.6812,0.722,0.7016
10.3,-0.2502,0.8625,0.7414,0.6194,0.8911,0.7552,0.8491,0.7473,0.7982,0.6792,0.7322,0.7057
10.4,-0.2502,0.8662,0.7269,0.6249,0.8808,0.7529,0.8359,0.7337,0.7848,0.6779,0.7394,0.7087
10.5,-0.2468,0.8682,0.7113,0.6336,0.8681,0.7508,0.8226,0.7202,0.7714,0.6768,0.743,0.7099
10.6,-0.2389,0.8676,0.6954,0.6446,0.8522,0.7484,0.8081,0.7077,0.7579,0.6752,0.7423,0.7088
10.7,-0.2264,0.8643,0.6796,0.6575,0.8327,0.7451,0.7914,0.6968,0.7441,0.6725,0.7372,0.7049
10.8,-0.2101,0.8587,0.664,0.6725,0.8105,0.7415,0.7719,0.6882,0.73,0.668,0.7279,0.6979
10.9,-0.1915,0.8516,0.6488,0.6897,0.7877,0.7387,0.7497,0.6824,0.7161,0.6613,0.7146,0.6879
11,-0.1721,0.844,0.6343,0.709,0.7671,0.7381,0.725,0.6798,0.7024,0.6523,0.6976,0.675
11.1,-0.1535,0.8372,0.6209,0.7301,0.7514,0.7408,0.6979,0.6802,0.689,0.6416,0.6774,0.6595
11.2,-0.1364,0.8317,0.6087,0.7526,0.7415,0.7471,0.6687,0.6832,0.676,0.6301,0.6547,0.6424
11.3,-0.1208,0.8274,0.5978,0.7757,0.7362,0.756,0.6377,0.6884,0.663,0.6184,0.6302,0.6243
11.4,-0.1056,0.8235,0.5874,0.7981,0.7335,0.7658,0.6054,0.6949,0.6502,0.6065,0.6045,0.6055
11.5,-0.0897,0.8193,0.577,0.8191,0.7308,0.7749,0.573,0.7018,0.6374,0.5945,0.5783,0.5864
11.6,-0.0726,0.8144,0.5658,0.8377,0.7271,0.7824,0.5411,0.7083,0.6247,0.5826,0.5521,0.5674
11.7,-0.0545,0.8088,0.5533,0.8534,0.7219,0.7877,0.5107,0.7139,0.6123,0.5715,0.5261,0.5488
11.8,-0.0358,0.8025,0.5397,0.8659,0.7155,0.7907,0.4827,0.7182,0.6005,0.5623,0.5005,0.5314
11.9,-0.016,0.7955,0.5253,0.8748,0.7077,0.7912,0.4587,0.7214,0.5901,0.5561,0.4758,0.516
12,0.0052,0.7878,0.5099,0.8801,0.6987,0.7894,0.44,0.7239,0.582,0.5538,0.4529,0.5033
12.1,0.0281,0.7798,0.4935,0.8816,0.6886,0.7851,0.4275,0.7256,0.5766,0.5558,0.4326,0.4942
12.2,0.0522,0.7714,0.4765,0.8788,0.6773,0.7781,0.4215,0.7264,0.5739,0.5623,0.4162,0.4893
12.3,0.0761,0.7623,0.4599,0.8716,0.6649,0.7683,0.4214,0.7265,0.574,0.5734,0.4047,0.489
12.4,0.0986,0.752,0.4457,0.8597,0.6521,0.7559,0.4269,0.7267,0.5768,0.5895,0.3992,0.4944
12.5,0.119,0.7401,0.4362,0.843,0.6397,0.7414,0.4375,0.7279,0.5827,0.6115,0.4013,0.5064
12.6,0.1373,0.7266,0.4324,0.8222,0.6288,0.7255,0.4531,0.7302,0.5916,0.6391,0.4118,0.5254
12.7,0.153,0.7121,0.4342,0.798,0.6198,0.7089,0.4724,0.7328,0.6026,0.6708,0.4309,0.5508
12.8,0.1656,0.6976,0.4409,0.7713,0.6129,0.6921,0.4941,0.7348,0.6144,0.7049,0.4577,0.5813
12.9,0.1746,0.6839,0.4518,0.743,0.6086,0.6758,0.5179,0.7358,0.6268,0.74,0.491,0.6155
13,0.1801,0.6717,0.4664,0.7137,0.6071,0.6604,0.5442,0.736,0.6401,0.775,0.5293,0.6521
13.1,0.1823,0.6615,0.4839,0.6839,0.6084,0.6461,0.5732,0.7357,0.6545,0.8086,0.5711,0.6899
13.2,0.1814,0.6537,0.5029,0.6538,0.6116,0.6327,0.6035,0.7349,0.6692,0.8401,0.6152,0.7276
13.3,0.1769,0.6475,0.5222,0.6236,0.6162,0.6199,0.6329,0.733,0.683,0.869,0.6607,0.7648
13.4,0.1689,0.6421,0.5416,0.5938,0.6214,0.6076,0.6598,0.7301,0.6949,0.8958,0.7072,0.8015
13.5,0.1587,0.6366,0.5616,0.5647,0.6263,0.5955,0.6839,0.7266,0.7053,0.9212,0.754,0.8376
13.6,0.1479,0.6313,0.5823,0.5367,0.6299,0.5833,0.7062,0.7232,0.7147,0.945,0.7997,0.8724
13.7,0.1381,0.6272,0.6025,0.5103,0.6313,0.5708,0.7272,0.7206,0.7239,0.9664,0.8422,0.9043
13.8,0.1308,0.6252,0.6204,0.4868,0.6303,0.5586,0.7463,0.719,0.7326,0.9837,0.8791,0.9314
13.9,0.126,0.6261,0.6348,0.4681,0.6281,0.5481,0.7625,0.7182,0.7404,0.9958,0.9084,0.9521
14,0.1227,0.6298,0.6455,0.4555,0.6253,0.5404,0.7752,0.7182,0.7467,1.0022,0.9292,0.9657
14.1,0.1193,0.6365,0.6525,0.4488,0.6223,0.5356,0.7835,0.7186,0.751,1.0028,0.9408,0.9718
14.2,0.115,0.6457,0.6549,0.4474,0.6185,0.5329,0.787,0.7191,0.7531,0.9975,0.943,0.9702
14.3,0.1087,0.6566,0.6517,0.4499,0.6132,0.5315,0.7858,0.7195,0.7527,0.987,0.9362,0.9616
14.4,0.1002,0.668,0.6427,0.4546,0.6061,0.5303,0.7806,0.7195,0.75,0.9726,0.9216,0.9471
14.5,0.0893,0.6785,0.6291,0.4599,0.5972,0.5286,0.7725,0.7191,0.7458,0.9556,0.9007,0.9282
14.6,0.0764,0.6873,0.6121,0.4646,0.5866,0.5256,0.7626,0.7182,0.7404,0.9363,0.8749,0.9056
14.7,0.0617,0.6938,0.5923,0.4682,0.5741,0.5212,0.7517,0.7171,0.7344,0.9143,0.8449,0.8796
14.8,0.0453,0.698,0.5701,0.4707,0.5603,0.5155,0.7403,0.7163,0.7283,0.8893,0.811,0.8501
14.9,0.0271,0.7003,0.5461,0.4725,0.5462,0.5093,0.7288,0.7165,0.7226,0.8616,0.7738,0.8177
15,0.0069,0.7012,0.5211,0.4738,0.5329,0.5033,0.7174,0.7181,0.7177,0.8324,0.7341,0.7832
15.1,-0.0147,0.7013,0.4964,0.4747,0.5211,0.4979,0.7064,0.7212,0.7138,0.8031,0.6925,0.7478
15.2,-0.037,0.7005,0.473,0.4751,0.5112,0.4931,0.6961,0.7255,0.7108,0.7748,0.6506,0.7127
15.3,-0.0598,0.6984,0.4516,0.4752,0.5029,0.489,0.687,0.7307,0.7088,0.7478,0.6093,0.6785
15.4,-0.0838,0.6942,0.4327,0.4744,0.4963,0.4854,0.6796,0.7365,0.708,0.7223,0.5696,0.6459
15.5,-0.1102,0.6869,0.417,0.4724,0.4916,0.482,0.674,0.7425,0.7083,0.6983,0.5315,0.6149
15.6,-0.1404,0.6763,0.4053,0.4689,0.4893,0.4791,0.6705,0.7485,0.7095,0.6761,0.4949,0.5855
15.7,-0.1752,0.6628,0.3978,0.4644,0.4903,0.4774,0.6692,0.7547,0.712,0.6559,0.4599,0.5579
15.8,-0.2141,0.6471,0.3948,0.4601,0.4956,0.4778,0.6705,0.7613,0.7159,0.638,0.4269,0.5325
15.9,-0.2559,0.63,0.3958,0.4566,0.5059,0.4812,0.6748,0.7679,0.7213,0.6221,0.3966,0.5093
16,-0.2986,0.6117,0.4,0.4542,0.521,0.4876,0.6821,0.7738,0.7279,0.6076,0.3689,0.4883
16.1,-0.3401,0.5925,0.4066,0.4526,0.54,0.4963,0.6923,0.7783,0.7353,0.5942,0.3435,0.4688
16.2,-0.3775,0.5725,0.4154,0.4514,0.5612,0.5063,0.7056,0.7814,0.7435,0.5823,0.3201,0.4512
16.3,-0.4068,0.5524,0.4265,0.451,0.5832,0.5171,0.722,0.783,0.7525,0.573,0.2987,0.4359
16.4,-0.4238,0.5333,0.4394,0.4517,0.6049,0.5283,0.7413,0.7833,0.7623,0.5669,0.2795,0.4232
16.5,-0.4252,0.5161,0.4539,0.4539,0.625,0.5394,0.7624,0.782,0.7722,0.564,0.2626,0.4133
16.6,-0.4089,0.5018,0.4698,0.4579,0.6426,0.5502,0.7848,0.7791,0.7819,0.5645,0.249,0.4067
16.7,-0.3751,0.4914,0.4875,0.464,0.6574,0.5607,0.8079,0.7753,0.7916,0.5683,0.2401,0.4042
16.8,-0.3255,0.4862,0.5078,0.4723,0.6701,0.5712,0.8315,0.7722,0.8018,0.5753,0.2376,0.4064
16.9,-0.2633,0.4869,0.5308,0.4827,0.6811,0.5819,0.8552,0.7711,0.8131,0.5851,0.2427,0.4139
17,-0.1928,0.4935,0.5561,0.495,0.6906,0.5928,0.878,0.7725,0.8252,0.5972,0.2561,0.4266
17.1,-0.1183,0.5049,0.5826,0.5087,0.6983,0.6035,0.8984,0.7756,0.837,0.6112,0.2781,0.4446
17.2,-0.043,0.5197,0.6088,0.5235,0.7041,0.6138,0.9145,0.7792,0.8469,0.6265,0.3087,0.4676
17.3,0.0307,0.5368,0.6339,0.5386,0.7082,0.6234,0.9253,0.7825,0.8539,0.6431,0.3468,0.4949
17.4,0.1009,0.5556,0.6573,0.5539,0.7113,0.6326,0.9309,0.7853,0.8581,0.6604,0.3906,0.5255
17.5,0.1659,0.5755,0.6786,0.5688,0.7137,0.6413,0.9322,0.7878,0.86,0.6774,0.4375,0.5575
17.6,0.2251,0.5954,0.6969,0.5835,0.7154,0.6494,0.9306,0.7901,0.8603,0.6933,0.4847,0.589
17.7,0.2779,0.6145,0.7115,0.598,0.7167,0.6574,0.9281,0.7924,0.8603,0.7071,0.5297,0.6184
17.8,0.3246,0.6319,0.7227,0.6127,0.718,0.6653,0.9263,0.795,0.8606,0.7185,0.5707,0.6446
17.9,0.3654,0.647,0.7315,0.6278,0.7197,0.6737,0.9257,0.7983,0.862,0.7266,0.6063,0.6665
18,0.4006,0.6592,0.7381,0.6436,0.722,0.6828,0.926,0.8031,0.8646,0.7306,0.6358,0.6832
18.1,0.4295,0.6685,0.7427,0.6603,0.7247,0.6925,0.9268,0.8098,0.8683,0.7303,0.6592,0.6948
18.2,0.4514,0.675,0.7447,0.6778,0.7278,0.7028,0.9279,0.8182,0.873,0.7264,0.6773,0.7019
18.3,0.4654,0.6792,0.7443,0.6958,0.7315,0.7137,0.9291,0.8282,0.8786,0.7202,0.691,0.7056
18.4,0.4708,0.6813,0.7413,0.7143,0.7357,0.725,0.9302,0.8394,0.8848,0.7129,0.7009,0.7069
18.5,0.4672,0.6815,0.7365,0.7328,0.74,0.7364,0.9311,0.8514,0.8913,0.705,0.7076,0.7063
18.6,0.4544,0.6798,0.7305,0.751,0.7439,0.7474,0.9318,0.864,0.8979,0.6966,0.7115,0.7041
18.7,0.4329,0.6761,0.7235,0.7683,0.7469,0.7576,0.9325,0.8766,0.9046,0.6876,0.7126,0.7001
18.8,0.4035,0.6712,0.7151,0.7843,0.7488,0.7665,0.9331,0.8889,0.911,0.678,0.7109,0.6945
18.9,0.3676,0.6658,0.7045,0.7986,0.7497,0.7742,0.9332,0.9003,0.9168,0.668,0.7068,0.6874
19,0.3273,0.661,0.6914,0.8119,0.7496,0.7808,0.932,0.9107,0.9213,0.6579,0.7011,0.6795
19.1,0.2848,0.6574,0.6766,0.8243,0.7482,0.7862,0.9289,0.9198,0.9244,0.6483,0.6949,0.6716
19.2,0.2417,0.6553,0.6611,0.835,0.7451,0.7901,0.9236,0.9271,0.9254,0.6399,0.6895,0.6647
19.3,0.1991,0.6547,0.6455,0.8431,0.7399,0.7915,0.916,0.9316,0.9238,0.6334,0.6858,0.6596
19.4,0.1584,0.6556,0.6301,0.848,0.7325,0.7902,0.9064,0.9323,0.9193,0.629,0.6834,0.6562
19.5,0.1206,0.6583,0.6154,0.8498,0.7231,0.7864,0.8949,0.9294,0.9122,0.6269,0.6816,0.6543
19.6,0.0863,0.6628,0.602,0.849,0.7121,0.7805,0.8823,0.9233,0.9028,0.6269,0.6796,0.6533
19.7,0.055,0.6695,0.5902,0.8459,0.7007,0.7733,0.8687,0.9146,0.8917,0.6288,0.6768,0.6528
19.8,0.0254,0.6788,0.5802,0.8409,0.6904,0.7657,0.8548,0.904,0.8794,0.6324,0.6734,0.6529
19.9,-0.0027,0.6905,0.5717,0.8343,0.6819,0.7581,0.8411,0.8917,0.8664,0.6376,0.6696,0.6536
20,-0.0294,0.7038,0.5645,0.8258,0.6757,0.7507,0.8283,0.8783,0.8533,0.6443,0.6655,0.6549
20.1,-0.0544,0.7179,0.5579,0.815,0.6717,0.7433,0.8169,0.8642,0.8406,0.6522,0.6607,0.6564
20.2,-0.0777,0.7317,0.5518,0.802,0.67,0.736,0.8075,0.85,0.8288,0.6616,0.6546,0.6581
20.3,-0.0992,0.7442,0.5464,0.7871,0.6705,0.7288,0.8012,0.8362,0.8187,0.6729,0.6473,0.6601
20.4,-0.1191,0.7545,0.5418,0.7713,0.6731,0.7222,0.7988,0.8232,0.811,0.6863,0.6389,0.6626
20.5,-0.1375,0.7621,0.5384,0.7555,0.6775,0.7165,0.8008,0.8115,0.8061,0.7015,0.63,0.6657
20.6,-0.1547,0.7675,0.5366,0.7405,0.6839,0.7122,0.8066,0.8013,0.804,0.7178,0.6206,0.6692
20.7,-0.1716,0.7715,0.5374,0.7269,0.6927,0.7098,0.8156,0.7935,0.8045,0.7344,0.611,0.6727
