Time,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
101,0.1966,0.5863,0.7295,0.5376,0.7027,0.6202,0.5716,0.6483,0.61,0.8044,0.8165,0.8104
101.1,0.173,0.5721,0.7344,0.5385,0.7134,0.6259,0.5661,0.6526,0.6093,0.8096,0.8223,0.8159
101.2,0.1475,0.5564,0.7388,0.5391,0.7246,0.6319,0.5602,0.6571,0.6086,0.8126,0.826,0.8193
101.3,0.121,0.5397,0.7428,0.5399,0.7364,0.6381,0.5543,0.6618,0.6081,0.814,0.8277,0.8208
101.4,0.0938,0.5228,0.7463,0.5414,0.7486,0.645,0.5488,0.6669,0.6079,0.8141,0.8275,0.8208
101.5,0.0663,0.5066,0.7493,0.5438,0.7613,0.6525,0.5443,0.6726,0.6084,0.8135,0.8257,0.8196
101.6,0.0374,0.4917,0.752,0.5473,0.7749,0.6611,0.5411,0.6788,0.61,0.8122,0.8227,0.8174
101.7,0.0057,0.4786,0.7544,0.5521,0.7896,0.6708,0.5398,0.6859,0.6128,0.8103,0.8185,0.8144
101.8,-0.03,0.4679,0.7567,0.5582,0.8059,0.682,0.5408,0.6939,0.6174,0.808,0.8135,0.8107
101.9,-0.0696,0.4594,0.7587,0.5659,0.8233,0.6946,0.5444,0.7027,0.6236,0.8047,0.8075,0.8061
102,-0.112,0.4531,0.7605,0.5756,0.8413,0.7085,0.5507,0.712,0.6313,0.8001,0.8005,0.8003
102.1,-0.1566,0.4488,0.7617,0.5876,0.8596,0.7236,0.5597,0.7215,0.6406,0.7936,0.7922,0.7929
102.2,-0.2019,0.4463,0.7624,0.6015,0.8776,0.7395,0.5713,0.7311,0.6512,0.7852,0.7828,0.784
102.3,-0.2467,0.4456,0.7625,0.6164,0.8946,0.7555,0.5852,0.7406,0.6629,0.7747,0.7727,0.7737
102.4,-0.2896,0.4464,0.7621,0.6317,0.9102,0.771,0.601,0.7498,0.6754,0.7624,0.7621,0.7622
102.5,-0.3291,0.4487,0.7611,0.6469,0.9235,0.7852,0.6183,0.7582,0.6883,0.7484,0.7511,0.7498
102.6,-0.3637,0.4524,0.7597,0.6617,0.9332,0.7975,0.6366,0.7657,0.7011,0.7333,0.7399,0.7366
102.7,-0.3919,0.4574,0.7579,0.6759,0.9386,0.8072,0.6552,0.7716,0.7134,0.7173,0.7286,0.7229
102.8,-0.4132,0.4633,0.7554,0.6893,0.9392,0.8142,0.6733,0.7754,0.7244,0.7007,0.7174,0.709
102.9,-0.4276,0.4701,0.7515,0.7019,0.9356,0.8188,0.6901,0.7767,0.7334,0.6837,0.7064,0.6951
103,-0.4355,0.4773,0.7455,0.7139,0.9283,0.8211,0.7046,0.7748,0.7397,0.6665,0.6959,0.6812
103.1,-0.4367,0.4851,0.7373,0.7251,0.9177,0.8214,0.7162,0.7695,0.7428,0.6493,0.6859,0.6676
103.2,-0.4313,0.494,0.7267,0.7356,0.9047,0.8202,0.7242,0.7609,0.7426,0.6322,0.6763,0.6542
103.3,-0.4191,0.5044,0.7139,0.7453,0.8901,0.8177,0.7283,0.7493,0.7388,0.6154,0.6668,0.6411
103.4,-0.4011,0.5164,0.6991,0.7542,0.8745,0.8144,0.7282,0.7349,0.7316,0.5989,0.6574,0.6281
103.5,-0.3792,0.5296,0.6825,0.7626,0.8592,0.8109,0.7236,0.7182,0.7209,0.5829,0.648,0.6155
103.6,-0.3553,0.5435,0.6646,0.7707,0.845,0.8078,0.7147,0.6994,0.7071,0.5674,0.6387,0.6031
103.7,-0.3308,0.5578,0.6457,0.7786,0.8325,0.8055,0.7016,0.6792,0.6904,0.5526,0.6297,0.5911
103.8,-0.3053,0.5724,0.6267,0.7866,0.8217,0.8042,0.6854,0.6582,0.6718,0.5393,0.621,0.5801
103.9,-0.2789,0.587,0.608,0.7949,0.8128,0.8038,0.6669,0.6372,0.652,0.528,0.613,0.5705
104,-0.2516,0.6013,0.5901,0.8034,0.8055,0.8045,0.6469,0.6167,0.6318,0.5191,0.6057,0.5624
104.1,-0.2248,0.6152,0.5726,0.8116,0.7995,0.8056,0.6259,0.5973,0.6116,0.5128,0.599,0.5559
104.2,-0.1995,0.6283,0.5554,0.8188,0.7945,0.8066,0.6044,0.5793,0.5918,0.5088,0.5926,0.5507
104.3,-0.1765,0.6405,0.5381,0.8247,0.7901,0.8074,0.5829,0.5633,0.5731,0.5072,0.5863,0.5467
104.4,-0.1558,0.6522,0.521,0.83,0.7865,0.8083,0.5625,0.5499,0.5562,0.5079,0.5804,0.5442
104.5,-0.1368,0.664,0.5041,0.8353,0.7839,0.8096,0.5441,0.5397,0.5419,0.511,0.5752,0.5431
104.6,-0.1195,0.6761,0.4876,0.8412,0.7822,0.8117,0.5286,0.5331,0.5309,0.5165,0.5709,0.5437
104.7,-0.104,0.6882,0.472,0.8475,0.7816,0.8146,0.5161,0.5303,0.5232,0.5243,0.5679,0.5461
104.8,-0.0905,0.6998,0.4577,0.8542,0.7819,0.818,0.5067,0.5314,0.519,0.5341,0.5664,0.5502
104.9,-0.0792,0.7105,0.4449,0.8611,0.7828,0.822,0.5003,0.5361,0.5182,0.5458,0.5667,0.5562
105,-0.0695,0.7198,0.4331,0.8685,0.7836,0.8261,0.4968,0.5439,0.5203,0.559,0.5689,0.5639
105.1,-0.0607,0.7272,0.4218,0.8767,0.7834,0.8301,0.4961,0.5536,0.5249,0.5734,0.5729,0.5731
105.2,-0.0524,0.7325,0.4103,0.8859,0.7815,0.8337,0.4982,0.5646,0.5314,0.5885,0.5787,0.5836
105.3,-0.045,0.7358,0.3983,0.896,0.7778,0.8369,0.5028,0.5761,0.5395,0.6039,0.5863,0.5951
105.4,-0.0395,0.7374,0.3853,0.9068,0.7727,0.8398,0.51,0.5874,0.5487,0.6192,0.5956,0.6074
105.5,-0.0363,0.7374,0.3709,0.9183,0.7663,0.8423,0.5195,0.5979,0.5587,0.6341,0.6064,0.6203
105.6,-0.0359,0.7359,0.3549,0.9296,0.7582,0.8439,0.5309,0.607,0.569,0.6483,0.6188,0.6335
105.7,-0.0382,0.7325,0.3373,0.9398,0.7481,0.8439,0.5438,0.614,0.5789,0.6617,0.6324,0.6471
105.8,-0.0432,0.7274,0.318,0.948,0.7355,0.8418,0.5576,0.6183,0.588,0.6743,0.6473,0.6608
105.9,-0.0517,0.7207,0.2971,0.9541,0.7208,0.8375,0.5721,0.62,0.596,0.6856,0.6631,0.6744
106,-0.0647,0.7129,0.2749,0.9581,0.7048,0.8315,0.5869,0.6192,0.6031,0.6952,0.6796,0.6874
106.1,-0.0831,0.7046,0.2518,0.9601,0.6882,0.8242,0.602,0.6163,0.6091,0.7028,0.6965,0.6997
106.2,-0.1071,0.6964,0.2285,0.9601,0.6717,0.8159,0.617,0.6118,0.6144,0.708,0.7131,0.7105
106.3,-0.1364,0.6887,0.2062,0.9579,0.6561,0.807,0.6316,0.6066,0.6191,0.7104,0.7286,0.7195
106.4,-0.1705,0.6823,0.1863,0.9536,0.642,0.7978,0.6457,0.6015,0.6236,0.7098,0.7424,0.7261
106.5,-0.2078,0.6769,0.1694,0.9469,0.6302,0.7886,0.6585,0.5967,0.6276,0.7059,0.7536,0.7298
106.6,-0.2459,0.6721,0.156,0.9379,0.6216,0.7797,0.6693,0.5924,0.6308,0.699,0.7618,0.7304
106.7,-0.2822,0.6673,0.1468,0.9263,0.6171,0.7717,0.6771,0.5887,0.6329,0.6889,0.7662,0.7275
106.8,-0.3141,0.6627,0.1421,0.9125,0.6169,0.7647,0.6818,0.5856,0.6337,0.6761,0.7667,0.7214
106.9,-0.3387,0.6592,0.1424,0.8974,0.6209,0.7592,0.6835,0.5835,0.6335,0.6614,0.7637,0.7126
107,-0.3536,0.6579,0.1481,0.8817,0.6291,0.7554,0.6825,0.5826,0.6326,0.6456,0.7576,0.7016
107.1,-0.3568,0.6588,0.1593,0.866,0.6405,0.7532,0.679,0.5831,0.6311,0.6294,0.7487,0.689
107.2,-0.3479,0.6615,0.1752,0.8506,0.6537,0.7521,0.6731,0.5853,0.6292,0.6138,0.7378,0.6758
107.3,-0.3262,0.6654,0.1954,0.8358,0.6671,0.7514,0.6649,0.5894,0.6271,0.5997,0.7256,0.6627
107.4,-0.2926,0.6699,0.2192,0.8219,0.6797,0.7508,0.6548,0.5953,0.6251,0.5876,0.7128,0.6502
107.5,-0.2502,0.6748,0.2457,0.8094,0.6912,0.7503,0.6436,0.6023,0.6229,0.5774,0.7,0.6387
107.6,-0.2021,0.6799,0.2742,0.7988,0.7013,0.75,0.6319,0.6098,0.6208,0.5689,0.6878,0.6283
107.7,-0.1509,0.6848,0.3039,0.7903,0.7097,0.75,0.6203,0.6174,0.6188,0.5622,0.6768,0.6195
107.8,-0.0989,0.6892,0.3345,0.7838,0.7167,0.7503,0.6094,0.6249,0.6171,0.5576,0.6676,0.6126
107.9,-0.0478,0.6927,0.3654,0.7789,0.7224,0.7507,0.5996,0.6323,0.6159,0.5555,0.6608,0.6082
108,0.0005,0.6948,0.3961,0.7754,0.7268,0.7511,0.5912,0.6395,0.6154,0.5562,0.6569,0.6066
108.1,0.0447,0.6948,0.4263,0.7726,0.7297,0.7511,0.5839,0.6465,0.6152,0.5594,0.6559,0.6076
108.2,0.0837,0.6918,0.4555,0.7697,0.7306,0.7502,0.5775,0.653,0.6152,0.5647,0.6577,0.6112
108.3,0.1164,0.6855,0.4833,0.7663,0.7296,0.7479,0.5715,0.659,0.6152,0.572,0.6621,0.617
108.4,0.142,0.6765,0.5092,0.7618,0.7269,0.7443,0.5658,0.6639,0.6148,0.5807,0.6686,0.6246
108.5,0.1597,0.6655,0.5328,0.7556,0.7231,0.7394,0.5601,0.6674,0.6137,0.5904,0.6766,0.6335
108.6,0.1689,0.6533,0.5537,0.7477,0.7186,0.7331,0.5543,0.6691,0.6117,0.6008,0.6855,0.6431
108.7,0.1699,0.6405,0.5722,0.7382,0.7138,0.726,0.5488,0.6697,0.6092,0.6116,0.695,0.6533
108.8,0.1633,0.6276,0.5884,0.7278,0.7092,0.7185,0.5438,0.6695,0.6067,0.6227,0.7047,0.6637
108.9,0.1495,0.6151,0.6027,0.7168,0.7049,0.7109,0.5398,0.6691,0.6044,0.6339,0.7144,0.6741
109,0.1294,0.6033,0.6152,0.7054,0.7008,0.7031,0.5366,0.6684,0.6025,0.6446,0.7236,0.6841
109.1,0.1036,0.5922,0.6263,0.6936,0.6963,0.695,0.5343,0.6673,0.6008,0.6544,0.7318,0.6931
109.2,0.0729,0.5819,0.636,0.6814,0.6913,0.6863,0.5326,0.6657,0.5992,0.6626,0.7388,0.7007
109.3,0.0381,0.5726,0.645,0.6693,0.686,0.6776,0.5319,0.6644,0.5981,0.6692,0.7444,0.7068
109.4,0.0001,0.5643,0.6535,0.6576,0.6811,0.6693,0.5323,0.6641,0.5982,0.674,0.7489,0.7115
109.5,-0.0401,0.5571,0.6619,0.6467,0.6772,0.6619,0.5341,0.6655,0.5998,0.6771,0.7524,0.7148
109.6,-0.0799,0.5503,0.6699,0.6364,0.6737,0.655,0.5368,0.6682,0.6025,0.6785,0.7546,0.7165
109.7,-0.116,0.5428,0.6768,0.6261,0.6697,0.6479,0.5396,0.6716,0.6056,0.678,0.7549,0.7164
109.8,-0.1454,0.5337,0.6818,0.6154,0.6645,0.64,0.5419,0.6749,0.6084,0.6757,0.7529,0.7143
109.9,-0.1677,0.5235,0.6851,0.6045,0.6584,0.6315,0.5435,0.6779,0.6107,0.6718,0.7487,0.7102
110,-0.184,0.513,0.6871,0.5941,0.6524,0.6232,0.5447,0.6806,0.6126,0.6665,0.7425,0.7045
110.1,-0.1955,0.5035,0.688,0.5846,0.6473,0.616,0.5457,0.6829,0.6143,0.6602,0.7348,0.6975
110.2,-0.2022,0.495,0.6885,0.5767,0.6434,0.6101,0.5466,0.6852,0.6159,0.653,0.7257,0.6894
110.3,-0.2039,0.4875,0.6891,0.5707,0.6403,0.6055,0.5478,0.6878,0.6178,0.6451,0.7156,0.6803
110.4,-0.1999,0.4807,0.6904,0.5671,0.6376,0.6023,0.5494,0.6908,0.6201,0.6368,0.7044,0.6706
110.5,-0.1911,0.4746,0.6924,0.5657,0.6352,0.6004,0.5515,0.6945,0.623,0.628,0.6925,0.6602
110.6,-0.1793,0.4696,0.695,0.566,0.6333,0.5996,0.5538,0.6984,0.6261,0.6186,0.6797,0.6492
110.7,-0.1661,0.4661,0.6977,0.5673,0.632,0.5997,0.5561,0.7022,0.6292,0.6086,0.6662,0.6374
110.8,-0.1529,0.4645,0.7003,0.5695,0.6317,0.6006,0.5583,0.706,0.6321,0.598,0.6519,0.625
110.9,-0.1404,0.466,0.7019,0.573,0.6325,0.6028,0.5607,0.7096,0.6352,0.5868,0.6369,0.6118
111,-0.1295,0.4714,0.7019,0.5782,0.6349,0.6066,0.5636,0.7131,0.6384,0.5751,0.621,0.598
111.1,-0.1205,0.481,0.7,0.5851,0.6389,0.612,0.5671,0.7166,0.6419,0.5632,0.6045,0.5838
111.2,-0.1131,0.4936,0.6962,0.5937,0.644,0.6189,0.571,0.7201,0.6456,0.5518,0.5881,0.57
111.3,-0.1071,0.5082,0.6908,0.604,0.6499,0.6269,0.5751,0.7237,0.6494,0.5415,0.5726,0.5571
111.4,-0.1025,0.5243,0.6839,0.6159,0.6563,0.6361,0.5791,0.7272,0.6531,0.5328,0.5585,0.5456
111.5,-0.1002,0.542,0.6752,0.6296,0.6635,0.6466,0.5827,0.7305,0.6566,0.5258,0.5457,0.5358
111.6,-0.1008,0.5617,0.6644,0.6453,0.6721,0.6587,0.5856,0.7332,0.6594,0.5205,0.5343,0.5274
111.7,-0.1047,0.5836,0.6516,0.663,0.6822,0.6726,0.5876,0.7352,0.6614,0.517,0.5244,0.5207
111.8,-0.111,0.6073,0.637,0.6826,0.6937,0.6882,0.5887,0.7366,0.6627,0.5148,0.5163,0.5155
111.9,-0.1187,0.6326,0.621,0.7039,0.7066,0.7053,0.5892,0.7374,0.6633,0.5134,0.5102,0.5118
112,-0.127,0.6587,0.6041,0.7265,0.7206,0.7235,0.5889,0.7375,0.6632,0.5124,0.5063,0.5094
112.1,-0.1351,0.6842,0.5874,0.749,0.7344,0.7417,0.5878,0.7363,0.662,0.5117,0.5042,0.508
112.2,-0.1426,0.7075,0.5719,0.7698,0.747,0.7584,0.5856,0.7331,0.6593,0.5111,0.5037,0.5074
112.3,-0.1489,0.7273,0.5586,0.7878,0.7576,0.7727,0.582,0.7276,0.6548,0.5103,0.5043,0.5073
112.4,-0.154,0.7434,0.5476,0.803,0.7668,0.7849,0.5774,0.7201,0.6488,0.5093,0.5058,0.5076
112.5,-0.1579,0.7562,0.5392,0.8158,0.7756,0.7957,0.5719,0.7113,0.6416,0.5081,0.5079,0.508
112.6,-0.1605,0.7656,0.5334,0.8264,0.7846,0.8055,0.5658,0.7016,0.6337,0.5065,0.5104,0.5084
112.7,-0.1613,0.7713,0.5296,0.8348,0.7927,0.8138,0.5593,0.6913,0.6253,0.5045,0.5124,0.5085
112.8,-0.1597,0.7732,0.527,0.8409,0.7986,0.8198,0.5526,0.6805,0.6166,0.5019,0.5133,0.5076
112.9,-0.1551,0.7708,0.5251,0.8446,0.801,0.8228,0.5459,0.6695,0.6077,0.4987,0.5122,0.5055
113,-0.1477,0.7651,0.5238,0.8463,0.8001,0.8232,0.5394,0.658,0.5987,0.4947,0.5094,0.5021
113.1,-0.1378,0.757,0.5229,0.8463,0.7968,0.8216,0.5334,0.646,0.5897,0.4901,0.5052,0.4976
113.2,-0.1259,0.7476,0.5224,0.8453,0.7918,0.8186,0.5281,0.6335,0.5808,0.485,0.4998,0.4924
113.3,-0.1125,0.7373,0.5225,0.8435,0.786,0.8148,0.5236,0.6207,0.5722,0.4794,0.494,0.4867
113.4,-0.0982,0.7266,0.5234,0.8411,0.7804,0.8107,0.5203,0.6083,0.5643,0.4736,0.4882,0.4809
113.5,-0.0837,0.7158,0.525,0.8382,0.7756,0.8069,0.5182,0.5969,0.5576,0.4678,0.4831,0.4755
113.6,-0.0692,0.705,0.5276,0.8346,0.7716,0.8031,0.5172,0.5867,0.552,0.4625,0.479,0.4707
113.7,-0.0549,0.6943,0.5312,0.8294,0.768,0.7987,0.517,0.578,0.5475,0.458,0.4762,0.4671
113.8,-0.041,0.6836,0.5358,0.8222,0.7641,0.7931,0.5172,0.5709,0.544,0.4547,0.475,0.4649
113.9,-0.0281,0.6735,0.5409,0.8129,0.76,0.7865,0.5175,0.5652,0.5414,0.4525,0.4752,0.4639
114,-0.017,0.6643,0.5454,0.8021,0.7562,0.7792,0.5177,0.5606,0.5392,0.4509,0.4763,0.4636
114.1,-0.0085,0.6566,0.5485,0.7902,0.7531,0.7717,0.5176,0.5566,0.5371,0.4493,0.4777,0.4635
114.2,-0.0029,0.6503,0.55,0.7776,0.7508,0.7642,0.5172,0.5532,0.5352,0.4477,0.4795,0.4636
114.3,0.0002,0.6451,0.5504,0.7639,0.7493,0.7566,0.5166,0.5503,0.5335,0.4464,0.482,0.4642
114.4,0.0009,0.6406,0.5502,0.7493,0.7487,0.749,0.5159,0.5482,0.5321,0.4455,0.4855,0.4655
114.5,-0.0008,0.6367,0.5497,0.7337,0.7488,0.7412,0.5151,0.5471,0.5311,0.4452,0.49,0.4676
114.6,-0.005,0.6336,0.5489,0.7174,0.7495,0.7335,0.5137,0.5473,0.5305,0.4451,0.4952,0.4702
114.7,-0.012,0.6314,0.5478,0.7007,0.7509,0.7258,0.5116,0.5491,0.5303,0.4452,0.5008,0.473
114.8,-0.0219,0.63,0.5461,0.6836,0.7526,0.7181,0.5082,0.5523,0.5303,0.445,0.5064,0.4757
114.9,-0.0344,0.6287,0.5432,0.6661,0.7541,0.7101,0.5031,0.556,0.5296,0.444,0.5113,0.4776
115,-0.0492,0.6269,0.5384,0.6478,0.755,0.7014,0.4956,0.5592,0.5274,0.4417,0.515,0.4784
115.1,-0.0661,0.6243,0.5315,0.629,0.7549,0.692,0.4858,0.5611,0.5234,0.4379,0.5171,0.4775
115.2,-0.0839,0.6211,0.5231,0.6103,0.7536,0.682,0.4743,0.5618,0.518,0.4328,0.5172,0.475
115.3,-0.1017,0.6173,0.5136,0.5925,0.7509,0.6717,0.462,0.5609,0.5115,0.4265,0.515,0.4707
115.4,-0.1189,0.6131,0.5037,0.5763,0.7466,0.6615,0.4498,0.5588,0.5043,0.4196,0.5105,0.465
115.5,-0.1353,0.6081,0.4937,0.5623,0.7408,0.6515,0.4383,0.556,0.4972,0.4127,0.5041,0.4584
115.6,-0.1507,0.602,0.4843,0.5512,0.7333,0.6422,0.4281,0.5532,0.4906,0.4067,0.4964,0.4516
115.7,-0.1651,0.5949,0.4758,0.5433,0.7242,0.6337,0.4196,0.5508,0.4852,0.4023,0.4878,0.445
115.8,-0.1782,0.5871,0.4679,0.5384,0.7134,0.6259,0.4133,0.549,0.4811,0.3996,0.4786,0.4391
115.9,-0.1898,0.5791,0.4604,0.5362,0.7008,0.6185,0.4095,0.5476,0.4786,0.3988,0.4692,0.434
116,-0.1993,0.5714,0.453,0.5364,0.6864,0.6114,0.4084,0.5466,0.4775,0.3999,0.46,0.4299
116.1,-0.206,0.5637,0.4454,0.5383,0.6705,0.6044,0.4096,0.5457,0.4776,0.4027,0.4513,0.427
116.2,-0.2089,0.5556,0.4372,0.5414,0.6534,0.5974,0.4126,0.5442,0.4784,0.4069,0.4436,0.4252
116.3,-0.2071,0.547,0.4282,0.5454,0.6356,0.5905,0.4171,0.542,0.4796,0.4123,0.4372,0.4248
116.4,-0.2002,0.5383,0.4187,0.5508,0.6185,0.5846,0.4235,0.539,0.4813,0.4182,0.4325,0.4254
116.5,-0.1881,0.5302,0.4091,0.5583,0.6039,0.5811,0.4321,0.5355,0.4838,0.4243,0.4295,0.4269
116.6,-0.1707,0.5233,0.3999,0.5686,0.5929,0.5808,0.4433,0.5317,0.4875,0.4298,0.4282,0.429
116.7,-0.1492,0.5177,0.3918,0.5815,0.5856,0.5836,0.4569,0.5279,0.4924,0.4343,0.4288,0.4315
116.8,-0.1254,0.5132,0.3854,0.5965,0.5814,0.5889,0.4723,0.5247,0.4985,0.4373,0.431,0.4341
116.9,-0.1009,0.5097,0.3815,0.6132,0.5796,0.5964,0.4893,0.5225,0.5059,0.4384,0.4348,0.4366
117,-0.0774,0.5078,0.3802,0.6314,0.5801,0.6058,0.5075,0.5216,0.5146,0.4374,0.4394,0.4384
117.1,-0.0566,0.5081,0.3815,0.6509,0.5829,0.6169,0.5267,0.5226,0.5246,0.4342,0.444,0.4391
117.2,-0.0404,0.5112,0.3853,0.6716,0.5878,0.6297,0.5467,0.5255,0.5361,0.4287,0.4478,0.4383
117.3,-0.0295,0.5172,0.3913,0.693,0.5951,0.6441,0.5669,0.5306,0.5488,0.421,0.4501,0.4355
117.4,-0.0242,0.5261,0.3994,0.7145,0.6049,0.6597,0.5868,0.5376,0.5622,0.4111,0.4506,0.4308
117.5,-0.0248,0.5376,0.4094,0.7352,0.6173,0.6763,0.6055,0.5463,0.5759,0.3992,0.4488,0.424
117.6,-0.0306,0.5512,0.4204,0.7546,0.6315,0.693,0.6225,0.5563,0.5894,0.3854,0.4442,0.4148
117.7,-0.0404,0.5659,0.4316,0.7719,0.6457,0.7088,0.637,0.5668,0.6019,0.3696,0.4365,0.4031
117.8,-0.0528,0.5808,0.4421,0.7863,0.6582,0.7223,0.6482,0.5773,0.6127,0.3518,0.4251,0.3885
117.9,-0.0668,0.5953,0.4511,0.7976,0.6683,0.733,0.6558,0.5871,0.6214,0.3322,0.4102,0.3712
118,-0.0812,0.609,0.458,0.8058,0.676,0.7409,0.6596,0.5953,0.6275,0.3111,0.3922,0.3517
118.1,-0.095,0.6216,0.4623,0.811,0.681,0.746,0.6597,0.6015,0.6306,0.289,0.3717,0.3304
118.2,-0.1076,0.6331,0.4641,0.8136,0.6836,0.7486,0.6563,0.6055,0.6309,0.2666,0.3494,0.308
118.3,-0.119,0.6433,0.4641,0.8144,0.6841,0.7492,0.6501,0.6081,0.6291,0.2446,0.3261,0.2854
118.4,-0.1289,0.6523,0.463,0.814,0.6828,0.7484,0.6417,0.6098,0.6258,0.2239,0.3027,0.2633
118.5,-0.1375,0.6603,0.4616,0.8132,0.6803,0.7468,0.632,0.6112,0.6216,0.2053,0.2801,0.2427
118.6,-0.1448,0.6678,0.4603,0.8124,0.6774,0.7449,0.6219,0.6126,0.6173,0.1892,0.259,0.2241
118.7,-0.151,0.6751,0.4596,0.8119,0.6751,0.7435,0.6123,0.6145,0.6134,0.1761,0.2403,0.2082
118.8,-0.1565,0.6824,0.4599,0.8119,0.6739,0.7429,0.6037,0.6169,0.6103,0.1661,0.2244,0.1953
118.9,-0.1618,0.6896,0.4612,0.8123,0.6741,0.7432,0.5961,0.6195,0.6078,0.1588,0.2114,0.1851
119,-0.1677,0.6964,0.4634,0.8128,0.6756,0.7442,0.5895,0.6217,0.6056,0.1538,0.201,0.1774
119.1,-0.1743,0.7027,0.4664,0.8136,0.6788,0.7462,0.5837,0.6233,0.6035,0.1507,0.1931,0.1719
119.2,-0.1804,0.7085,0.4696,0.8149,0.6836,0.7493,0.5788,0.6243,0.6016,0.1489,0.1875,0.1682
119.3,-0.1847,0.7139,0.4723,0.8172,0.6903,0.7537,0.575,0.6246,0.5998,0.148,0.184,0.166
119.4,-0.1864,0.7191,0.4744,0.8208,0.6987,0.7598,0.5724,0.6244,0.5984,0.1477,0.1824,0.1651
119.5,-0.1851,0.7239,0.4762,0.8259,0.7087,0.7673,0.5714,0.624,0.5977,0.1482,0.183,0.1656
119.6,-0.1809,0.7283,0.4786,0.8327,0.7199,0.7763,0.5723,0.6238,0.5981,0.1497,0.186,0.1679
119.7,-0.1733,0.7324,0.482,0.8413,0.7321,0.7867,0.5757,0.6244,0.6001,0.1525,0.1917,0.1721
119.8,-0.1621,0.7362,0.4867,0.852,0.7451,0.7985,0.5819,0.6259,0.6039,0.1566,0.2001,0.1784
119.9,-0.1467,0.7397,0.4932,0.865,0.7586,0.8118,0.5911,0.6287,0.6099,0.1621,0.2116,0.1868
