Time,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding,Spark - Wedding
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
21.7,-0.3459,0.3939,0.4999,0.3437,0.7429,0.5433,0.4236,0.5634,0.4935,0.5492,0.5921,0.5706
21.8,-0.3403,0.3969,0.4963,0.341,0.7481,0.5445,0.4263,0.567,0.4967,0.5533,0.5989,0.5761
21.9,-0.3297,0.4013,0.4949,0.345,0.753,0.549,0.4314,0.5727,0.5021,0.5582,0.6063,0.5822
22,-0.3152,0.4069,0.4956,0.3551,0.758,0.5565,0.4386,0.5797,0.5091,0.5634,0.6137,0.5886
22.1,-0.298,0.4142,0.4979,0.3707,0.7636,0.5671,0.4476,0.5873,0.5175,0.5687,0.621,0.5949
22.2,-0.2793,0.4239,0.5017,0.3914,0.7704,0.5809,0.4583,0.5949,0.5266,0.5737,0.6279,0.6008
22.3,-0.2607,0.4365,0.5067,0.4167,0.7788,0.5978,0.4706,0.6019,0.5363,0.5779,0.6342,0.6061
22.4,-0.244,0.4522,0.5124,0.4461,0.7893,0.6177,0.4847,0.6083,0.5465,0.5815,0.64,0.6108
22.5,-0.2317,0.4717,0.5186,0.4795,0.8021,0.6408,0.501,0.614,0.5575,0.5848,0.6452,0.615
22.6,-0.2253,0.4949,0.5247,0.5162,0.8171,0.6667,0.5196,0.619,0.5693,0.5877,0.6499,0.6188
22.7,-0.2243,0.5212,0.5305,0.5554,0.8335,0.6944,0.5406,0.6234,0.582,0.5904,0.654,0.6222
22.8,-0.2275,0.5495,0.5358,0.5961,0.8498,0.7229,0.5639,0.6272,0.5955,0.5926,0.6574,0.625
22.9,-0.2337,0.5787,0.5403,0.6373,0.8649,0.7511,0.5892,0.6305,0.6099,0.5944,0.66,0.6272
23,-0.2415,0.6071,0.5439,0.6775,0.8776,0.7775,0.6155,0.6337,0.6246,0.5959,0.6619,0.6289
23.1,-0.2492,0.633,0.5468,0.7154,0.8866,0.801,0.6417,0.637,0.6393,0.5975,0.6632,0.6304
23.2,-0.2555,0.6548,0.549,0.7496,0.891,0.8203,0.6666,0.6408,0.6537,0.5994,0.6641,0.6318
23.3,-0.2594,0.6718,0.5514,0.7792,0.8907,0.8349,0.69,0.6456,0.6678,0.6021,0.6651,0.6336
23.4,-0.2606,0.6841,0.5547,0.8038,0.8861,0.8449,0.7119,0.6518,0.6819,0.6062,0.667,0.6366
23.5,-0.2583,0.6917,0.5599,0.8229,0.8776,0.8502,0.7324,0.6599,0.6962,0.612,0.6705,0.6412
23.6,-0.2525,0.6951,0.5677,0.8367,0.8661,0.8514,0.7514,0.6701,0.7107,0.6196,0.676,0.6478
23.7,-0.2429,0.6953,0.5786,0.8459,0.8527,0.8493,0.7688,0.6825,0.7256,0.6292,0.6841,0.6566
23.8,-0.2293,0.6934,0.5931,0.8512,0.8384,0.8448,0.7847,0.6971,0.7409,0.6405,0.6949,0.6677
23.9,-0.2114,0.69,0.6109,0.8532,0.824,0.8386,0.7988,0.7136,0.7562,0.6534,0.7085,0.681
24,-0.1884,0.6859,0.6313,0.8525,0.8101,0.8313,0.8108,0.731,0.7709,0.6676,0.7246,0.6961
24.1,-0.1601,0.6816,0.6535,0.8495,0.7973,0.8234,0.8206,0.7485,0.7846,0.6827,0.7427,0.7127
24.2,-0.1271,0.6775,0.6767,0.845,0.786,0.8155,0.8281,0.7656,0.7969,0.6984,0.7625,0.7304
24.3,-0.0916,0.6739,0.7007,0.8394,0.776,0.8077,0.8336,0.7819,0.8077,0.7144,0.7835,0.749
24.4,-0.0556,0.6711,0.7247,0.8334,0.7671,0.8003,0.8371,0.7971,0.8171,0.7304,0.8052,0.7678
24.5,-0.0206,0.669,0.7482,0.8276,0.7595,0.7935,0.8389,0.8109,0.8249,0.7461,0.8271,0.7866
24.6,0.0121,0.6675,0.7703,0.8226,0.753,0.7878,0.8388,0.8227,0.8307,0.7611,0.8483,0.8047
24.7,0.0414,0.6665,0.7903,0.8191,0.7475,0.7833,0.8367,0.8319,0.8343,0.7751,0.8683,0.8217
24.8,0.0657,0.6657,0.8076,0.8169,0.7431,0.78,0.8327,0.8383,0.8355,0.7876,0.8862,0.8369
24.9,0.083,0.6644,0.8222,0.815,0.7398,0.7774,0.8267,0.8419,0.8343,0.7983,0.9016,0.8499
25,0.0913,0.6622,0.834,0.8123,0.7374,0.7749,0.8188,0.8427,0.8307,0.8065,0.9141,0.8603
25.1,0.0899,0.6591,0.8431,0.8083,0.7361,0.7722,0.809,0.8407,0.8248,0.8118,0.9232,0.8675
25.2,0.0801,0.6561,0.8493,0.8032,0.7361,0.7696,0.7975,0.8364,0.817,0.8138,0.9283,0.871
25.3,0.0633,0.6543,0.8525,0.7976,0.7376,0.7676,0.7845,0.8301,0.8073,0.8121,0.9289,0.8705
25.4,0.0408,0.6539,0.8525,0.7916,0.7406,0.7661,0.7701,0.8219,0.796,0.8064,0.9247,0.8655
25.5,0.0135,0.654,0.8491,0.7849,0.7443,0.7646,0.7547,0.8116,0.7831,0.7968,0.9156,0.8562
25.6,-0.0177,0.6535,0.8418,0.7771,0.748,0.7625,0.7381,0.799,0.7686,0.7835,0.9015,0.8425
25.7,-0.0518,0.6514,0.8306,0.768,0.7509,0.7594,0.7207,0.784,0.7523,0.7668,0.8827,0.8247
25.8,-0.0876,0.6473,0.8163,0.7574,0.7526,0.755,0.7028,0.767,0.7349,0.7473,0.8598,0.8036
25.9,-0.1236,0.6411,0.7996,0.7455,0.7523,0.7489,0.6848,0.7485,0.7166,0.7258,0.8337,0.7797
26,-0.1588,0.6326,0.7815,0.732,0.7497,0.7409,0.6668,0.729,0.6979,0.7029,0.805,0.754
26.1,-0.1928,0.6217,0.7628,0.7168,0.7445,0.7306,0.6486,0.7088,0.6787,0.6792,0.7749,0.7271
26.2,-0.2255,0.6085,0.7445,0.6998,0.7363,0.7181,0.6299,0.6882,0.659,0.6556,0.7442,0.6999
26.3,-0.2567,0.5933,0.7275,0.6808,0.7253,0.7031,0.6105,0.6675,0.639,0.6326,0.7138,0.6732
26.4,-0.2854,0.5774,0.7121,0.6609,0.7122,0.6866,0.5914,0.6477,0.6195,0.6108,0.6844,0.6476
26.5,-0.3107,0.5625,0.699,0.6411,0.6978,0.6695,0.5733,0.6298,0.6015,0.5905,0.6565,0.6235
26.6,-0.3315,0.5499,0.6883,0.6224,0.683,0.6527,0.5571,0.6147,0.5859,0.5722,0.6307,0.6015
26.7,-0.347,0.5403,0.6803,0.6052,0.6682,0.6367,0.5428,0.6024,0.5726,0.5558,0.6073,0.5816
26.8,-0.3564,0.5345,0.6751,0.5898,0.654,0.6219,0.5301,0.5931,0.5616,0.5412,0.5862,0.5637
26.9,-0.3591,0.5327,0.6725,0.5762,0.6406,0.6084,0.5186,0.5865,0.5525,0.5283,0.5677,0.548
27,-0.355,0.5343,0.6719,0.5639,0.6273,0.5956,0.5078,0.5819,0.5449,0.5168,0.5512,0.534
27.1,-0.344,0.5385,0.6724,0.5523,0.6134,0.5828,0.4972,0.5782,0.5377,0.5064,0.5364,0.5214
27.2,-0.3264,0.5441,0.6731,0.5405,0.5978,0.5691,0.4863,0.5746,0.5304,0.4969,0.5228,0.5099
27.3,-0.3034,0.5506,0.6733,0.5286,0.5805,0.5546,0.4751,0.5705,0.5228,0.4884,0.5103,0.4993
27.4,-0.2766,0.5576,0.6723,0.5171,0.562,0.5395,0.4643,0.5662,0.5153,0.4808,0.4988,0.4898
27.5,-0.2478,0.5647,0.6697,0.5063,0.5424,0.5243,0.4542,0.5615,0.5079,0.4744,0.4885,0.4814
27.6,-0.2188,0.571,0.6648,0.496,0.5221,0.5091,0.4454,0.5564,0.5009,0.4692,0.4794,0.4743
27.7,-0.1913,0.5755,0.6572,0.4861,0.5011,0.4936,0.4383,0.5506,0.4945,0.4652,0.4717,0.4685
27.8,-0.1672,0.5772,0.6463,0.4761,0.4795,0.4778,0.4335,0.544,0.4887,0.4626,0.4658,0.4642
27.9,-0.1476,0.5756,0.6321,0.4663,0.4581,0.4622,0.4313,0.5366,0.484,0.4614,0.4616,0.4615
28,-0.133,0.571,0.6148,0.4576,0.4382,0.4479,0.4321,0.5287,0.4804,0.4616,0.4593,0.4604
28.1,-0.1242,0.5636,0.5949,0.4507,0.421,0.4358,0.4363,0.5204,0.4784,0.4634,0.4589,0.4611
28.2,-0.1208,0.5545,0.5732,0.4463,0.4076,0.4269,0.4439,0.5121,0.478,0.4668,0.4603,0.4636
28.3,-0.1221,0.5455,0.5508,0.445,0.3988,0.4219,0.4542,0.5042,0.4792,0.472,0.4636,0.4678
28.4,-0.1271,0.5387,0.529,0.4474,0.3957,0.4215,0.4671,0.4973,0.4822,0.4789,0.4685,0.4737
28.5,-0.1351,0.5348,0.5087,0.4536,0.3985,0.426,0.4816,0.4917,0.4866,0.4873,0.4748,0.4811
28.6,-0.146,0.5335,0.4903,0.4631,0.4072,0.4351,0.4967,0.4872,0.492,0.4961,0.4817,0.4889
28.7,-0.1596,0.5341,0.4741,0.4756,0.4213,0.4485,0.5114,0.4837,0.4976,0.5044,0.4883,0.4964
28.8,-0.1755,0.5362,0.4604,0.4903,0.4404,0.4654,0.5248,0.4814,0.5031,0.5117,0.4944,0.5031
28.9,-0.1924,0.5392,0.4499,0.5062,0.4635,0.4848,0.5368,0.4803,0.5086,0.5179,0.5002,0.509
29,-0.2093,0.5424,0.4431,0.5223,0.4895,0.5059,0.5472,0.4808,0.514,0.5231,0.5058,0.5144
29.1,-0.2251,0.5459,0.4403,0.5379,0.5178,0.5278,0.5559,0.4832,0.5195,0.5271,0.5114,0.5192
29.2,-0.2392,0.5508,0.4416,0.5535,0.5476,0.5506,0.5627,0.4879,0.5253,0.5295,0.517,0.5232
29.3,-0.2508,0.5583,0.447,0.5696,0.5785,0.574,0.5677,0.4954,0.5315,0.5298,0.5224,0.5261
29.4,-0.2592,0.5688,0.4559,0.5862,0.6096,0.5979,0.5708,0.5057,0.5382,0.5277,0.5277,0.5277
29.5,-0.2627,0.5814,0.4673,0.6032,0.6396,0.6214,0.5722,0.5179,0.545,0.5234,0.5323,0.5278
29.6,-0.2599,0.5949,0.4796,0.6201,0.6671,0.6436,0.5721,0.5308,0.5515,0.5171,0.5359,0.5265
29.7,-0.2497,0.608,0.4916,0.6364,0.6907,0.6636,0.5707,0.5437,0.5572,0.5093,0.5381,0.5237
29.8,-0.2327,0.62,0.503,0.6518,0.71,0.6809,0.5683,0.556,0.5622,0.5003,0.5391,0.5197
29.9,-0.2095,0.6304,0.5132,0.6656,0.7249,0.6952,0.5655,0.5675,0.5665,0.4904,0.5391,0.5148
30,-0.1811,0.6384,0.5218,0.6775,0.735,0.7062,0.5625,0.578,0.5702,0.4801,0.5383,0.5092
30.1,-0.1478,0.6437,0.529,0.687,0.7403,0.7137,0.5595,0.5868,0.5732,0.4702,0.5371,0.5036
30.2,-0.1104,0.6457,0.5348,0.6938,0.7409,0.7174,0.5567,0.5937,0.5752,0.4613,0.5362,0.4987
30.3,-0.0692,0.6443,0.5394,0.6978,0.7369,0.7174,0.5543,0.5981,0.5762,0.4541,0.5359,0.495
30.4,-0.0251,0.6395,0.5429,0.6991,0.7292,0.7142,0.5525,0.6004,0.5765,0.4491,0.5365,0.4928
30.5,0.0215,0.6315,0.5453,0.6983,0.7187,0.7085,0.552,0.6011,0.5766,0.4463,0.5383,0.4923
30.6,0.0696,0.6207,0.5467,0.696,0.7065,0.7012,0.5531,0.6006,0.5768,0.4458,0.5413,0.4936
30.7,0.1178,0.608,0.5473,0.6926,0.6935,0.6931,0.5558,0.5993,0.5776,0.4473,0.5458,0.4965
30.8,0.1643,0.5944,0.5472,0.689,0.6806,0.6848,0.5598,0.5978,0.5788,0.4503,0.5514,0.5008
30.9,0.2073,0.581,0.5466,0.6856,0.6687,0.6772,0.5651,0.5962,0.5806,0.4541,0.5582,0.5062
31,0.2456,0.5682,0.5454,0.6829,0.6581,0.6705,0.5711,0.5948,0.5829,0.4586,0.5656,0.5121
31.1,0.2778,0.5564,0.5437,0.681,0.6487,0.6649,0.5775,0.5934,0.5855,0.4635,0.5728,0.5182
31.2,0.303,0.5456,0.5414,0.6801,0.6405,0.6603,0.584,0.592,0.588,0.4687,0.5792,0.5239
31.3,0.3208,0.5358,0.5387,0.6802,0.6333,0.6567,0.5903,0.5904,0.5904,0.4742,0.5843,0.5292
31.4,0.3319,0.5268,0.5357,0.6811,0.6272,0.6542,0.5963,0.5888,0.5926,0.4799,0.5882,0.534
31.5,0.3365,0.5184,0.5327,0.6827,0.6221,0.6524,0.6021,0.5868,0.5945,0.4858,0.5906,0.5382
31.6,0.335,0.5103,0.5298,0.6848,0.6178,0.6513,0.6073,0.5847,0.596,0.4917,0.5916,0.5417
31.7,0.3275,0.5022,0.5273,0.6869,0.6141,0.6505,0.6114,0.5826,0.597,0.4972,0.5913,0.5443
31.8,0.314,0.4939,0.5253,0.6886,0.6107,0.6497,0.6139,0.5808,0.5973,0.5019,0.5897,0.5458
31.9,0.2958,0.4854,0.5239,0.6904,0.6075,0.6489,0.6147,0.5793,0.597,0.5058,0.587,0.5464
32,0.275,0.4774,0.5231,0.6932,0.6046,0.6489,0.6143,0.5781,0.5962,0.5092,0.5834,0.5463
32.1,0.2538,0.4703,0.5229,0.698,0.6022,0.6501,0.613,0.577,0.595,0.5123,0.5792,0.5457
32.2,0.2335,0.4646,0.5232,0.7052,0.6004,0.6528,0.6109,0.576,0.5935,0.5152,0.5745,0.5448
32.3,0.2146,0.4603,0.5241,0.7147,0.5996,0.6571,0.6084,0.5752,0.5918,0.5176,0.5692,0.5434
32.4,0.1976,0.4576,0.5254,0.7262,0.6,0.6631,0.6057,0.5747,0.5902,0.5192,0.5631,0.5411
32.5,0.1831,0.4563,0.527,0.7394,0.6017,0.6705,0.6028,0.5743,0.5886,0.52,0.5561,0.538
32.6,0.1717,0.4559,0.5289,0.7534,0.6039,0.6787,0.5996,0.5739,0.5867,0.5203,0.5481,0.5342
32.7,0.1643,0.4558,0.5309,0.7675,0.6062,0.6868,0.5957,0.573,0.5843,0.5205,0.539,0.5298
32.8,0.1612,0.4556,0.5332,0.7809,0.6082,0.6945,0.5912,0.5715,0.5813,0.5209,0.5291,0.525
32.9,0.1621,0.4553,0.5358,0.7933,0.6099,0.7016,0.5864,0.5697,0.578,0.5221,0.5187,0.5204
33,0.1669,0.4553,0.5389,0.8044,0.6113,0.7079,0.5816,0.5678,0.5747,0.5246,0.5083,0.5165
33.1,0.1748,0.4555,0.5429,0.8137,0.6126,0.7131,0.5773,0.566,0.5717,0.5287,0.4986,0.5137
33.2,0.1846,0.456,0.5485,0.8208,0.6135,0.7171,0.5734,0.5646,0.569,0.5345,0.49,0.5122
33.3,0.1949,0.4567,0.5563,0.8252,0.6138,0.7195,0.5701,0.5637,0.5669,0.5419,0.483,0.5125
33.4,0.2048,0.4574,0.5669,0.8264,0.6135,0.7199,0.5672,0.5633,0.5653,0.551,0.478,0.5145
33.5,0.2136,0.4578,0.5799,0.824,0.6125,0.7183,0.5647,0.5634,0.5641,0.5613,0.475,0.5181
33.6,0.2211,0.4572,0.5948,0.8179,0.6107,0.7143,0.5623,0.5635,0.5629,0.5725,0.4737,0.5231
33.7,0.2267,0.4554,0.6112,0.8079,0.6082,0.7081,0.5599,0.5636,0.5617,0.5843,0.4743,0.5293
33.8,0.2296,0.4527,0.6282,0.7948,0.6052,0.7,0.5575,0.5637,0.5606,0.5964,0.4768,0.5366
33.9,0.2286,0.4496,0.6449,0.7795,0.6018,0.6907,0.5552,0.5645,0.5598,0.6086,0.4816,0.5451
34,0.2229,0.4466,0.6606,0.7629,0.5981,0.6805,0.5532,0.566,0.5596,0.6207,0.489,0.5548
34.1,0.2134,0.4435,0.6747,0.7452,0.5938,0.6695,0.5511,0.568,0.5595,0.6325,0.4983,0.5654
34.2,0.2009,0.4398,0.6872,0.7269,0.5883,0.6576,0.5483,0.5701,0.5592,0.6436,0.5089,0.5763
34.3,0.1868,0.435,0.6977,0.7082,0.5812,0.6447,0.5445,0.5718,0.5582,0.6539,0.5203,0.5871
34.4,0.172,0.4291,0.7059,0.6894,0.5725,0.631,0.5399,0.5728,0.5564,0.6633,0.532,0.5976
34.5,0.158,0.4219,0.7116,0.6709,0.5625,0.6167,0.5349,0.573,0.5539,0.6716,0.5435,0.6075
34.6,0.1457,0.4134,0.7144,0.6529,0.5513,0.6021,0.5298,0.5722,0.551,0.6789,0.5543,0.6166
34.7,0.1349,0.4038,0.7145,0.6358,0.5396,0.5877,0.5245,0.5706,0.5475,0.6849,0.5643,0.6246
34.8,0.1251,0.3935,0.7123,0.6196,0.528,0.5738,0.5189,0.5685,0.5437,0.6894,0.573,0.6312
34.9,0.1155,0.383,0.7083,0.6046,0.5171,0.5608,0.5129,0.5661,0.5395,0.692,0.5802,0.6361
35,0.1058,0.3729,0.7021,0.5913,0.5078,0.5496,0.5068,0.5635,0.5352,0.6928,0.5857,0.6392
35.1,0.0958,0.3638,0.6933,0.5807,0.5014,0.541,0.5016,0.5607,0.5311,0.692,0.5892,0.6406
35.2,0.0852,0.3562,0.6814,0.5734,0.4987,0.536,0.498,0.5575,0.5277,0.6898,0.5908,0.6403
35.3,0.074,0.3505,0.6666,0.5694,0.5002,0.5348,0.4964,0.5538,0.5251,0.6864,0.5905,0.6384
35.4,0.0621,0.3466,0.6494,0.568,0.5059,0.5369,0.4969,0.5497,0.5233,0.682,0.5886,0.6353
35.5,0.0496,0.3444,0.6304,0.5685,0.5156,0.542,0.4994,0.5451,0.5222,0.6769,0.5854,0.6312
35.6,0.0362,0.3442,0.6105,0.5704,0.5294,0.5499,0.5041,0.5401,0.5221,0.6715,0.5813,0.6264
35.7,0.0214,0.3463,0.5909,0.5738,0.5472,0.5605,0.5115,0.5352,0.5233,0.6661,0.5768,0.6215
35.8,0.0047,0.3508,0.5727,0.5787,0.5691,0.5739,0.5217,0.5305,0.5261,0.6613,0.5724,0.6168
35.9,-0.0138,0.3582,0.5566,0.585,0.5947,0.5899,0.535,0.5265,0.5308,0.6574,0.5685,0.6129
36,-0.034,0.3688,0.5427,0.593,0.6232,0.6081,0.5512,0.5233,0.5372,0.6549,0.5655,0.6102
36.1,-0.0554,0.3828,0.5312,0.6029,0.6538,0.6284,0.57,0.5211,0.5455,0.6544,0.5637,0.609
36.2,-0.0776,0.4002,0.5224,0.6145,0.6857,0.6501,0.5909,0.5201,0.5555,0.6559,0.5633,0.6096
36.3,-0.1003,0.4202,0.5169,0.6277,0.7179,0.6728,0.6131,0.5204,0.5667,0.659,0.5645,0.6118
36.4,-0.1229,0.442,0.5152,0.6421,0.7494,0.6957,0.6353,0.5221,0.5787,0.6635,0.5673,0.6154
36.5,-0.1449,0.4648,0.5176,0.6572,0.7795,0.7184,0.6569,0.5252,0.5911,0.6686,0.5716,0.6201
36.6,-0.1654,0.488,0.5234,0.6727,0.808,0.7403,0.6776,0.53,0.6038,0.6735,0.5767,0.6251
36.7,-0.1836,0.5108,0.5318,0.688,0.8345,0.7612,0.697,0.5366,0.6168,0.6774,0.5821,0.6297
36.8,-0.1985,0.5327,0.5423,0.7026,0.8587,0.7807,0.7148,0.5449,0.6299,0.6794,0.5872,0.6333
36.9,-0.2091,0.5529,0.554,0.7164,0.88,0.7982,0.7302,0.5548,0.6425,0.6794,0.5918,0.6356
37,-0.2144,0.5705,0.5664,0.7289,0.8979,0.8134,0.7423,0.5659,0.6541,0.6772,0.5954,0.6363
37.1,-0.2137,0.5851,0.5788,0.7401,0.9118,0.826,0.7508,0.5779,0.6643,0.6729,0.5978,0.6354
37.2,-0.2076,0.5966,0.5906,0.7504,0.9217,0.8361,0.7558,0.5904,0.6731,0.6665,0.599,0.6327
37.3,-0.1968,0.605,0.6014,0.7602,0.9273,0.8438,0.7579,0.6031,0.6805,0.6585,0.5987,0.6286
37.4,-0.1819,0.6103,0.6108,0.7698,0.9289,0.8493,0.7574,0.6155,0.6865,0.649,0.5969,0.6229
37.5,-0.1632,0.6129,0.6187,0.7796,0.9268,0.8532,0.755,0.6273,0.6911,0.6383,0.5936,0.616
37.6,-0.1406,0.6132,0.6249,0.7898,0.9216,0.8557,0.751,0.6382,0.6946,0.6266,0.5889,0.6078
37.7,-0.1145,0.6116,0.6294,0.8007,0.9138,0.8573,0.7458,0.6478,0.6968,0.6142,0.5829,0.5986
37.8,-0.0852,0.6083,0.6321,0.8118,0.9037,0.8578,0.7398,0.6564,0.6981,0.6017,0.5761,0.5889
37.9,-0.0535,0.6034,0.6327,0.8226,0.8911,0.8569,0.7332,0.6639,0.6985,0.5896,0.5692,0.5794
38,-0.0201,0.5972,0.6311,0.8324,0.8763,0.8544,0.7261,0.6705,0.6983,0.5786,0.5626,0.5706
38.1,0.0147,0.59,0.6273,0.8408,0.8594,0.8501,0.7186,0.6761,0.6973,0.5687,0.5568,0.5628
38.2,0.0502,0.5821,0.6212,0.8472,0.8406,0.8439,0.7105,0.6807,0.6956,0.5598,0.552,0.5559
38.3,0.086,0.5739,0.6128,0.8514,0.8202,0.8358,0.7019,0.6841,0.693,0.5517,0.5483,0.55
38.4,0.1217,0.5658,0.6026,0.8526,0.7987,0.8257,0.6927,0.6864,0.6895,0.5448,0.5461,0.5454
38.5,0.1564,0.5583,0.591,0.8506,0.7766,0.8136,0.6828,0.6873,0.685,0.5392,0.5458,0.5425
38.6,0.1898,0.552,0.5784,0.8447,0.7547,0.7997,0.6722,0.6869,0.6795,0.5353,0.5477,0.5415
38.7,0.2214,0.547,0.5657,0.8352,0.7334,0.7843,0.661,0.6852,0.6731,0.5329,0.5517,0.5423
38.8,0.2507,0.5435,0.5536,0.8223,0.7134,0.7678,0.649,0.6824,0.6657,0.5317,0.5578,0.5447
38.9,0.2776,0.5415,0.5429,0.8063,0.6953,0.7508,0.6363,0.6786,0.6574,0.5311,0.5655,0.5483
39,0.3014,0.5409,0.5337,0.7877,0.6794,0.7335,0.6228,0.6739,0.6484,0.5308,0.5744,0.5526
39.1,0.321,0.5412,0.5257,0.7668,0.6657,0.7163,0.6089,0.6685,0.6387,0.5302,0.5834,0.5568
39.2,0.3358,0.5418,0.5187,0.7441,0.6546,0.6994,0.5948,0.6624,0.6286,0.5286,0.5917,0.5602
39.3,0.3453,0.5425,0.5127,0.7203,0.6459,0.6831,0.5806,0.6557,0.6181,0.5259,0.5985,0.5622
39.4,0.3497,0.543,0.5076,0.6961,0.6393,0.6677,0.5667,0.6486,0.6076,0.5218,0.6034,0.5626
39.5,0.3494,0.543,0.5034,0.6726,0.6345,0.6536,0.5534,0.6413,0.5973,0.5163,0.606,0.5612
39.6,0.3446,0.5427,0.5003,0.6507,0.6315,0.6411,0.5413,0.634,0.5877,0.5092,0.6061,0.5577
39.7,0.3353,0.5424,0.498,0.6313,0.6302,0.6307,0.5314,0.6272,0.5793,0.5007,0.6034,0.552
39.8,0.3218,0.5426,0.4965,0.6152,0.6305,0.6228,0.5243,0.6213,0.5728,0.4907,0.5978,0.5442
39.9,0.3049,0.5433,0.4955,0.6029,0.6322,0.6176,0.5208,0.6166,0.5687,0.4795,0.5896,0.5345
40,0.2861,0.5445,0.4947,0.5941,0.6349,0.6145,0.5209,0.6134,0.5671,0.4681,0.5794,0.5238
40.1,0.2669,0.5458,0.4937,0.5885,0.6379,0.6132,0.525,0.6117,0.5683,0.4574,0.5681,0.5128
40.2,0.248,0.5472,0.4924,0.5859,0.641,0.6134,0.5326,0.6117,0.5721,0.448,0.5563,0.5022
40.3,0.2287,0.5488,0.4912,0.5861,0.6443,0.6152,0.5429,0.6132,0.578,0.4404,0.5445,0.4924
40.4,0.2083,0.5508,0.4903,0.5892,0.6478,0.6185,0.5549,0.6161,0.5855,0.4346,0.5332,0.4839
40.5,0.1862,0.5536,0.4902,0.5949,0.6518,0.6234,0.5679,0.6203,0.5941,0.4311,0.5229,0.477
40.6,0.1635,0.5576,0.4913,0.6035,0.6563,0.6299,0.5819,0.6261,0.604,0.43,0.5138,0.4719
40.7,0.1409,0.5634,0.4939,0.6149,0.6611,0.638,0.5971,0.6334,0.6152,0.4314,0.5062,0.4688
40.8,0.1192,0.5712,0.4986,0.6292,0.6665,0.6479,0.6132,0.6425,0.6278,0.4355,0.5003,0.4679
40.9,0.0986,0.5806,0.5056,0.6459,0.6727,0.6593,0.6295,0.6535,0.6415,0.4423,0.4967,0.4695
41,0.0792,0.5912,0.5151,0.6647,0.6799,0.6723,0.6452,0.6666,0.6559,0.4517,0.4959,0.4738
41.1,0.0612,0.6026,0.5273,0.685,0.6886,0.6868,0.6595,0.6816,0.6706,0.4634,0.4981,0.4808
41.2,0.0449,0.6147,0.5419,0.7063,0.6994,0.7028,0.6719,0.6982,0.685,0.4767,0.503,0.4898
41.3,0.0305,0.6273,0.5584,0.7281,0.7128,0.7204,0.6822,0.7156,0.6989,0.4905,0.5096,0.5001
41.4,0.0187,0.6404,0.5763,0.7498,0.7292,0.7395,0.6899,0.7331,0.7115,0.5041,0.5175,0.5108
41.5,0.0103,0.6532,0.5952,0.7705,0.7479,0.7592,0.6949,0.75,0.7225,0.5174,0.5263,0.5218
41.6,0.0068,0.665,0.6149,0.789,0.7677,0.7783,0.6972,0.765,0.7311,0.5303,0.5359,0.5331
41.7,0.0089,0.6749,0.635,0.8045,0.7877,0.7961,0.6967,0.7774,0.737,0.5431,0.5462,0.5446
41.8,0.0159,0.6826,0.6552,0.8167,0.8075,0.8121,0.6937,0.7866,0.7402,0.5558,0.5571,0.5565
41.9,0.0264,0.6877,0.6752,0.8254,0.827,0.8262,0.689,0.7924,0.7407,0.5683,0.5688,0.5685
42,0.0392,0.6899,0.6948,0.8305,0.8461,0.8383,0.6829,0.7944,0.7386,0.5807,0.5811,0.5809
42.1,0.054,0.6893,0.7133,0.8321,0.8633,0.8477,0.6759,0.7924,0.7342,0.5928,0.5941,0.5934
42.2,0.0708,0.6863,0.7297,0.8302,0.8772,0.8537,0.6684,0.7863,0.7274,0.6042,0.6075,0.6059
42.3,0.0894,0.6812,0.7433,0.825,0.8861,0.8555,0.6608,0.7759,0.7184,0.6149,0.6211,0.618
42.4,0.1093,0.6748,0.7535,0.8174,0.8904,0.8539,0.6536,0.7617,0.7076,0.6248,0.6349,0.6299
42.5,0.1291,0.668,0.76,0.8083,0.8915,0.8499,0.6472,0.7445,0.6959,0.6345,0.6487,0.6416
42.6,0.1477,0.662,0.7623,0.799,0.8908,0.8449,0.6423,0.7251,0.6837,0.6442,0.6621,0.6532
42.7,0.1642,0.6568,0.7609,0.7899,0.8887,0.8393,0.639,0.7043,0.6717,0.6542,0.6752,0.6647
42.8,0.1776,0.6524,0.7561,0.7812,0.8854,0.8333,0.6376,0.6831,0.6604,0.6645,0.688,0.6762
42.9,0.1873,0.6485,0.7487,0.773,0.8809,0.827,0.6382,0.6625,0.6504,0.675,0.7004,0.6877
43,0.1928,0.6455,0.7386,0.7655,0.8754,0.8205,0.6407,0.643,0.6419,0.6858,0.7125,0.6991
43.1,0.1944,0.6436,0.7255,0.7588,0.8692,0.814,0.645,0.6252,0.6351,0.6971,0.7239,0.7105
43.2,0.1923,0.6433,0.7089,0.7531,0.8624,0.8077,0.651,0.6093,0.6302,0.7088,0.7345,0.7216
43.3,0.187,0.6449,0.6889,0.7485,0.8554,0.8019,0.6584,0.5959,0.6272,0.7208,0.7441,0.7325
43.4,0.1794,0.6478,0.6657,0.7452,0.8487,0.7969,0.6666,0.5854,0.626,0.7328,0.7528,0.7428
