Time,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC,Qantas Feels Like Home 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
44.7,-0.1625,0.6012,0.6577,0.4731,0.4117,0.4424,0.3547,0.4315,0.3931,0.5227,0.5202,0.5215
44.8,-0.2096,0.5769,0.6585,0.4122,0.4197,0.416,0.3337,0.4192,0.3764,0.5271,0.5187,0.5229
44.9,-0.2496,0.5521,0.6573,0.3508,0.4243,0.3876,0.3127,0.4053,0.359,0.5307,0.5161,0.5234
45,-0.2808,0.5282,0.6537,0.2915,0.4263,0.3589,0.2923,0.3909,0.3416,0.5331,0.5124,0.5227
45.1,-0.3021,0.5069,0.6475,0.2371,0.4272,0.3322,0.2729,0.3773,0.3251,0.5338,0.5074,0.5206
45.2,-0.3131,0.49,0.6391,0.1909,0.4286,0.3097,0.255,0.3662,0.3106,0.5323,0.5013,0.5168
45.3,-0.3134,0.4789,0.6292,0.1558,0.432,0.2939,0.2395,0.3588,0.2992,0.5284,0.4944,0.5114
45.4,-0.303,0.4738,0.6187,0.1338,0.4375,0.2856,0.2269,0.3557,0.2913,0.5225,0.4875,0.505
45.5,-0.2824,0.4739,0.608,0.1243,0.4442,0.2842,0.2172,0.3567,0.2869,0.5156,0.4813,0.4985
45.6,-0.2521,0.4787,0.5974,0.1259,0.4512,0.2886,0.2102,0.3613,0.2858,0.5087,0.4764,0.4925
45.7,-0.2127,0.4881,0.5869,0.1378,0.4585,0.2982,0.2059,0.3692,0.2876,0.5027,0.473,0.4878
45.8,-0.165,0.5024,0.577,0.1604,0.467,0.3137,0.2039,0.3805,0.2922,0.4981,0.4717,0.4849
45.9,-0.1108,0.5215,0.5682,0.1936,0.4776,0.3356,0.2036,0.3948,0.2992,0.4955,0.4726,0.4841
46,-0.0531,0.5441,0.561,0.2361,0.4903,0.3632,0.2044,0.4112,0.3078,0.4951,0.4754,0.4853
46.1,0.0052,0.5685,0.5552,0.2855,0.5041,0.3948,0.2056,0.4284,0.317,0.4964,0.4791,0.4878
46.2,0.0619,0.593,0.5502,0.3386,0.518,0.4283,0.2072,0.4454,0.3263,0.4989,0.4825,0.4907
46.3,0.1154,0.6165,0.5451,0.3923,0.531,0.4616,0.2096,0.4611,0.3354,0.5022,0.4845,0.4934
46.4,0.1646,0.6384,0.5395,0.4445,0.5426,0.4935,0.2129,0.475,0.3439,0.5061,0.4848,0.4954
46.5,0.2083,0.6581,0.5329,0.4936,0.5525,0.523,0.2162,0.4866,0.3514,0.5103,0.4831,0.4967
46.6,0.2457,0.6751,0.5254,0.5384,0.5605,0.5495,0.2189,0.4956,0.3572,0.5144,0.4799,0.4972
46.7,0.2756,0.6889,0.517,0.5786,0.5666,0.5726,0.2205,0.5022,0.3614,0.5181,0.4751,0.4966
46.8,0.2979,0.6998,0.5076,0.6143,0.571,0.5927,0.2214,0.5069,0.3642,0.5208,0.4686,0.4947
46.9,0.3126,0.7085,0.4965,0.6467,0.5743,0.6105,0.222,0.5099,0.366,0.5219,0.46,0.491
47,0.3204,0.716,0.4832,0.6759,0.5766,0.6262,0.2224,0.5112,0.3668,0.5213,0.449,0.4852
47.1,0.3221,0.723,0.4677,0.702,0.5778,0.6399,0.2224,0.5105,0.3665,0.5185,0.4357,0.4771
47.2,0.3185,0.7299,0.4501,0.7251,0.5777,0.6514,0.2222,0.5077,0.3649,0.5136,0.4204,0.467
47.3,0.3104,0.7369,0.4313,0.7454,0.5766,0.661,0.2226,0.5035,0.3631,0.5068,0.4039,0.4553
47.4,0.2986,0.7438,0.4124,0.7636,0.575,0.6693,0.2247,0.4992,0.362,0.4986,0.3871,0.4428
47.5,0.2827,0.7499,0.394,0.7798,0.5732,0.6765,0.2295,0.4955,0.3625,0.4895,0.371,0.4302
47.6,0.2627,0.7544,0.3768,0.7936,0.571,0.6823,0.2366,0.493,0.3648,0.4799,0.3562,0.418
47.7,0.2391,0.7565,0.3611,0.8047,0.5679,0.6863,0.2451,0.4916,0.3684,0.4697,0.3433,0.4065
47.8,0.2131,0.7559,0.3474,0.8131,0.5632,0.6882,0.2546,0.4909,0.3728,0.4588,0.3328,0.3958
47.9,0.1862,0.7527,0.336,0.819,0.5573,0.6882,0.2655,0.491,0.3782,0.4475,0.3251,0.3863
48,0.1596,0.7473,0.3275,0.8229,0.5509,0.6869,0.2788,0.4922,0.3855,0.4364,0.3207,0.3785
48.1,0.1344,0.7405,0.3225,0.8249,0.5448,0.6849,0.295,0.4953,0.3951,0.4264,0.3199,0.3731
48.2,0.1113,0.7329,0.3213,0.8254,0.5398,0.6826,0.3139,0.5009,0.4074,0.4183,0.323,0.3707
48.3,0.0911,0.7251,0.3243,0.8241,0.5358,0.68,0.3349,0.5088,0.4219,0.4127,0.3305,0.3716
48.4,0.0744,0.7172,0.3312,0.8208,0.5324,0.6766,0.3572,0.5186,0.4379,0.4098,0.3421,0.3759
48.5,0.0617,0.7093,0.3418,0.8149,0.5291,0.672,0.3797,0.5294,0.4546,0.4099,0.3575,0.3837
48.6,0.0536,0.7009,0.3557,0.8056,0.5251,0.6653,0.4017,0.5405,0.4711,0.4134,0.3764,0.3949
48.7,0.0504,0.6915,0.3728,0.7923,0.5198,0.656,0.4218,0.551,0.4864,0.4209,0.3985,0.4097
48.8,0.0521,0.6806,0.3931,0.7751,0.5126,0.6438,0.4388,0.5602,0.4995,0.4324,0.4234,0.4279
48.9,0.0587,0.6682,0.4162,0.7545,0.5035,0.629,0.4513,0.5678,0.5096,0.4472,0.4499,0.4485
49,0.0696,0.6548,0.4412,0.7312,0.4933,0.6122,0.4584,0.5736,0.516,0.4637,0.4764,0.47
49.1,0.0838,0.641,0.4674,0.7058,0.4828,0.5943,0.4599,0.5776,0.5187,0.4802,0.5011,0.4907
49.2,0.0998,0.6275,0.494,0.6791,0.4729,0.576,0.456,0.5799,0.518,0.4958,0.5224,0.5091
49.3,0.1165,0.6144,0.5207,0.6516,0.464,0.5578,0.4481,0.5807,0.5144,0.5096,0.5394,0.5245
49.4,0.1327,0.6017,0.5468,0.624,0.4563,0.5402,0.4377,0.5802,0.509,0.5214,0.5517,0.5365
49.5,0.148,0.5893,0.5714,0.5973,0.4495,0.5234,0.4264,0.5787,0.5025,0.5308,0.5597,0.5452
49.6,0.1617,0.5771,0.594,0.572,0.4434,0.5077,0.4155,0.5761,0.4958,0.5378,0.564,0.5509
49.7,0.1725,0.565,0.6143,0.5483,0.4384,0.4933,0.4058,0.5722,0.489,0.5428,0.5656,0.5542
49.8,0.1785,0.5529,0.6326,0.5267,0.4347,0.4807,0.3973,0.5674,0.4823,0.5464,0.5654,0.5559
49.9,0.1783,0.541,0.6493,0.5077,0.4329,0.4703,0.3899,0.5618,0.4759,0.5489,0.5637,0.5563
50,0.1708,0.5297,0.6651,0.4921,0.4336,0.4628,0.3838,0.5562,0.47,0.5506,0.561,0.5558
50.1,0.1564,0.5198,0.6797,0.4805,0.4372,0.4589,0.3794,0.5513,0.4653,0.5513,0.5571,0.5542
50.2,0.1355,0.512,0.6928,0.4733,0.444,0.4586,0.3767,0.5477,0.4622,0.5509,0.5518,0.5514
50.3,0.109,0.507,0.7043,0.4704,0.4539,0.4621,0.376,0.546,0.461,0.549,0.5454,0.5472
50.4,0.078,0.5046,0.7141,0.4715,0.4666,0.469,0.3777,0.5465,0.4621,0.5457,0.5378,0.5418
50.5,0.0438,0.5044,0.7223,0.4764,0.4814,0.4789,0.3823,0.5496,0.4659,0.5412,0.5297,0.5354
50.6,0.0084,0.5061,0.729,0.4846,0.498,0.4913,0.39,0.5551,0.4726,0.536,0.5213,0.5287
50.7,-0.0269,0.5092,0.7346,0.4956,0.5155,0.5056,0.4009,0.5632,0.482,0.5305,0.5135,0.522
50.8,-0.0608,0.5135,0.739,0.5085,0.5332,0.5209,0.4147,0.5737,0.4942,0.5252,0.5068,0.516
50.9,-0.0926,0.5184,0.7422,0.5224,0.5501,0.5363,0.4311,0.5862,0.5087,0.5206,0.5016,0.5111
51,-0.1208,0.5236,0.744,0.5366,0.5655,0.551,0.4496,0.6,0.5248,0.5172,0.4982,0.5077
51.1,-0.1436,0.5289,0.744,0.5505,0.5786,0.5646,0.4692,0.6139,0.5416,0.5155,0.4966,0.506
51.2,-0.1594,0.5343,0.7416,0.5636,0.5892,0.5764,0.4891,0.6267,0.5579,0.5155,0.4966,0.5061
51.3,-0.1671,0.54,0.736,0.5753,0.5969,0.5861,0.5082,0.6378,0.573,0.5172,0.498,0.5076
51.4,-0.1662,0.5462,0.7266,0.5854,0.6018,0.5936,0.5255,0.6466,0.5861,0.5205,0.5008,0.5106
51.5,-0.1574,0.5527,0.7137,0.5938,0.6041,0.599,0.5406,0.6534,0.597,0.5255,0.5049,0.5152
51.6,-0.1415,0.5589,0.6977,0.6003,0.6041,0.6022,0.5533,0.6587,0.606,0.5323,0.5107,0.5215
51.7,-0.1193,0.5641,0.6797,0.6044,0.6021,0.6032,0.564,0.663,0.6135,0.541,0.5184,0.5297
51.8,-0.0921,0.5676,0.6601,0.6057,0.598,0.6019,0.5727,0.667,0.6198,0.5513,0.5281,0.5397
51.9,-0.0615,0.5689,0.6394,0.6042,0.5925,0.5983,0.579,0.6711,0.6251,0.5626,0.5396,0.5511
52,-0.0296,0.5681,0.6181,0.6006,0.5859,0.5933,0.5828,0.6755,0.6291,0.5747,0.5529,0.5638
52.1,0.0018,0.5656,0.5966,0.5963,0.579,0.5876,0.584,0.6806,0.6323,0.5868,0.5675,0.5772
52.2,0.0311,0.5619,0.5753,0.5921,0.5721,0.5821,0.5831,0.6867,0.6349,0.598,0.5827,0.5903
52.3,0.0575,0.5572,0.5544,0.588,0.5654,0.5767,0.5805,0.6933,0.6369,0.6071,0.5976,0.6023
52.4,0.0804,0.5517,0.5342,0.5833,0.5591,0.5712,0.5769,0.6994,0.6381,0.6136,0.6117,0.6126
52.5,0.0994,0.5452,0.5154,0.5774,0.5535,0.5655,0.5727,0.7041,0.6384,0.6174,0.625,0.6212
52.6,0.1139,0.5378,0.4989,0.5701,0.5488,0.5595,0.5682,0.7071,0.6376,0.6194,0.6376,0.6285
52.7,0.1234,0.5294,0.4855,0.5616,0.5452,0.5534,0.5634,0.7079,0.6357,0.6196,0.6497,0.6347
52.8,0.1276,0.5201,0.4757,0.552,0.5427,0.5473,0.5584,0.7066,0.6325,0.6182,0.6616,0.6399
52.9,0.1266,0.5101,0.4695,0.5413,0.5411,0.5412,0.5528,0.7025,0.6276,0.6148,0.673,0.6439
53,0.1205,0.4997,0.4668,0.5292,0.5406,0.5349,0.5463,0.6959,0.6211,0.6097,0.6838,0.6467
53.1,0.1095,0.4896,0.4677,0.5156,0.5415,0.5285,0.5389,0.6874,0.6131,0.6036,0.6933,0.6485
53.2,0.0934,0.4802,0.4723,0.501,0.5441,0.5226,0.5305,0.6783,0.6044,0.597,0.7015,0.6493
53.3,0.0732,0.472,0.4803,0.486,0.5486,0.5173,0.5215,0.6697,0.5956,0.59,0.708,0.649
53.4,0.0504,0.4651,0.4909,0.4704,0.5545,0.5124,0.5122,0.6624,0.5873,0.5825,0.7124,0.6475
53.5,0.0269,0.4589,0.5028,0.4538,0.5604,0.5071,0.5032,0.6557,0.5795,0.5747,0.7149,0.6448
53.6,0.0039,0.4526,0.5153,0.4354,0.565,0.5002,0.4948,0.649,0.5719,0.5671,0.7157,0.6414
53.7,-0.0181,0.4452,0.5281,0.415,0.5668,0.4909,0.4871,0.6416,0.5644,0.5605,0.7153,0.6379
53.8,-0.0394,0.4365,0.5414,0.393,0.565,0.479,0.4806,0.6334,0.557,0.5551,0.7139,0.6345
53.9,-0.0599,0.427,0.5556,0.3703,0.5596,0.4649,0.4752,0.6247,0.5499,0.5506,0.7115,0.631
54,-0.0795,0.4173,0.5708,0.3481,0.5511,0.4496,0.4708,0.6156,0.5432,0.5466,0.7077,0.6272
54.1,-0.0979,0.4082,0.5864,0.3272,0.5397,0.4334,0.4672,0.6064,0.5368,0.5428,0.7023,0.6226
54.2,-0.1151,0.4,0.6013,0.3079,0.5253,0.4166,0.4639,0.5966,0.5302,0.5391,0.695,0.6171
54.3,-0.1312,0.3925,0.6143,0.2904,0.5081,0.3992,0.4606,0.5855,0.523,0.5357,0.6855,0.6106
54.4,-0.1475,0.3861,0.6243,0.2746,0.4886,0.3816,0.4572,0.5728,0.515,0.5326,0.6737,0.6031
54.5,-0.1647,0.3811,0.631,0.2607,0.4681,0.3644,0.454,0.5588,0.5064,0.5296,0.6596,0.5946
54.6,-0.1837,0.378,0.6344,0.2489,0.4478,0.3483,0.4516,0.5446,0.4981,0.5268,0.6438,0.5853
54.7,-0.2041,0.3772,0.6345,0.2394,0.4287,0.3341,0.4505,0.5312,0.4909,0.5244,0.6267,0.5756
54.8,-0.2254,0.3785,0.6319,0.2325,0.4117,0.3221,0.4515,0.5197,0.4856,0.5226,0.6091,0.5659
54.9,-0.248,0.3819,0.6271,0.228,0.3975,0.3127,0.4546,0.5108,0.4827,0.5213,0.5911,0.5562
55,-0.272,0.3874,0.6201,0.2262,0.3868,0.3065,0.4599,0.5045,0.4822,0.5198,0.5728,0.5463
55.1,-0.2976,0.3952,0.6107,0.2278,0.38,0.3039,0.467,0.5009,0.484,0.5178,0.5541,0.5359
55.2,-0.325,0.4056,0.5987,0.2332,0.3772,0.3052,0.4752,0.4996,0.4874,0.5151,0.5351,0.5251
55.3,-0.3543,0.4187,0.5843,0.2425,0.3783,0.3104,0.484,0.5,0.492,0.512,0.5161,0.5141
55.4,-0.3855,0.4346,0.5683,0.2555,0.3835,0.3195,0.4925,0.5023,0.4974,0.5088,0.4978,0.5033
55.5,-0.4183,0.4534,0.5517,0.2716,0.3934,0.3325,0.5005,0.5067,0.5036,0.5051,0.4805,0.4928
55.6,-0.4513,0.4745,0.5351,0.2907,0.4088,0.3498,0.5082,0.5132,0.5107,0.5008,0.4647,0.4828
55.7,-0.4817,0.4971,0.519,0.3131,0.4297,0.3714,0.5159,0.5214,0.5187,0.4959,0.4508,0.4734
55.8,-0.5068,0.5202,0.5036,0.339,0.4553,0.3971,0.5241,0.5307,0.5274,0.4909,0.4392,0.4651
55.9,-0.525,0.5428,0.4898,0.368,0.4841,0.426,0.5328,0.5409,0.5368,0.4862,0.4304,0.4583
56,-0.5363,0.5641,0.4784,0.3993,0.5144,0.4568,0.5417,0.552,0.5469,0.4819,0.4247,0.4533
56.1,-0.5412,0.5838,0.47,0.4319,0.5447,0.4883,0.5503,0.5642,0.5573,0.4782,0.4228,0.4505
56.2,-0.5399,0.601,0.4645,0.465,0.5733,0.5191,0.5585,0.5766,0.5675,0.4751,0.4249,0.45
56.3,-0.5322,0.6149,0.4611,0.4972,0.5986,0.5479,0.5659,0.5879,0.5769,0.4726,0.4312,0.4519
56.4,-0.5187,0.6247,0.4592,0.5275,0.6196,0.5736,0.5722,0.5974,0.5848,0.4706,0.4411,0.4558
56.5,-0.5012,0.6303,0.4583,0.5552,0.6363,0.5957,0.5763,0.6049,0.5906,0.4686,0.4538,0.4612
56.6,-0.4819,0.6325,0.4581,0.58,0.6497,0.6149,0.5772,0.6106,0.5939,0.4661,0.4686,0.4673
56.7,-0.4627,0.6322,0.4586,0.6022,0.6607,0.6314,0.5746,0.6147,0.5947,0.4627,0.4849,0.4738
56.8,-0.4445,0.6299,0.46,0.6217,0.6695,0.6456,0.569,0.6171,0.593,0.4588,0.5025,0.4806
56.9,-0.4275,0.6256,0.463,0.6387,0.6755,0.6571,0.561,0.6173,0.5892,0.4551,0.5218,0.4885
57,-0.4121,0.6196,0.4677,0.6535,0.6786,0.6661,0.5515,0.6158,0.5836,0.4522,0.5427,0.4974
57.1,-0.3991,0.6126,0.4742,0.6666,0.679,0.6728,0.541,0.6134,0.5772,0.4503,0.564,0.5072
57.2,-0.3895,0.6058,0.4817,0.6783,0.6778,0.6781,0.5301,0.6115,0.5708,0.4492,0.5843,0.5168
57.3,-0.3847,0.6007,0.4888,0.6886,0.676,0.6823,0.5199,0.6105,0.5652,0.4492,0.602,0.5256
57.4,-0.3865,0.5983,0.4944,0.697,0.6745,0.6857,0.5116,0.6101,0.5609,0.4504,0.616,0.5332
57.5,-0.3973,0.5988,0.4984,0.7029,0.6737,0.6883,0.5064,0.6098,0.5581,0.4533,0.626,0.5397
57.6,-0.4175,0.6023,0.5013,0.706,0.6742,0.6901,0.505,0.6095,0.5572,0.4578,0.6316,0.5447
57.7,-0.4459,0.6087,0.5039,0.7063,0.676,0.6912,0.5076,0.6096,0.5586,0.4634,0.6328,0.5481
57.8,-0.4785,0.6177,0.5061,0.7035,0.6788,0.6911,0.5138,0.6104,0.5621,0.4692,0.6298,0.5495
57.9,-0.5114,0.6286,0.5081,0.698,0.6817,0.6898,0.5227,0.6118,0.5672,0.4745,0.6227,0.5486
58,-0.5421,0.6409,0.5099,0.6905,0.6841,0.6873,0.5334,0.6134,0.5734,0.4792,0.6121,0.5456
58.1,-0.5705,0.6543,0.5125,0.6824,0.6861,0.6843,0.5456,0.6151,0.5803,0.483,0.5987,0.5408
58.2,-0.5972,0.669,0.5169,0.6745,0.6878,0.6811,0.5593,0.6172,0.5882,0.4858,0.5833,0.5345
58.3,-0.6226,0.6845,0.5236,0.6664,0.6896,0.678,0.5746,0.6194,0.597,0.4872,0.5666,0.5269
58.4,-0.6454,0.6998,0.5315,0.657,0.6913,0.6742,0.5903,0.621,0.6057,0.487,0.5493,0.5181
58.5,-0.6646,0.7137,0.5391,0.6453,0.6921,0.6687,0.605,0.6207,0.6129,0.4849,0.5314,0.5082
58.6,-0.6795,0.7251,0.5451,0.6307,0.6912,0.6609,0.6172,0.6171,0.6171,0.4806,0.5132,0.4969
58.7,-0.6899,0.7336,0.5491,0.6133,0.6878,0.6506,0.626,0.6099,0.6179,0.4735,0.495,0.4843
58.8,-0.6953,0.7387,0.5513,0.5933,0.6818,0.6376,0.6314,0.5994,0.6154,0.4633,0.4772,0.4703
58.9,-0.6953,0.7398,0.5511,0.5705,0.673,0.6217,0.6344,0.586,0.6102,0.4503,0.4601,0.4552
59,-0.689,0.7358,0.5477,0.5444,0.6603,0.6024,0.6353,0.57,0.6027,0.4352,0.4437,0.4394
59.1,-0.6763,0.7258,0.5403,0.5147,0.6431,0.5789,0.6342,0.5516,0.5929,0.4189,0.4278,0.4233
59.2,-0.6574,0.7099,0.5288,0.4811,0.6206,0.5508,0.6302,0.5313,0.5807,0.4016,0.4123,0.4069
59.3,-0.6335,0.6889,0.5139,0.4442,0.5938,0.519,0.6229,0.51,0.5665,0.3834,0.3972,0.3903
59.4,-0.606,0.6645,0.4962,0.4052,0.5642,0.4847,0.6121,0.489,0.5506,0.3645,0.383,0.3737
59.5,-0.5766,0.6381,0.4762,0.3652,0.5342,0.4497,0.5983,0.4694,0.5338,0.3452,0.3696,0.3574
59.6,-0.5466,0.6109,0.4543,0.3255,0.5058,0.4156,0.582,0.4517,0.5168,0.3261,0.357,0.3415
59.7,-0.5169,0.5838,0.431,0.2871,0.48,0.3836,0.5637,0.4364,0.5,0.3073,0.345,0.3262
59.8,-0.4877,0.5576,0.4071,0.251,0.4573,0.3541,0.5441,0.4237,0.4839,0.2891,0.3335,0.3113
59.9,-0.4594,0.533,0.3838,0.2183,0.4377,0.328,0.524,0.4138,0.4689,0.2718,0.3224,0.2971
