Time,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC,Commbank - We Wont Rest Til Its Done 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
0,-0.6652,0.5871,0.7246,0.4222,0.6935,0.5579,0.7731,0.6859,0.7295,0.6672,0.7597,0.7134
0.1,-0.6264,0.624,0.711,0.447,0.6957,0.5713,0.7842,0.6893,0.7367,0.6709,0.772,0.7215
0.2,-0.5886,0.6563,0.696,0.4675,0.6937,0.5806,0.793,0.6912,0.7421,0.6765,0.7792,0.7279
0.3,-0.5527,0.6834,0.6797,0.4833,0.6878,0.5855,0.7996,0.6917,0.7457,0.6832,0.7813,0.7323
0.4,-0.5193,0.7043,0.6619,0.4942,0.6782,0.5862,0.8036,0.6911,0.7473,0.6904,0.7781,0.7343
0.5,-0.4891,0.7189,0.6421,0.5002,0.6658,0.583,0.8049,0.6895,0.7472,0.6957,0.769,0.7324
0.6,-0.4631,0.7277,0.6201,0.5021,0.6515,0.5768,0.8035,0.6874,0.7455,0.6975,0.754,0.7258
0.7,-0.4425,0.7321,0.597,0.5003,0.637,0.5687,0.7998,0.6848,0.7423,0.6957,0.7346,0.7151
0.8,-0.4276,0.7336,0.574,0.4963,0.6235,0.5599,0.7943,0.6821,0.7382,0.6912,0.7126,0.7019
0.9,-0.4179,0.7334,0.5523,0.4914,0.6121,0.5518,0.7877,0.6798,0.7337,0.685,0.6899,0.6875
1,-0.4126,0.7323,0.5325,0.4869,0.6032,0.545,0.7808,0.6787,0.7297,0.678,0.6677,0.6729
1.1,-0.4111,0.731,0.5156,0.4836,0.5971,0.5403,0.774,0.6792,0.7266,0.671,0.647,0.659
1.2,-0.4124,0.7299,0.5029,0.4821,0.5937,0.5379,0.7676,0.6817,0.7247,0.6648,0.6285,0.6467
1.3,-0.4153,0.7294,0.4963,0.4832,0.5925,0.5378,0.7622,0.6862,0.7242,0.6603,0.6131,0.6367
1.4,-0.4189,0.7301,0.4966,0.4871,0.5932,0.5401,0.7585,0.6924,0.7254,0.6572,0.601,0.6291
1.5,-0.4227,0.7327,0.5036,0.4938,0.5959,0.5448,0.7569,0.6999,0.7284,0.6549,0.5922,0.6236
1.6,-0.426,0.7375,0.5158,0.5031,0.6006,0.5518,0.7577,0.708,0.7328,0.6526,0.586,0.6193
1.7,-0.4284,0.7441,0.5317,0.5141,0.6069,0.5605,0.7601,0.7159,0.738,0.6497,0.5819,0.6158
1.8,-0.4298,0.7515,0.5495,0.5256,0.6142,0.5699,0.7634,0.7227,0.7431,0.6462,0.5795,0.6128
1.9,-0.4306,0.7583,0.5672,0.5362,0.6212,0.5787,0.7671,0.7273,0.7472,0.6415,0.5784,0.61
2,-0.4303,0.7638,0.583,0.5447,0.627,0.5858,0.7709,0.7287,0.7498,0.6357,0.578,0.6068
2.1,-0.4282,0.7677,0.5954,0.5498,0.6311,0.5905,0.7743,0.7265,0.7504,0.6289,0.5772,0.6031
2.2,-0.4242,0.7698,0.6049,0.551,0.6335,0.5922,0.7769,0.72,0.7485,0.6215,0.5755,0.5985
2.3,-0.4188,0.77,0.6117,0.5481,0.6342,0.5911,0.7782,0.7091,0.7436,0.6142,0.5722,0.5932
2.4,-0.4128,0.768,0.6161,0.5418,0.6333,0.5875,0.7778,0.6941,0.7359,0.6071,0.5675,0.5873
2.5,-0.4063,0.7631,0.6177,0.5326,0.6304,0.5815,0.7759,0.6757,0.7258,0.601,0.5616,0.5813
2.6,-0.3986,0.7549,0.6165,0.5212,0.6254,0.5733,0.7729,0.6556,0.7143,0.5965,0.5548,0.5757
2.7,-0.3888,0.7438,0.6133,0.5085,0.6186,0.5635,0.7693,0.6353,0.7023,0.5939,0.5473,0.5706
2.8,-0.3755,0.7299,0.6084,0.4955,0.6106,0.553,0.7648,0.6161,0.6905,0.5929,0.5393,0.5661
2.9,-0.3577,0.7135,0.6023,0.4831,0.6014,0.5422,0.7595,0.5989,0.6792,0.593,0.531,0.562
3,-0.3344,0.6942,0.5951,0.4714,0.5907,0.5311,0.7535,0.5839,0.6687,0.5937,0.5232,0.5585
3.1,-0.3057,0.6719,0.5871,0.4608,0.5781,0.5194,0.7475,0.5717,0.6596,0.5948,0.5172,0.556
3.2,-0.2724,0.6471,0.5793,0.4512,0.5638,0.5075,0.7421,0.5629,0.6525,0.5962,0.5141,0.5551
3.3,-0.2362,0.6208,0.5729,0.4435,0.5489,0.4962,0.7369,0.5577,0.6473,0.5972,0.5144,0.5558
3.4,-0.1994,0.5939,0.5687,0.4377,0.5343,0.486,0.7312,0.5561,0.6436,0.5969,0.5181,0.5575
3.5,-0.1643,0.567,0.5662,0.4341,0.5207,0.4774,0.7242,0.5574,0.6408,0.5946,0.5248,0.5597
3.6,-0.1335,0.5411,0.5645,0.4323,0.5088,0.4706,0.7158,0.5619,0.6389,0.5898,0.5339,0.5618
3.7,-0.1089,0.5172,0.5631,0.4326,0.4997,0.4662,0.7065,0.5697,0.6381,0.5829,0.5446,0.5638
3.8,-0.0921,0.4967,0.5625,0.4349,0.4951,0.465,0.6969,0.581,0.639,0.5744,0.5569,0.5656
3.9,-0.0836,0.4801,0.5633,0.4389,0.4957,0.4673,0.6877,0.5951,0.6414,0.5651,0.5707,0.5679
4,-0.0827,0.4675,0.566,0.4439,0.5015,0.4727,0.6792,0.6112,0.6452,0.5557,0.586,0.5709
4.1,-0.0875,0.4584,0.5714,0.4492,0.5116,0.4804,0.6719,0.6281,0.65,0.5472,0.6028,0.575
4.2,-0.0967,0.4521,0.5794,0.4543,0.5247,0.4895,0.6659,0.6449,0.6554,0.5398,0.6204,0.5801
4.3,-0.1083,0.4481,0.5899,0.4589,0.5398,0.4994,0.6614,0.6608,0.6611,0.5339,0.6383,0.5861
4.4,-0.1206,0.4459,0.6023,0.4622,0.5564,0.5093,0.658,0.6746,0.6663,0.5294,0.6556,0.5925
4.5,-0.1319,0.4451,0.616,0.4638,0.5734,0.5186,0.6557,0.6858,0.6708,0.5261,0.6721,0.5991
4.6,-0.1413,0.4452,0.6309,0.463,0.5901,0.5266,0.6549,0.6943,0.6746,0.5238,0.6876,0.6057
4.7,-0.1479,0.4463,0.6471,0.46,0.6056,0.5328,0.6558,0.7001,0.678,0.5227,0.702,0.6123
4.8,-0.151,0.4479,0.6641,0.4547,0.6195,0.5371,0.6585,0.7034,0.681,0.5226,0.7153,0.619
4.9,-0.1502,0.4495,0.6816,0.4473,0.6311,0.5392,0.6626,0.7039,0.6833,0.5237,0.7276,0.6257
5,-0.1452,0.4504,0.6989,0.4381,0.6396,0.5389,0.6673,0.7015,0.6844,0.526,0.739,0.6325
5.1,-0.1365,0.4504,0.7155,0.4278,0.645,0.5364,0.6723,0.6957,0.684,0.5296,0.7497,0.6397
5.2,-0.1242,0.4497,0.7309,0.4177,0.6477,0.5327,0.6778,0.687,0.6824,0.5345,0.76,0.6473
5.3,-0.1084,0.4492,0.7448,0.4092,0.6491,0.5291,0.6843,0.6758,0.68,0.541,0.7702,0.6556
5.4,-0.0888,0.4494,0.7563,0.4031,0.6499,0.5265,0.6914,0.6627,0.6771,0.5493,0.78,0.6647
5.5,-0.0656,0.4507,0.7647,0.3997,0.6505,0.5251,0.6986,0.6485,0.6735,0.5594,0.7893,0.6744
5.6,-0.0395,0.453,0.7692,0.3988,0.6507,0.5248,0.7046,0.6333,0.6689,0.5709,0.7976,0.6842
5.7,-0.011,0.4557,0.7689,0.4004,0.6502,0.5253,0.7089,0.6176,0.6633,0.5829,0.8048,0.6939
5.8,0.019,0.4587,0.7631,0.4043,0.6489,0.5266,0.7112,0.6021,0.6566,0.5948,0.8108,0.7028
5.9,0.0501,0.4618,0.7515,0.4105,0.6465,0.5285,0.7114,0.5875,0.6494,0.606,0.8157,0.7109
6,0.0821,0.465,0.7351,0.4189,0.6431,0.531,0.7094,0.5744,0.6419,0.6166,0.8199,0.7183
6.1,0.1149,0.4687,0.7155,0.4295,0.6389,0.5342,0.7051,0.5631,0.6341,0.6267,0.824,0.7254
6.2,0.1493,0.4722,0.6944,0.4422,0.634,0.5381,0.6984,0.5532,0.6258,0.6362,0.8286,0.7324
6.3,0.1858,0.475,0.6728,0.4568,0.6283,0.5425,0.6895,0.5443,0.6169,0.6446,0.8336,0.7391
6.4,0.2244,0.4769,0.651,0.4721,0.622,0.5471,0.6788,0.5361,0.6075,0.6509,0.8386,0.7447
6.5,0.2637,0.4779,0.6288,0.4872,0.6151,0.5511,0.6666,0.5287,0.5977,0.6546,0.8426,0.7486
6.6,0.3022,0.4783,0.6065,0.5009,0.6077,0.5543,0.6527,0.5222,0.5874,0.6556,0.8449,0.7502
6.7,0.3384,0.4786,0.5849,0.5125,0.5999,0.5562,0.6366,0.5168,0.5767,0.6541,0.8449,0.7495
6.8,0.3711,0.4788,0.5641,0.5212,0.5923,0.5568,0.6186,0.5129,0.5657,0.6506,0.8431,0.7469
6.9,0.3992,0.479,0.5439,0.5266,0.5857,0.5561,0.5995,0.5105,0.555,0.6456,0.8399,0.7428
7,0.4212,0.4795,0.5243,0.5285,0.5808,0.5547,0.5806,0.51,0.5453,0.6402,0.8356,0.7379
7.1,0.4353,0.4811,0.5059,0.5273,0.5781,0.5527,0.5625,0.5111,0.5368,0.6356,0.8304,0.733
7.2,0.4408,0.4844,0.4897,0.5231,0.5775,0.5503,0.5455,0.5135,0.5295,0.6327,0.8243,0.7285
7.3,0.4377,0.4894,0.4756,0.5157,0.5783,0.547,0.5295,0.5163,0.5229,0.6318,0.8173,0.7246
7.4,0.4264,0.4957,0.4635,0.5049,0.5793,0.5421,0.5144,0.519,0.5167,0.6328,0.8093,0.721
7.5,0.4073,0.5031,0.4535,0.4909,0.5795,0.5352,0.5002,0.5212,0.5107,0.6348,0.8005,0.7176
7.6,0.3803,0.5116,0.4455,0.4747,0.5784,0.5265,0.4866,0.5232,0.5049,0.6373,0.7908,0.7141
7.7,0.3465,0.5211,0.4393,0.4573,0.5758,0.5166,0.4729,0.5252,0.4991,0.6399,0.7803,0.7101
7.8,0.3083,0.531,0.4346,0.4397,0.5719,0.5058,0.4589,0.5269,0.4929,0.6422,0.7692,0.7057
7.9,0.2679,0.5404,0.4308,0.4227,0.5658,0.4943,0.4444,0.5284,0.4864,0.644,0.7576,0.7008
8,0.2274,0.5482,0.4274,0.4075,0.5571,0.4823,0.4298,0.5295,0.4796,0.645,0.7458,0.6954
8.1,0.1884,0.5537,0.4239,0.3952,0.5457,0.4704,0.4154,0.53,0.4727,0.6453,0.7338,0.6895
8.2,0.1529,0.5567,0.4202,0.3873,0.5317,0.4595,0.4015,0.5297,0.4656,0.6446,0.7217,0.6831
8.3,0.1229,0.5572,0.4158,0.3845,0.5157,0.4501,0.3884,0.5281,0.4582,0.6427,0.7099,0.6763
8.4,0.0998,0.5558,0.4105,0.387,0.4983,0.4427,0.3765,0.5252,0.4509,0.6393,0.6984,0.6688
8.5,0.0837,0.553,0.4042,0.3943,0.48,0.4372,0.3666,0.5214,0.444,0.6346,0.6876,0.6611
8.6,0.0744,0.5486,0.3972,0.4055,0.4609,0.4332,0.359,0.517,0.438,0.629,0.678,0.6535
8.7,0.0714,0.5425,0.3895,0.4191,0.4403,0.4297,0.3533,0.512,0.4327,0.6228,0.67,0.6464
8.8,0.0744,0.5341,0.3813,0.4335,0.4177,0.4256,0.3493,0.5058,0.4276,0.6157,0.6632,0.6395
8.9,0.0821,0.5234,0.3729,0.4477,0.3927,0.4202,0.3471,0.4976,0.4224,0.6079,0.6575,0.6327
9,0.0927,0.5108,0.3657,0.4611,0.3667,0.4139,0.3474,0.4878,0.4176,0.5999,0.6536,0.6267
9.1,0.1041,0.4974,0.3611,0.4738,0.3419,0.4078,0.3506,0.4774,0.414,0.593,0.6522,0.6226
9.2,0.1151,0.4841,0.3604,0.4862,0.3199,0.4031,0.3563,0.4675,0.4119,0.5882,0.6541,0.6211
9.3,0.1264,0.4715,0.3633,0.4981,0.3016,0.3999,0.364,0.4582,0.4111,0.5861,0.6588,0.6224
9.4,0.1393,0.4597,0.3693,0.5092,0.287,0.3981,0.3731,0.4493,0.4112,0.5863,0.6657,0.626
9.5,0.155,0.4491,0.3776,0.5193,0.2761,0.3977,0.3834,0.4411,0.4122,0.5878,0.674,0.6309
9.6,0.1737,0.4401,0.3874,0.5286,0.2694,0.399,0.3948,0.4343,0.4146,0.5896,0.6833,0.6364
9.7,0.1947,0.4335,0.3986,0.5374,0.2671,0.4022,0.4071,0.4295,0.4183,0.591,0.6932,0.6421
9.8,0.216,0.4294,0.4114,0.545,0.2691,0.407,0.42,0.4269,0.4235,0.5919,0.7037,0.6478
9.9,0.2352,0.4274,0.4265,0.5504,0.2748,0.4126,0.4327,0.4263,0.4295,0.5923,0.7148,0.6536
10,0.2505,0.427,0.4445,0.5533,0.2836,0.4184,0.4448,0.4275,0.4362,0.5923,0.7265,0.6594
10.1,0.2606,0.4277,0.4655,0.5539,0.2952,0.4246,0.4559,0.4308,0.4434,0.5919,0.7385,0.6652
10.2,0.2657,0.4293,0.4888,0.5528,0.3095,0.4312,0.4661,0.4362,0.4512,0.5906,0.7502,0.6704
10.3,0.2661,0.4317,0.5134,0.5504,0.3256,0.438,0.4751,0.4433,0.4592,0.588,0.7611,0.6746
10.4,0.2626,0.4345,0.5383,0.5465,0.342,0.4442,0.4826,0.451,0.4668,0.5838,0.7703,0.6771
10.5,0.2562,0.4371,0.5627,0.5404,0.3571,0.4488,0.4881,0.4585,0.4733,0.5781,0.7769,0.6775
10.6,0.2483,0.4391,0.5865,0.5317,0.37,0.4508,0.4914,0.4655,0.4784,0.5708,0.7809,0.6759
10.7,0.2402,0.4401,0.6097,0.521,0.3804,0.4507,0.4924,0.4721,0.4822,0.562,0.7827,0.6724
10.8,0.2326,0.4403,0.6322,0.5091,0.3889,0.449,0.4917,0.4782,0.4849,0.5519,0.7829,0.6674
10.9,0.2258,0.4401,0.6535,0.4976,0.3961,0.4468,0.4894,0.4838,0.4866,0.5408,0.782,0.6614
11,0.2197,0.4397,0.6734,0.4873,0.4026,0.4449,0.4858,0.4886,0.4872,0.529,0.7797,0.6544
11.1,0.214,0.4394,0.6919,0.4786,0.4088,0.4437,0.4811,0.4928,0.4869,0.517,0.7763,0.6467
11.2,0.2086,0.4392,0.7099,0.4716,0.415,0.4433,0.4756,0.4964,0.486,0.5054,0.772,0.6387
11.3,0.2027,0.4392,0.7277,0.4667,0.4213,0.444,0.4703,0.4999,0.4851,0.4946,0.7671,0.6308
11.4,0.1961,0.4391,0.7454,0.4643,0.4278,0.446,0.4656,0.5034,0.4845,0.4849,0.7617,0.6233
11.5,0.1887,0.439,0.7632,0.4643,0.4344,0.4494,0.4617,0.5068,0.4843,0.4769,0.756,0.6164
11.6,0.1807,0.4388,0.7811,0.466,0.4413,0.4536,0.4584,0.5099,0.4842,0.4712,0.7508,0.611
11.7,0.172,0.4383,0.799,0.4686,0.4482,0.4584,0.4555,0.5128,0.4841,0.4684,0.7462,0.6073
11.8,0.1614,0.4373,0.8165,0.471,0.4556,0.4633,0.4531,0.5159,0.4845,0.4681,0.7422,0.6052
11.9,0.1477,0.4356,0.8331,0.473,0.4636,0.4683,0.4514,0.5198,0.4856,0.47,0.738,0.604
12,0.1302,0.4326,0.8479,0.4746,0.4726,0.4736,0.4508,0.5246,0.4877,0.4734,0.7329,0.6032
12.1,0.1091,0.428,0.8605,0.4756,0.4826,0.4791,0.4513,0.53,0.4907,0.478,0.7264,0.6022
12.2,0.0852,0.4216,0.8703,0.4758,0.4938,0.4848,0.4531,0.5357,0.4944,0.4837,0.7185,0.6011
12.3,0.0591,0.4133,0.8774,0.4749,0.506,0.4904,0.4562,0.542,0.4991,0.4906,0.7091,0.5999
12.4,0.0318,0.4032,0.8815,0.4726,0.519,0.4958,0.4607,0.5493,0.505,0.499,0.6983,0.5987
12.5,0.0051,0.3917,0.8821,0.469,0.5316,0.5003,0.4664,0.5576,0.512,0.5085,0.6862,0.5974
12.6,-0.0185,0.3791,0.8786,0.4638,0.5426,0.5032,0.4731,0.5666,0.5198,0.5186,0.6726,0.5956
12.7,-0.0368,0.366,0.8703,0.4573,0.5511,0.5042,0.4805,0.5749,0.5277,0.5286,0.6571,0.5928
12.8,-0.05,0.3534,0.8566,0.4497,0.5572,0.5035,0.4887,0.5825,0.5356,0.5377,0.6392,0.5884
12.9,-0.0595,0.3423,0.8375,0.4417,0.5615,0.5016,0.4976,0.5891,0.5434,0.5453,0.6186,0.582
13,-0.0665,0.3335,0.8136,0.4338,0.5646,0.4992,0.5068,0.595,0.5509,0.5511,0.5958,0.5735
13.1,-0.0729,0.3268,0.7857,0.4258,0.5668,0.4963,0.5156,0.5996,0.5576,0.5546,0.5718,0.5632
13.2,-0.0803,0.3217,0.755,0.4168,0.5678,0.4923,0.523,0.6029,0.5629,0.5557,0.5475,0.5516
13.3,-0.0896,0.3181,0.7228,0.4071,0.5676,0.4873,0.5284,0.6053,0.5669,0.5541,0.5239,0.539
13.4,-0.1003,0.3163,0.6907,0.3973,0.5666,0.4819,0.5317,0.6076,0.5696,0.5499,0.5017,0.5258
13.5,-0.1107,0.3167,0.6603,0.3886,0.5654,0.477,0.533,0.6099,0.5714,0.543,0.4814,0.5122
13.6,-0.1189,0.3193,0.6326,0.3816,0.5644,0.473,0.5323,0.612,0.5721,0.5339,0.4639,0.4989
13.7,-0.1241,0.3239,0.6085,0.3765,0.5636,0.47,0.5297,0.6131,0.5714,0.5235,0.4495,0.4865
13.8,-0.1265,0.3299,0.5883,0.3728,0.563,0.4679,0.5254,0.6131,0.5693,0.5127,0.4381,0.4754
13.9,-0.1265,0.3372,0.5726,0.3708,0.5632,0.467,0.5198,0.6125,0.5662,0.5024,0.43,0.4662
14,-0.1244,0.3458,0.5624,0.3709,0.5648,0.4679,0.5139,0.6122,0.563,0.493,0.4256,0.4593
14.1,-0.1201,0.3556,0.558,0.3736,0.5685,0.471,0.5085,0.6126,0.5605,0.4853,0.4253,0.4553
14.2,-0.1134,0.366,0.5587,0.3792,0.5741,0.4766,0.5041,0.6136,0.5589,0.4792,0.4283,0.4538
14.3,-0.1043,0.3763,0.5633,0.3875,0.5814,0.4844,0.5006,0.6151,0.5579,0.4747,0.4337,0.4542
14.4,-0.0929,0.3857,0.5708,0.3974,0.5898,0.4936,0.4979,0.6171,0.5575,0.4716,0.4403,0.456
14.5,-0.0798,0.3939,0.5803,0.4079,0.5989,0.5034,0.4961,0.6199,0.558,0.4694,0.4474,0.4584
14.6,-0.0657,0.4009,0.591,0.4179,0.6086,0.5132,0.4955,0.624,0.5597,0.468,0.4545,0.4612
14.7,-0.0505,0.4065,0.6014,0.4269,0.6182,0.5226,0.4959,0.6287,0.5623,0.4674,0.4611,0.4643
14.8,-0.0337,0.4107,0.6098,0.4346,0.6274,0.531,0.4972,0.6334,0.5653,0.4679,0.4667,0.4673
14.9,-0.0153,0.4136,0.6151,0.4404,0.6356,0.538,0.4993,0.6377,0.5685,0.4696,0.4706,0.4701
15,0.0035,0.4156,0.6172,0.4443,0.6431,0.5437,0.5021,0.6417,0.5719,0.472,0.4728,0.4724
15.1,0.0206,0.417,0.6157,0.446,0.65,0.548,0.5056,0.6455,0.5756,0.4745,0.4726,0.4736
15.2,0.034,0.4181,0.6107,0.4453,0.6565,0.5509,0.5097,0.649,0.5794,0.4769,0.4699,0.4734
15.3,0.043,0.419,0.6021,0.4422,0.6619,0.5521,0.5141,0.6517,0.5829,0.4795,0.4651,0.4723
15.4,0.0479,0.4195,0.5903,0.4365,0.6657,0.5511,0.5186,0.6529,0.5858,0.4832,0.4592,0.4712
15.5,0.0497,0.4199,0.5762,0.4285,0.6673,0.5479,0.5228,0.6522,0.5875,0.4889,0.4536,0.4712
15.6,0.0491,0.421,0.5606,0.4187,0.6664,0.5426,0.5264,0.6495,0.5879,0.4966,0.4487,0.4727
15.7,0.0467,0.4233,0.544,0.4077,0.6633,0.5355,0.5292,0.6448,0.587,0.5061,0.4451,0.4756
15.8,0.0434,0.4272,0.5269,0.3962,0.6578,0.527,0.5314,0.6384,0.5849,0.5167,0.4431,0.4799
15.9,0.04,0.4326,0.5103,0.385,0.6499,0.5175,0.5332,0.6304,0.5818,0.5285,0.4429,0.4857
16,0.0369,0.4388,0.495,0.3747,0.6398,0.5073,0.5348,0.6212,0.578,0.5417,0.4451,0.4934
16.1,0.0341,0.4451,0.4821,0.3656,0.6281,0.4968,0.5364,0.6113,0.5739,0.5569,0.4498,0.5033
16.2,0.0319,0.4511,0.4721,0.358,0.6152,0.4866,0.5379,0.6017,0.5698,0.5741,0.4573,0.5157
16.3,0.031,0.4565,0.4655,0.3521,0.6019,0.477,0.5392,0.5929,0.5661,0.5932,0.4675,0.5303
16.4,0.0327,0.4615,0.4624,0.3488,0.5883,0.4685,0.54,0.5852,0.5626,0.6131,0.4802,0.5467
16.5,0.0381,0.4666,0.4632,0.3492,0.5752,0.4622,0.5405,0.579,0.5598,0.6333,0.495,0.5641
16.6,0.048,0.4723,0.4681,0.3545,0.5637,0.4591,0.5409,0.5745,0.5577,0.6527,0.5108,0.5817
16.7,0.0631,0.4788,0.4766,0.3652,0.5549,0.4601,0.5417,0.5716,0.5567,0.6705,0.5265,0.5985
16.8,0.0831,0.486,0.4875,0.3806,0.5497,0.4652,0.5435,0.57,0.5568,0.6859,0.541,0.6134
16.9,0.1071,0.4932,0.4995,0.3995,0.5481,0.4738,0.5464,0.5695,0.5579,0.6983,0.5534,0.6258
17,0.1332,0.4997,0.5121,0.4203,0.55,0.4851,0.5501,0.5697,0.5599,0.7077,0.5635,0.6356
17.1,0.1602,0.5053,0.5251,0.442,0.5549,0.4984,0.5545,0.5705,0.5625,0.7136,0.5713,0.6424
17.2,0.1873,0.5098,0.5387,0.4642,0.5624,0.5133,0.5595,0.5716,0.5655,0.7157,0.5768,0.6462
17.3,0.2132,0.5137,0.5523,0.4866,0.5721,0.5294,0.5648,0.5728,0.5688,0.7136,0.5798,0.6467
17.4,0.2367,0.5175,0.5645,0.509,0.5839,0.5464,0.5706,0.5737,0.5721,0.7075,0.5804,0.644
17.5,0.2562,0.5216,0.5745,0.5308,0.5971,0.564,0.5769,0.5741,0.5755,0.6976,0.5787,0.6382
17.6,0.271,0.5261,0.5813,0.5519,0.6114,0.5816,0.5835,0.5738,0.5787,0.6844,0.5749,0.6297
17.7,0.2809,0.5311,0.5847,0.5718,0.6261,0.5989,0.5903,0.5729,0.5816,0.6682,0.5696,0.6189
17.8,0.2861,0.5366,0.5845,0.5902,0.6407,0.6154,0.5973,0.5714,0.5843,0.6496,0.5631,0.6063
17.9,0.2868,0.5428,0.581,0.6072,0.6552,0.6312,0.6041,0.5692,0.5867,0.629,0.5558,0.5924
18,0.2833,0.5498,0.5744,0.6231,0.6698,0.6465,0.6108,0.5666,0.5887,0.6076,0.5479,0.5778
18.1,0.2754,0.5575,0.5655,0.6386,0.6847,0.6617,0.6171,0.5641,0.5906,0.5865,0.5397,0.5631
18.2,0.2632,0.5659,0.5546,0.654,0.6998,0.6769,0.6232,0.562,0.5926,0.5668,0.5315,0.5492
18.3,0.2468,0.5747,0.5422,0.6691,0.7145,0.6918,0.629,0.5604,0.5947,0.5492,0.5242,0.5367
18.4,0.2265,0.5835,0.5285,0.6835,0.7282,0.7058,0.6343,0.5597,0.597,0.5346,0.5185,0.5266
18.5,0.2028,0.5923,0.5141,0.6964,0.7404,0.7184,0.6385,0.5599,0.5992,0.5236,0.5154,0.5195
18.6,0.1764,0.6012,0.4998,0.7076,0.7512,0.7294,0.6414,0.561,0.6012,0.517,0.5153,0.5162
18.7,0.149,0.6104,0.4861,0.7177,0.7604,0.739,0.6432,0.5628,0.603,0.5155,0.5188,0.5172
18.8,0.122,0.6199,0.4738,0.7272,0.768,0.7476,0.6441,0.5653,0.6047,0.5193,0.5259,0.5226
18.9,0.0965,0.63,0.4632,0.7365,0.7739,0.7552,0.6444,0.5687,0.6065,0.528,0.5364,0.5322
19,0.0727,0.6409,0.4552,0.7453,0.7782,0.7617,0.6441,0.5735,0.6088,0.5417,0.5504,0.546
19.1,0.051,0.6526,0.4507,0.7532,0.7808,0.767,0.6437,0.5802,0.6119,0.5605,0.5681,0.5643
19.2,0.0315,0.6652,0.4509,0.7601,0.782,0.771,0.6437,0.5889,0.6163,0.5852,0.59,0.5876
19.3,0.0147,0.679,0.4567,0.7664,0.7822,0.7743,0.6447,0.5998,0.6223,0.6159,0.6163,0.6161
19.4,0.0009,0.6947,0.4682,0.7728,0.7823,0.7775,0.6473,0.6132,0.6302,0.6522,0.6469,0.6496
19.5,-0.0095,0.7135,0.4853,0.7797,0.7829,0.7813,0.6517,0.6293,0.6405,0.6928,0.6816,0.6872
19.6,-0.0166,0.7362,0.5066,0.7875,0.7849,0.7862,0.6581,0.6483,0.6532,0.7357,0.7195,0.7276
19.7,-0.0202,0.7628,0.5306,0.7968,0.7889,0.7928,0.6666,0.6698,0.6682,0.778,0.7589,0.7685
19.8,-0.0209,0.7921,0.5554,0.8077,0.7953,0.8015,0.6774,0.6928,0.6851,0.8169,0.7973,0.8071
