Time,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC,ANZ TENNIS ANIMATIC GOTOYM Client 30 TVC
3,-0.1462,0.6669,0.6812,0.6895,0.5887,0.6391,0.6317,0.6848,0.6582,0.6671,0.6444,0.6557
3.1,-0.1473,0.6702,0.6729,0.6865,0.5725,0.6295,0.6371,0.6747,0.6559,0.6504,0.6399,0.6451
3.2,-0.1463,0.6722,0.6654,0.685,0.5573,0.6211,0.6422,0.6645,0.6533,0.6368,0.6367,0.6367
3.3,-0.1423,0.6729,0.6584,0.6852,0.5431,0.6141,0.6468,0.6539,0.6503,0.6261,0.6341,0.6301
3.4,-0.1339,0.6721,0.6519,0.6873,0.5302,0.6087,0.6509,0.6432,0.647,0.6184,0.6319,0.6252
3.5,-0.1207,0.6692,0.6462,0.6909,0.5184,0.6047,0.6547,0.6331,0.6439,0.6134,0.6303,0.6219
3.6,-0.103,0.6634,0.6414,0.695,0.5071,0.601,0.6589,0.6245,0.6417,0.6109,0.6289,0.6199
3.7,-0.0821,0.6539,0.6372,0.6977,0.4956,0.5967,0.6631,0.6173,0.6402,0.6105,0.6275,0.619
3.8,-0.0593,0.6401,0.6328,0.6979,0.4839,0.5909,0.6665,0.6109,0.6387,0.612,0.6258,0.6189
3.9,-0.0357,0.6221,0.6275,0.6951,0.4718,0.5834,0.6682,0.6044,0.6363,0.6149,0.6236,0.6193
4,-0.0125,0.6001,0.6211,0.6893,0.4595,0.5744,0.6675,0.5972,0.6323,0.6188,0.6208,0.6198
4.1,0.0095,0.5753,0.6138,0.681,0.447,0.564,0.6644,0.589,0.6267,0.6229,0.6173,0.6201
4.2,0.0304,0.549,0.6059,0.6708,0.4344,0.5526,0.6595,0.58,0.6198,0.6266,0.6132,0.6199
4.3,0.0502,0.5228,0.5975,0.6592,0.422,0.5406,0.6529,0.5703,0.6116,0.6297,0.6089,0.6193
4.4,0.0689,0.4981,0.5893,0.6462,0.4096,0.5279,0.6448,0.5599,0.6024,0.6322,0.6047,0.6184
4.5,0.0862,0.4758,0.5817,0.6317,0.3976,0.5146,0.6354,0.5494,0.5924,0.6339,0.6007,0.6173
4.6,0.1016,0.4564,0.5754,0.6155,0.3859,0.5007,0.6251,0.5388,0.582,0.6348,0.5971,0.6159
4.7,0.1151,0.4398,0.5702,0.5975,0.3746,0.4861,0.6141,0.5281,0.5711,0.6349,0.5938,0.6143
4.8,0.1266,0.4259,0.566,0.578,0.3638,0.4709,0.6023,0.517,0.5596,0.634,0.5906,0.6123
4.9,0.1369,0.4146,0.5626,0.5577,0.3536,0.4556,0.5897,0.5052,0.5474,0.6321,0.5871,0.6096
5,0.1458,0.4064,0.5596,0.5371,0.3443,0.4407,0.5761,0.4923,0.5342,0.6289,0.5828,0.6059
5.1,0.1531,0.4013,0.5565,0.5167,0.3365,0.4266,0.5616,0.4784,0.52,0.6248,0.5775,0.6011
5.2,0.158,0.3995,0.5526,0.4968,0.3305,0.4137,0.5463,0.4642,0.5053,0.6198,0.5711,0.5954
5.3,0.1602,0.4009,0.5473,0.4779,0.3267,0.4023,0.5307,0.4498,0.4902,0.6143,0.5635,0.5889
5.4,0.1592,0.4057,0.54,0.461,0.3255,0.3932,0.5153,0.4352,0.4753,0.6086,0.5552,0.5819
5.5,0.1548,0.4141,0.531,0.4467,0.3276,0.3871,0.5012,0.4209,0.461,0.603,0.5465,0.5748
5.6,0.1467,0.4264,0.5207,0.4358,0.3333,0.3845,0.4889,0.4075,0.4482,0.5979,0.5382,0.5681
5.7,0.1352,0.4424,0.5101,0.4287,0.343,0.3858,0.4789,0.3959,0.4374,0.5939,0.5312,0.5626
5.8,0.1216,0.4619,0.4998,0.4261,0.3566,0.3913,0.4715,0.3865,0.429,0.5922,0.5262,0.5592
5.9,0.1077,0.4847,0.4907,0.4286,0.3738,0.4012,0.4672,0.38,0.4236,0.5937,0.5238,0.5588
6,0.0948,0.5105,0.4837,0.4365,0.3946,0.4155,0.4667,0.3768,0.4218,0.5992,0.5244,0.5618
6.1,0.0835,0.5384,0.4794,0.4496,0.4186,0.4341,0.4703,0.3771,0.4237,0.6091,0.5284,0.5688
6.2,0.0736,0.5669,0.4784,0.4669,0.4454,0.4561,0.4778,0.3811,0.4295,0.6236,0.5361,0.5799
6.3,0.0648,0.5943,0.4801,0.4869,0.4743,0.4806,0.4889,0.3882,0.4386,0.6425,0.5478,0.5951
6.4,0.0571,0.6187,0.484,0.5081,0.504,0.506,0.5032,0.3979,0.4506,0.6651,0.5631,0.6141
6.5,0.05,0.6391,0.4902,0.5293,0.5335,0.5314,0.5205,0.4101,0.4653,0.6904,0.5816,0.636
6.6,0.0426,0.6546,0.4989,0.5496,0.5624,0.556,0.541,0.4252,0.4831,0.7177,0.6027,0.6602
6.7,0.0344,0.6651,0.5101,0.568,0.5902,0.5791,0.5644,0.4434,0.5039,0.7464,0.6262,0.6863
6.8,0.0259,0.6705,0.5236,0.5837,0.6164,0.6001,0.5901,0.4644,0.5272,0.7756,0.6517,0.7136
6.9,0.0179,0.6711,0.5386,0.5955,0.6401,0.6178,0.6165,0.4873,0.5519,0.8044,0.6787,0.7415
7,0.0108,0.6675,0.555,0.6029,0.6605,0.6317,0.642,0.5113,0.5767,0.8323,0.706,0.7692
7.1,0.0049,0.6604,0.5724,0.6061,0.677,0.6415,0.6655,0.5356,0.6006,0.8591,0.7329,0.796
7.2,0.0004,0.6506,0.5907,0.6056,0.6898,0.6477,0.6867,0.5598,0.6232,0.8848,0.7589,0.8219
7.3,-0.0025,0.6395,0.6098,0.6024,0.6995,0.6509,0.7059,0.5838,0.6449,0.9097,0.7836,0.8466
7.4,-0.0036,0.6281,0.6296,0.5973,0.706,0.6517,0.7236,0.6078,0.6657,0.9339,0.8071,0.8705
7.5,-0.0032,0.6174,0.65,0.591,0.7096,0.6503,0.7398,0.6315,0.6856,0.9571,0.8291,0.8931
7.6,-0.0018,0.6082,0.6707,0.5839,0.7108,0.6473,0.7546,0.6549,0.7048,0.9786,0.8493,0.9139
7.7,-0.0004,0.6011,0.6916,0.5763,0.7105,0.6434,0.7678,0.678,0.7229,0.9979,0.8676,0.9327
7.8,-0.0002,0.5966,0.7124,0.5685,0.7098,0.6391,0.7792,0.7003,0.7397,1.0149,0.8838,0.9493
7.9,-0.0021,0.595,0.7327,0.561,0.7092,0.6351,0.7889,0.7213,0.7551,1.0294,0.898,0.9637
8,-0.0059,0.5963,0.7518,0.5544,0.7083,0.6314,0.7969,0.7402,0.7686,1.0413,0.9103,0.9758
8.1,-0.0104,0.6009,0.7691,0.5493,0.7067,0.628,0.8032,0.7567,0.7799,1.051,0.9209,0.9859
8.2,-0.0146,0.6086,0.7841,0.5464,0.7041,0.6252,0.8077,0.7706,0.7891,1.0585,0.93,0.9943
8.3,-0.0188,0.6188,0.797,0.5456,0.7005,0.623,0.8104,0.7821,0.7962,1.0641,0.9379,1.001
8.4,-0.0244,0.6304,0.8079,0.5464,0.6962,0.6213,0.8114,0.7912,0.8013,1.0676,0.9446,1.0061
8.5,-0.0327,0.6426,0.8165,0.5479,0.6913,0.6196,0.8107,0.7978,0.8043,1.0688,0.9498,1.0093
8.6,-0.0449,0.6548,0.8225,0.5492,0.6854,0.6173,0.8085,0.8015,0.805,1.0671,0.9534,1.0103
8.7,-0.0621,0.6662,0.8256,0.5494,0.6787,0.6141,0.8049,0.8022,0.8036,1.0629,0.9555,1.0092
8.8,-0.0853,0.6761,0.826,0.5483,0.6716,0.6099,0.8002,0.8002,0.8002,1.0566,0.9565,1.0066
8.9,-0.1143,0.6838,0.8242,0.5456,0.6644,0.605,0.7944,0.796,0.7952,1.0489,0.957,1.003
9,-0.1478,0.6891,0.8203,0.5415,0.6575,0.5995,0.7873,0.7897,0.7885,1.04,0.9572,0.9986
9.1,-0.1836,0.6922,0.814,0.5362,0.6507,0.5935,0.7782,0.7811,0.7796,1.03,0.9564,0.9932
9.2,-0.2198,0.6934,0.8046,0.5296,0.6444,0.587,0.7667,0.7697,0.7682,1.0182,0.9539,0.9861
9.3,-0.2554,0.6928,0.7922,0.5217,0.6388,0.5803,0.7528,0.7558,0.7543,1.0043,0.9491,0.9767
9.4,-0.2896,0.69,0.7774,0.5124,0.6338,0.5731,0.737,0.74,0.7385,0.988,0.9422,0.9651
9.5,-0.3211,0.6847,0.7611,0.5021,0.6293,0.5657,0.7198,0.7232,0.7215,0.9697,0.9333,0.9515
9.6,-0.3483,0.6776,0.7439,0.4916,0.6251,0.5584,0.7018,0.7061,0.704,0.95,0.9227,0.9363
9.7,-0.3699,0.6697,0.7263,0.482,0.6213,0.5516,0.6838,0.6895,0.6867,0.9287,0.9099,0.9193
9.8,-0.3855,0.6625,0.7091,0.4742,0.6179,0.546,0.6667,0.6744,0.6705,0.9059,0.8946,0.9002
9.9,-0.395,0.6566,0.6931,0.4687,0.6153,0.542,0.6517,0.6614,0.6566,0.8817,0.8771,0.8794
10,-0.3987,0.652,0.6789,0.4658,0.6134,0.5396,0.6396,0.6511,0.6453,0.8571,0.8578,0.8575
10.1,-0.3976,0.6479,0.6661,0.4657,0.6121,0.5389,0.6305,0.6433,0.6369,0.8331,0.8374,0.8353
10.2,-0.3928,0.6445,0.6552,0.4684,0.6111,0.5398,0.6247,0.6385,0.6316,0.8103,0.8163,0.8133
10.3,-0.386,0.6421,0.647,0.4741,0.6107,0.5424,0.6227,0.6373,0.63,0.7896,0.7949,0.7923
10.4,-0.3783,0.641,0.6422,0.4827,0.6114,0.5471,0.6253,0.6397,0.6325,0.7716,0.7734,0.7725
10.5,-0.3702,0.6415,0.6406,0.4939,0.6136,0.5538,0.6325,0.6454,0.6389,0.7557,0.7517,0.7537
10.6,-0.362,0.643,0.6417,0.5068,0.6169,0.5618,0.643,0.653,0.648,0.741,0.7295,0.7352
10.7,-0.3532,0.6448,0.6446,0.5203,0.6203,0.5703,0.6554,0.6614,0.6584,0.7269,0.707,0.7169
10.8,-0.3441,0.646,0.6482,0.5337,0.6229,0.5783,0.6684,0.6693,0.6689,0.713,0.6847,0.6989
10.9,-0.3343,0.6461,0.6515,0.5461,0.6241,0.5851,0.6817,0.6759,0.6788,0.6988,0.6628,0.6808
11,-0.3231,0.645,0.6536,0.5572,0.624,0.5906,0.6952,0.6808,0.688,0.6836,0.6415,0.6625
11.1,-0.3097,0.6429,0.6543,0.5674,0.6228,0.5951,0.7089,0.6838,0.6964,0.6678,0.6214,0.6446
11.2,-0.2936,0.6401,0.6541,0.5764,0.6205,0.5984,0.7225,0.6854,0.7039,0.6525,0.6034,0.6279
11.3,-0.2743,0.6369,0.6536,0.5841,0.6167,0.6004,0.7358,0.6864,0.7111,0.6388,0.5882,0.6135
11.4,-0.2515,0.6333,0.6537,0.5902,0.6114,0.6008,0.7484,0.6874,0.7179,0.6275,0.5765,0.602
11.5,-0.2255,0.6293,0.6545,0.594,0.6048,0.5994,0.7596,0.6887,0.7242,0.6186,0.568,0.5933
11.6,-0.1973,0.6248,0.6562,0.5956,0.5978,0.5967,0.7688,0.6901,0.7294,0.612,0.5627,0.5874
11.7,-0.1688,0.6201,0.6589,0.5952,0.5915,0.5934,0.7753,0.6914,0.7333,0.6079,0.5604,0.5842
11.8,-0.1408,0.6165,0.6627,0.594,0.587,0.5905,0.7788,0.6926,0.7357,0.6068,0.5613,0.584
11.9,-0.1133,0.6152,0.6675,0.593,0.5847,0.5888,0.7791,0.6937,0.7364,0.6089,0.5653,0.5871
12,-0.0859,0.6168,0.6735,0.5932,0.5843,0.5888,0.7764,0.6946,0.7355,0.6143,0.5729,0.5936
12.1,-0.0589,0.6208,0.6806,0.5952,0.5856,0.5904,0.7709,0.6952,0.7331,0.6229,0.5842,0.6035
12.2,-0.0326,0.6262,0.6887,0.5995,0.588,0.5937,0.7631,0.6955,0.7293,0.6345,0.5987,0.6166
12.3,-0.008,0.6324,0.6974,0.6065,0.5913,0.5989,0.7535,0.6953,0.7244,0.6484,0.6158,0.6321
12.4,0.0142,0.639,0.7064,0.6162,0.5953,0.6057,0.7423,0.6943,0.7183,0.664,0.6347,0.6493
12.5,0.0332,0.6457,0.715,0.6281,0.5993,0.6137,0.7297,0.6922,0.711,0.6803,0.6547,0.6675
12.6,0.0484,0.6515,0.7233,0.6413,0.6027,0.622,0.7162,0.6889,0.7025,0.697,0.6753,0.6861
12.7,0.0594,0.6552,0.7317,0.6547,0.605,0.6299,0.7024,0.6847,0.6936,0.7139,0.6959,0.7049
12.8,0.0664,0.6563,0.7403,0.6673,0.6061,0.6367,0.6893,0.6802,0.6847,0.7311,0.716,0.7236
12.9,0.0692,0.6549,0.7485,0.6787,0.6062,0.6424,0.6776,0.6755,0.6766,0.7483,0.7352,0.7417
13,0.0678,0.6511,0.7557,0.688,0.6057,0.6468,0.6678,0.6706,0.6692,0.7651,0.7529,0.759
13.1,0.0624,0.6447,0.7611,0.6946,0.6044,0.6495,0.6599,0.665,0.6624,0.781,0.7689,0.7749
13.2,0.0538,0.6353,0.764,0.698,0.6022,0.6501,0.6537,0.6581,0.6559,0.7956,0.7828,0.7892
13.3,0.0436,0.6225,0.7643,0.698,0.5988,0.6484,0.6487,0.6498,0.6493,0.8087,0.7943,0.8015
13.4,0.0331,0.6071,0.7618,0.6951,0.5945,0.6448,0.6444,0.6399,0.6422,0.82,0.8031,0.8116
13.5,0.0239,0.5903,0.7567,0.6899,0.5895,0.6397,0.6402,0.6287,0.6344,0.8293,0.8089,0.8191
13.6,0.0169,0.5737,0.7489,0.6833,0.5842,0.6337,0.636,0.6161,0.626,0.8359,0.811,0.8235
13.7,0.0133,0.5579,0.7383,0.676,0.5786,0.6273,0.6319,0.6023,0.6171,0.8396,0.8091,0.8244
13.8,0.0135,0.5434,0.7245,0.6685,0.5728,0.6206,0.6276,0.5873,0.6074,0.84,0.803,0.8215
13.9,0.0179,0.5303,0.7073,0.6611,0.5669,0.614,0.6227,0.5711,0.5969,0.8369,0.7927,0.8148
14,0.0256,0.5194,0.6869,0.6542,0.5614,0.6078,0.6169,0.5543,0.5856,0.8306,0.7788,0.8047
14.1,0.0351,0.5117,0.6638,0.6484,0.557,0.6027,0.6104,0.5374,0.5739,0.8211,0.7621,0.7916
14.2,0.0449,0.5084,0.6389,0.6447,0.5548,0.5998,0.6035,0.5211,0.5623,0.8086,0.7434,0.776
14.3,0.0546,0.5104,0.6134,0.6442,0.556,0.6001,0.5968,0.5063,0.5516,0.793,0.7236,0.7583
14.4,0.064,0.5184,0.5891,0.6479,0.561,0.6044,0.5905,0.4939,0.5422,0.7747,0.7036,0.7391
14.5,0.073,0.5326,0.5673,0.656,0.5701,0.6131,0.5848,0.4843,0.5345,0.7542,0.6846,0.7194
14.6,0.0809,0.553,0.5491,0.6682,0.5828,0.6255,0.5794,0.4777,0.5286,0.7323,0.6677,0.7
14.7,0.0865,0.5787,0.5346,0.6835,0.5984,0.6409,0.5742,0.4739,0.5241,0.7099,0.6537,0.6818
14.8,0.089,0.6086,0.5233,0.7008,0.6161,0.6584,0.5689,0.4722,0.5206,0.6875,0.6426,0.665
14.9,0.0877,0.6415,0.5141,0.7197,0.6353,0.6775,0.5634,0.4719,0.5176,0.6654,0.6339,0.6497
15,0.0829,0.6766,0.5064,0.7399,0.6557,0.6978,0.5579,0.4723,0.5151,0.6442,0.6276,0.6359
15.1,0.0756,0.7129,0.5002,0.7608,0.6769,0.7189,0.5531,0.4736,0.5133,0.6249,0.6238,0.6244
15.2,0.0674,0.749,0.4957,0.7811,0.6979,0.7395,0.5497,0.4762,0.513,0.6081,0.6229,0.6155
15.3,0.0596,0.7835,0.4932,0.7992,0.7179,0.7585,0.5481,0.4804,0.5143,0.5942,0.6247,0.6095
15.4,0.0522,0.8147,0.4929,0.8139,0.7363,0.7751,0.5485,0.4863,0.5174,0.5834,0.6289,0.6061
15.5,0.0447,0.8418,0.495,0.8246,0.7532,0.7889,0.5511,0.4939,0.5225,0.5761,0.6352,0.6056
15.6,0.0373,0.8643,0.4996,0.8313,0.769,0.8002,0.556,0.5034,0.5297,0.5727,0.6433,0.608
15.7,0.0302,0.8823,0.5072,0.8344,0.784,0.8092,0.563,0.5149,0.5389,0.5734,0.6533,0.6133
15.8,0.0242,0.8956,0.5183,0.834,0.7981,0.816,0.5719,0.5286,0.5503,0.578,0.6649,0.6215
15.9,0.0195,0.9041,0.533,0.8304,0.8109,0.8206,0.5825,0.5445,0.5635,0.5858,0.6776,0.6317
16,0.0158,0.9079,0.5506,0.824,0.8221,0.8231,0.5946,0.5621,0.5784,0.5958,0.6906,0.6432
16.1,0.0132,0.9073,0.5705,0.8156,0.8314,0.8235,0.6084,0.5806,0.5945,0.6072,0.7033,0.6553
16.2,0.0123,0.902,0.5915,0.8056,0.8377,0.8217,0.6234,0.5993,0.6114,0.6192,0.7154,0.6673
16.3,0.0143,0.8918,0.6127,0.7945,0.8396,0.8171,0.6391,0.6172,0.6282,0.6313,0.7271,0.6792
16.4,0.0199,0.8764,0.6337,0.7827,0.8362,0.8094,0.6546,0.6337,0.6442,0.6436,0.7386,0.6911
16.5,0.0284,0.8566,0.6541,0.7711,0.8275,0.7993,0.6688,0.6485,0.6587,0.6555,0.75,0.7027
16.6,0.0381,0.8337,0.6737,0.7608,0.8147,0.7877,0.681,0.6616,0.6713,0.6664,0.761,0.7137
16.7,0.0472,0.809,0.692,0.7525,0.7989,0.7757,0.6906,0.6732,0.6819,0.6756,0.7712,0.7234
16.8,0.0547,0.7833,0.7087,0.7464,0.7812,0.7638,0.6979,0.6835,0.6907,0.6822,0.7802,0.7312
16.9,0.06,0.7568,0.7234,0.7427,0.7621,0.7524,0.7032,0.6926,0.6979,0.6863,0.7878,0.737
17,0.0625,0.7299,0.7361,0.7414,0.7426,0.742,0.707,0.7008,0.7039,0.6883,0.794,0.7411
17.1,0.0615,0.7032,0.7468,0.7423,0.724,0.7332,0.7096,0.7084,0.709,0.6889,0.7993,0.7441
17.2,0.0571,0.6775,0.7561,0.7446,0.707,0.7258,0.7107,0.7152,0.7129,0.6888,0.8044,0.7466
17.3,0.0498,0.6535,0.7646,0.7477,0.6921,0.7199,0.7105,0.7214,0.7159,0.6885,0.8099,0.7492
17.4,0.0402,0.6319,0.7727,0.7512,0.6791,0.7151,0.7093,0.7272,0.7183,0.6885,0.8161,0.7523
17.5,0.0292,0.6129,0.7806,0.7552,0.6679,0.7116,0.7082,0.733,0.7206,0.6893,0.8229,0.7561
17.6,0.0174,0.5967,0.7881,0.7596,0.6586,0.7091,0.7079,0.7391,0.7235,0.6911,0.8301,0.7606
17.7,0.0055,0.5832,0.7947,0.7638,0.6506,0.7072,0.7088,0.7455,0.7271,0.6941,0.8374,0.7657
17.8,-0.0062,0.572,0.7999,0.7667,0.6437,0.7052,0.7107,0.7516,0.7312,0.6981,0.8448,0.7714
17.9,-0.018,0.5631,0.8038,0.7676,0.638,0.7028,0.7135,0.7576,0.7356,0.7035,0.8524,0.778
18,-0.0302,0.5566,0.807,0.7668,0.6339,0.7003,0.7176,0.7635,0.7406,0.7108,0.8606,0.7857
18.1,-0.0432,0.5531,0.8105,0.7648,0.6327,0.6988,0.7232,0.77,0.7466,0.7201,0.8692,0.7947
18.2,-0.0562,0.5529,0.8147,0.7621,0.6354,0.6988,0.7304,0.777,0.7537,0.7313,0.8781,0.8047
18.3,-0.0686,0.5561,0.8196,0.7587,0.6427,0.7007,0.7387,0.7841,0.7614,0.7434,0.8867,0.8151
18.4,-0.08,0.5623,0.8251,0.7546,0.6546,0.7046,0.7478,0.7909,0.7694,0.7559,0.8947,0.8253
18.5,-0.0903,0.571,0.8318,0.7498,0.671,0.7104,0.7574,0.7974,0.7774,0.7683,0.9019,0.8351
18.6,-0.0998,0.5816,0.8401,0.7447,0.6913,0.718,0.7671,0.8035,0.7853,0.7802,0.9082,0.8442
18.7,-0.1085,0.5936,0.8497,0.7391,0.7145,0.7268,0.7767,0.809,0.7929,0.791,0.9134,0.8522
18.8,-0.1156,0.6064,0.8598,0.7329,0.7395,0.7362,0.7857,0.8132,0.7995,0.8001,0.9173,0.8587
18.9,-0.1198,0.6192,0.8698,0.7261,0.7648,0.7454,0.7939,0.8157,0.8048,0.8071,0.92,0.8635
19,-0.1197,0.6311,0.8789,0.7186,0.7889,0.7537,0.801,0.8163,0.8086,0.8114,0.9212,0.8663
19.1,-0.1154,0.6416,0.8862,0.7101,0.8105,0.7603,0.8066,0.8145,0.8106,0.8126,0.9207,0.8667
19.2,-0.1075,0.65,0.8902,0.7003,0.8282,0.7642,0.8104,0.8098,0.8101,0.8106,0.9182,0.8644
19.3,-0.0971,0.6557,0.8895,0.6885,0.8409,0.7647,0.8122,0.8014,0.8068,0.8054,0.9134,0.8594
19.4,-0.0851,0.6584,0.8833,0.6747,0.8478,0.7612,0.8121,0.7893,0.8007,0.7972,0.9064,0.8518
19.5,-0.0712,0.6582,0.8718,0.6593,0.849,0.7542,0.8105,0.7741,0.7923,0.7867,0.8972,0.842
19.6,-0.0553,0.6559,0.8553,0.6436,0.845,0.7443,0.808,0.7566,0.7823,0.7744,0.8862,0.8303
19.7,-0.0378,0.6524,0.8342,0.6287,0.8364,0.7326,0.8045,0.7372,0.7708,0.7607,0.8735,0.8171
19.8,-0.0198,0.6486,0.8089,0.6154,0.8245,0.7199,0.7998,0.716,0.7579,0.7459,0.8595,0.8027
19.9,-0.0029,0.6445,0.7801,0.6037,0.81,0.7069,0.7937,0.6934,0.7435,0.7299,0.8444,0.7871
20,0.012,0.6401,0.7486,0.5936,0.7932,0.6934,0.7859,0.6696,0.7278,0.713,0.8281,0.7705
20.1,0.0251,0.6352,0.7155,0.5846,0.7741,0.6794,0.7768,0.6456,0.7112,0.6958,0.8108,0.7533
20.2,0.0374,0.6302,0.6821,0.5767,0.7527,0.6647,0.7664,0.6221,0.6942,0.6789,0.7929,0.7359
20.3,0.0491,0.6255,0.6495,0.5699,0.7294,0.6497,0.7551,0.5999,0.6775,0.6631,0.7751,0.7191
20.4,0.06,0.6216,0.6189,0.5643,0.705,0.6346,0.7431,0.5798,0.6614,0.649,0.7577,0.7034
20.5,0.0702,0.6183,0.591,0.5599,0.6796,0.6197,0.7308,0.5625,0.6466,0.6371,0.7414,0.6892
20.6,0.08,0.6152,0.5663,0.5562,0.653,0.6046,0.7186,0.5483,0.6335,0.6277,0.7263,0.677
