Time,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC,Optus Sport - Every Inspirational Moment 60 TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
47,-0.3237,0.5497,0.4516,0.4842,0.7147,0.5994,0.2925,0.5157,0.4041,0.6774,0.7214,0.6994
47.1,-0.2886,0.5345,0.4621,0.4639,0.6903,0.5771,0.2793,0.499,0.3892,0.6705,0.7309,0.7007
47.2,-0.2491,0.5215,0.4747,0.4469,0.6652,0.5561,0.2706,0.4855,0.378,0.6656,0.7404,0.703
47.3,-0.2062,0.5109,0.4889,0.4338,0.64,0.5369,0.2658,0.4757,0.3707,0.6619,0.7489,0.7054
47.4,-0.1618,0.5028,0.5041,0.4247,0.6152,0.52,0.2645,0.4697,0.3671,0.6589,0.7555,0.7072
47.5,-0.1187,0.4976,0.5198,0.4196,0.592,0.5058,0.2666,0.4674,0.367,0.6557,0.7596,0.7076
47.6,-0.0787,0.4952,0.5356,0.4187,0.5711,0.4949,0.2721,0.4685,0.3703,0.652,0.7609,0.7064
47.7,-0.0431,0.4955,0.5516,0.4226,0.5532,0.4879,0.281,0.4727,0.3768,0.6476,0.7596,0.7036
47.8,-0.012,0.4982,0.5673,0.4316,0.5386,0.4851,0.2929,0.4795,0.3862,0.6422,0.7556,0.6989
47.9,0.014,0.5027,0.582,0.4454,0.5273,0.4864,0.3076,0.488,0.3978,0.6352,0.7486,0.6919
48,0.0343,0.5088,0.5949,0.4632,0.5194,0.4913,0.3247,0.4975,0.4111,0.6258,0.7384,0.6821
48.1,0.049,0.516,0.6055,0.4839,0.5147,0.4993,0.3437,0.507,0.4253,0.6136,0.7253,0.6694
48.2,0.0589,0.5243,0.6136,0.5065,0.5128,0.5097,0.3635,0.5158,0.4396,0.5986,0.7099,0.6543
48.3,0.0655,0.5328,0.619,0.5303,0.5133,0.5218,0.3828,0.5232,0.453,0.5812,0.6932,0.6372
48.4,0.0698,0.5405,0.6218,0.554,0.5154,0.5347,0.4,0.5289,0.4644,0.5618,0.676,0.6189
48.5,0.0723,0.5457,0.6224,0.5758,0.518,0.5469,0.4137,0.5326,0.4732,0.5406,0.6592,0.5999
48.6,0.0727,0.5472,0.6216,0.5941,0.5203,0.5572,0.4234,0.5343,0.4788,0.5181,0.6432,0.5807
48.7,0.0719,0.5448,0.6199,0.6076,0.5214,0.5645,0.4281,0.5336,0.4809,0.4945,0.6283,0.5614
48.8,0.0712,0.5387,0.6178,0.6156,0.5206,0.5681,0.4278,0.5305,0.4791,0.4704,0.6147,0.5425
48.9,0.0712,0.5292,0.6153,0.6176,0.5174,0.5675,0.4227,0.5247,0.4737,0.4467,0.6028,0.5247
49,0.0716,0.5174,0.6127,0.6128,0.5124,0.5626,0.4138,0.5165,0.4652,0.4244,0.5934,0.5089
49.1,0.072,0.5043,0.6101,0.6011,0.5065,0.5538,0.4019,0.5065,0.4542,0.4048,0.5869,0.4959
49.2,0.0727,0.4917,0.6076,0.583,0.501,0.542,0.388,0.4952,0.4416,0.3893,0.5838,0.4865
49.3,0.0739,0.4807,0.6051,0.5607,0.4966,0.5287,0.3726,0.483,0.4278,0.3786,0.5837,0.4812
49.4,0.0753,0.4723,0.6029,0.5367,0.4939,0.5153,0.3561,0.4704,0.4132,0.3729,0.5862,0.4796
49.5,0.0762,0.4665,0.6009,0.5125,0.4931,0.5028,0.3391,0.4578,0.3984,0.3718,0.5907,0.4812
49.6,0.0748,0.463,0.599,0.4895,0.4943,0.4919,0.3221,0.4458,0.384,0.3749,0.5962,0.4855
49.7,0.0697,0.4617,0.5966,0.4685,0.4975,0.483,0.3059,0.4354,0.3706,0.3819,0.6018,0.4918
49.8,0.0601,0.4621,0.5933,0.4513,0.5028,0.477,0.2913,0.427,0.3591,0.3928,0.6065,0.4996
49.9,0.0465,0.4641,0.5887,0.439,0.5095,0.4742,0.279,0.4209,0.35,0.4074,0.6095,0.5084
50,0.0297,0.4675,0.5825,0.4325,0.5175,0.475,0.2694,0.4167,0.3431,0.4253,0.6103,0.5178
50.1,0.0097,0.4729,0.5745,0.4324,0.527,0.4797,0.2627,0.4139,0.3383,0.4455,0.6089,0.5272
50.2,-0.0129,0.481,0.5646,0.4391,0.5387,0.4889,0.2591,0.4121,0.3356,0.4675,0.6056,0.5366
50.3,-0.0374,0.4925,0.5527,0.4528,0.5531,0.5029,0.2588,0.4113,0.335,0.4911,0.6007,0.5459
50.4,-0.0624,0.5066,0.539,0.4731,0.5692,0.5212,0.2611,0.4109,0.336,0.516,0.5945,0.5552
50.5,-0.0872,0.522,0.5238,0.4988,0.5856,0.5422,0.2653,0.4104,0.3379,0.5417,0.5876,0.5647
50.6,-0.1121,0.5372,0.5078,0.5278,0.6011,0.5644,0.2702,0.4091,0.3397,0.5672,0.5799,0.5736
50.7,-0.1385,0.5518,0.4915,0.5579,0.6153,0.5866,0.275,0.4066,0.3408,0.5907,0.571,0.5809
50.8,-0.1667,0.566,0.475,0.5876,0.6282,0.6079,0.2792,0.4027,0.341,0.6109,0.56,0.5855
50.9,-0.1957,0.5804,0.4586,0.6161,0.6396,0.6279,0.2822,0.3976,0.3399,0.6269,0.5467,0.5868
51,-0.2226,0.595,0.4428,0.6427,0.6492,0.646,0.2835,0.3919,0.3377,0.6389,0.5315,0.5852
51.1,-0.244,0.6096,0.4288,0.6668,0.6563,0.6615,0.2829,0.3869,0.3349,0.6469,0.5158,0.5813
51.2,-0.2569,0.6237,0.4179,0.6876,0.6601,0.6739,0.281,0.3841,0.3325,0.6513,0.5012,0.5762
51.3,-0.2601,0.6375,0.4112,0.7053,0.6603,0.6828,0.2783,0.3847,0.3315,0.6523,0.4887,0.5705
51.4,-0.2533,0.6513,0.4091,0.72,0.6568,0.6884,0.2753,0.3897,0.3325,0.6501,0.4789,0.5645
51.5,-0.2368,0.6655,0.4113,0.7322,0.6503,0.6913,0.2717,0.3994,0.3355,0.645,0.4714,0.5582
51.6,-0.2128,0.6797,0.4177,0.7425,0.6416,0.6921,0.2671,0.4139,0.3405,0.6371,0.4658,0.5515
51.7,-0.1845,0.6931,0.4285,0.751,0.6318,0.6914,0.2613,0.4337,0.3475,0.6262,0.461,0.5436
51.8,-0.1563,0.7047,0.4447,0.7581,0.6213,0.6897,0.2549,0.4589,0.3569,0.6116,0.4561,0.5338
51.9,-0.1314,0.714,0.4669,0.7642,0.6109,0.6876,0.2485,0.4895,0.369,0.5928,0.4505,0.5217
52,-0.1114,0.7214,0.4955,0.7702,0.6009,0.6856,0.2434,0.5251,0.3843,0.5698,0.4442,0.507
52.1,-0.0954,0.7273,0.5313,0.7765,0.5918,0.6841,0.2403,0.565,0.4027,0.543,0.4375,0.4902
52.2,-0.082,0.7317,0.5745,0.7827,0.5842,0.6834,0.2399,0.6085,0.4242,0.5133,0.431,0.4721
52.3,-0.0703,0.7347,0.6242,0.7881,0.5783,0.6832,0.2427,0.6546,0.4487,0.4814,0.4248,0.4531
52.4,-0.0605,0.7362,0.6781,0.7917,0.5743,0.683,0.2481,0.7017,0.4749,0.4477,0.4188,0.4333
52.5,-0.0527,0.7365,0.733,0.7933,0.5725,0.6829,0.2551,0.7478,0.5014,0.4123,0.4124,0.4123
52.6,-0.0474,0.7364,0.7861,0.7934,0.5737,0.6835,0.2625,0.7908,0.5267,0.3755,0.4052,0.3903
52.7,-0.0453,0.7366,0.8361,0.7926,0.5784,0.6855,0.2704,0.8296,0.55,0.3385,0.3975,0.368
52.8,-0.0467,0.7372,0.8818,0.7917,0.5863,0.689,0.2791,0.8633,0.5712,0.3026,0.3901,0.3463
52.9,-0.0517,0.7382,0.9219,0.791,0.596,0.6935,0.2895,0.8916,0.5905,0.2692,0.3837,0.3264
53,-0.0591,0.7395,0.955,0.7908,0.6059,0.6984,0.3017,0.9139,0.6078,0.2389,0.3789,0.3089
53.1,-0.0674,0.7414,0.9803,0.792,0.6151,0.7036,0.3154,0.9298,0.6226,0.2121,0.3761,0.2941
53.2,-0.0743,0.7444,0.9982,0.7953,0.6237,0.7095,0.3302,0.9392,0.6347,0.1891,0.3759,0.2825
53.3,-0.0779,0.7483,1.0091,0.8,0.6315,0.7158,0.3453,0.9416,0.6435,0.1709,0.3795,0.2752
53.4,-0.0767,0.7527,1.0138,0.8051,0.6379,0.7215,0.3596,0.937,0.6483,0.1581,0.388,0.2731
53.5,-0.07,0.7572,1.0131,0.8096,0.6423,0.726,0.3715,0.9252,0.6484,0.1517,0.4012,0.2764
53.6,-0.0571,0.7613,1.0081,0.8134,0.6445,0.7289,0.3803,0.9071,0.6437,0.1518,0.4184,0.2851
53.7,-0.0381,0.7647,1.0006,0.8173,0.6447,0.731,0.3855,0.8842,0.6348,0.1589,0.4384,0.2986
53.8,-0.0141,0.7667,0.9922,0.822,0.6438,0.7329,0.3878,0.8586,0.6232,0.1732,0.4603,0.3168
53.9,0.0129,0.7673,0.9841,0.8278,0.6428,0.7353,0.3882,0.8321,0.6101,0.1948,0.4835,0.3391
54,0.0405,0.767,0.9765,0.8347,0.6425,0.7386,0.3877,0.8064,0.597,0.2235,0.5073,0.3654
54.1,0.0673,0.7665,0.9691,0.8427,0.6435,0.7431,0.3866,0.7824,0.5845,0.2589,0.5316,0.3953
54.2,0.0929,0.7658,0.9617,0.8518,0.6455,0.7486,0.3854,0.7606,0.573,0.3013,0.5571,0.4292
54.3,0.1171,0.7649,0.9542,0.8619,0.6486,0.7553,0.3844,0.7413,0.5629,0.3514,0.5848,0.4681
54.4,0.1387,0.7639,0.9467,0.8729,0.6529,0.7629,0.3838,0.725,0.5544,0.4093,0.6153,0.5123
54.5,0.1552,0.763,0.9391,0.8842,0.6589,0.7715,0.3837,0.7119,0.5478,0.4735,0.6478,0.5607
54.6,0.164,0.7624,0.931,0.8954,0.667,0.7812,0.3845,0.7023,0.5434,0.5405,0.6802,0.6104
54.7,0.1629,0.7622,0.9217,0.9059,0.6776,0.7918,0.3864,0.6953,0.5408,0.6065,0.7101,0.6583
54.8,0.1513,0.7622,0.9105,0.9153,0.6902,0.8028,0.3893,0.6904,0.5398,0.6681,0.7355,0.7018
54.9,0.1294,0.7618,0.897,0.9228,0.7043,0.8135,0.3934,0.6869,0.5401,0.7237,0.7561,0.7399
55,0.0982,0.7606,0.8809,0.9273,0.7188,0.8231,0.3987,0.6846,0.5417,0.7722,0.7715,0.7718
55.1,0.0587,0.7582,0.8623,0.9283,0.7331,0.8307,0.4051,0.6834,0.5443,0.8134,0.7817,0.7976
55.2,0.0123,0.7547,0.8418,0.9254,0.7466,0.836,0.4129,0.6835,0.5482,0.8473,0.7867,0.817
55.3,-0.0395,0.7503,0.8198,0.9179,0.7588,0.8383,0.4223,0.6851,0.5537,0.8741,0.7873,0.8307
55.4,-0.095,0.7449,0.7968,0.9051,0.7691,0.8371,0.4339,0.6882,0.5611,0.8945,0.7839,0.8392
55.5,-0.1525,0.738,0.7732,0.8859,0.7763,0.8311,0.4473,0.6925,0.5699,0.9087,0.7773,0.843
55.6,-0.2106,0.7291,0.7492,0.8599,0.7796,0.8197,0.4617,0.6974,0.5796,0.9167,0.7676,0.8422
55.7,-0.2685,0.7182,0.7252,0.8274,0.7785,0.8029,0.476,0.7023,0.5892,0.9191,0.7555,0.8373
55.8,-0.326,0.7056,0.7013,0.7895,0.7731,0.7813,0.4899,0.7066,0.5983,0.917,0.7422,0.8296
55.9,-0.3824,0.692,0.6782,0.7482,0.7637,0.756,0.5033,0.71,0.6067,0.9118,0.7293,0.8206
56,-0.4367,0.6779,0.6565,0.7058,0.7509,0.7284,0.5161,0.7124,0.6142,0.9045,0.7177,0.8111
56.1,-0.4873,0.6637,0.6363,0.6644,0.735,0.6997,0.5278,0.7132,0.6205,0.8951,0.7071,0.8011
56.2,-0.5326,0.6499,0.6177,0.6252,0.7165,0.6709,0.5378,0.7123,0.6251,0.8831,0.6965,0.7898
56.3,-0.5719,0.6368,0.6002,0.5891,0.6959,0.6425,0.5454,0.7093,0.6273,0.868,0.685,0.7765
56.4,-0.6048,0.625,0.5837,0.5566,0.6745,0.6155,0.5498,0.7044,0.6271,0.8497,0.6725,0.7611
56.5,-0.6318,0.615,0.5686,0.5278,0.6536,0.5907,0.5508,0.6979,0.6243,0.8282,0.6595,0.7438
56.6,-0.6532,0.6066,0.5556,0.503,0.6342,0.5686,0.5479,0.6903,0.6191,0.8038,0.6461,0.725
56.7,-0.6697,0.5997,0.5452,0.4821,0.6162,0.5491,0.5416,0.6815,0.6116,0.7771,0.6327,0.7049
56.8,-0.6822,0.5939,0.538,0.4646,0.5993,0.532,0.5325,0.6717,0.6021,0.7489,0.6191,0.684
56.9,-0.6913,0.5891,0.5336,0.4503,0.5833,0.5168,0.5214,0.661,0.5912,0.7202,0.606,0.6631
57,-0.698,0.5856,0.5317,0.4384,0.5683,0.5033,0.5087,0.6494,0.5791,0.692,0.5936,0.6428
57.1,-0.7028,0.5837,0.5317,0.4285,0.5544,0.4915,0.4946,0.6369,0.5658,0.6651,0.5821,0.6236
57.2,-0.706,0.5837,0.5325,0.4202,0.5419,0.481,0.4792,0.6229,0.551,0.6396,0.5713,0.6055
57.3,-0.7078,0.586,0.5327,0.4132,0.5306,0.4719,0.4625,0.6062,0.5344,0.6158,0.561,0.5884
57.4,-0.7084,0.5911,0.531,0.4075,0.5206,0.4641,0.4452,0.586,0.5156,0.5938,0.5511,0.5725
57.5,-0.7082,0.5996,0.5272,0.4036,0.5121,0.4579,0.4281,0.5618,0.4949,0.5739,0.5415,0.5577
57.6,-0.7073,0.6122,0.5215,0.4023,0.5059,0.4541,0.412,0.5339,0.473,0.5566,0.5321,0.5444
57.7,-0.7056,0.6297,0.5146,0.4043,0.5028,0.4536,0.3982,0.504,0.4511,0.5421,0.5222,0.5322
57.8,-0.702,0.652,0.5078,0.4102,0.503,0.4566,0.3876,0.474,0.4308,0.5306,0.5112,0.5209
57.9,-0.6959,0.6778,0.502,0.4197,0.5061,0.4629,0.3815,0.4457,0.4136,0.522,0.4988,0.5104
58,-0.6871,0.7052,0.498,0.4319,0.5116,0.4717,0.3805,0.4206,0.4005,0.5158,0.4856,0.5007
58.1,-0.6768,0.7326,0.4956,0.4458,0.5196,0.4827,0.3851,0.3993,0.3922,0.5121,0.4723,0.4922
58.2,-0.6659,0.7587,0.4952,0.4604,0.5304,0.4954,0.3954,0.383,0.3892,0.5115,0.4597,0.4856
58.3,-0.6547,0.7829,0.4975,0.4751,0.5441,0.5096,0.4114,0.3728,0.3921,0.5148,0.4487,0.4818
58.4,-0.6432,0.8044,0.5031,0.4896,0.5602,0.5249,0.432,0.3693,0.4006,0.5224,0.4396,0.481
58.5,-0.6315,0.8225,0.5126,0.5037,0.5775,0.5406,0.4553,0.3724,0.4138,0.534,0.4321,0.483
58.6,-0.6206,0.8369,0.526,0.517,0.5954,0.5562,0.4797,0.3816,0.4307,0.5485,0.4262,0.4873
58.7,-0.6127,0.8474,0.5428,0.5291,0.6134,0.5713,0.5042,0.396,0.4501,0.565,0.4217,0.4934
58.8,-0.6094,0.8541,0.5626,0.5396,0.6314,0.5855,0.5279,0.4147,0.4713,0.5827,0.4186,0.5007
58.9,-0.611,0.8572,0.5853,0.5482,0.6497,0.599,0.5498,0.4366,0.4932,0.6005,0.4169,0.5087
59,-0.6165,0.8578,0.6102,0.5558,0.6686,0.6122,0.569,0.461,0.515,0.6172,0.416,0.5166
59.1,-0.6247,0.8569,0.6367,0.5631,0.6883,0.6257,0.5846,0.4868,0.5357,0.6317,0.4159,0.5238
59.2,-0.6345,0.8559,0.6636,0.571,0.7086,0.6398,0.5962,0.5125,0.5543,0.6431,0.4162,0.5297
59.3,-0.645,0.8558,0.6901,0.5797,0.7292,0.6545,0.6037,0.5367,0.5702,0.6503,0.4164,0.5334
59.4,-0.6551,0.8573,0.715,0.589,0.7495,0.6693,0.6074,0.5585,0.583,0.652,0.4154,0.5337
59.5,-0.6636,0.8603,0.7375,0.5984,0.7686,0.6835,0.6073,0.5771,0.5922,0.647,0.4126,0.5298
59.6,-0.6691,0.8647,0.7571,0.6074,0.7857,0.6965,0.6036,0.5922,0.5979,0.6344,0.4074,0.5209
59.7,-0.6705,0.8701,0.774,0.6154,0.7997,0.7075,0.5962,0.6039,0.6,0.6143,0.4001,0.5072
59.8,-0.6678,0.8757,0.789,0.622,0.8103,0.7161,0.5853,0.6117,0.5985,0.5876,0.3915,0.4895
59.9,-0.6611,0.8809,0.8028,0.6268,0.817,0.7219,0.5713,0.6151,0.5932,0.5554,0.3824,0.4689
