Time,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC,Audi Clowns TV Advert - Extended Cut TVC
,Approach / Withdraw,Engagement,Emotional Intensity,Memory Encoding - Detail,Memory Encoding - Global,Memory Encoding - Composite,General Attention - Detail,General Attention - Global,General Attention - Composite,Visual Attention - Detail,Visual Attention - Global,Visual Attention - Composite
48.3,-0.2477,0.6568,0.7042,0.6184,0.6405,0.6294,0.6937,0.7344,0.7141,0.741,0.7083,0.7246
48.4,-0.2486,0.6519,0.6996,0.6215,0.6421,0.6318,0.6906,0.7348,0.7127,0.7328,0.6962,0.7145
48.5,-0.2439,0.6452,0.6951,0.6244,0.6434,0.6339,0.6887,0.7353,0.712,0.7254,0.6852,0.7053
48.6,-0.2338,0.637,0.6911,0.6264,0.644,0.6352,0.6882,0.7358,0.712,0.7188,0.6755,0.6972
48.7,-0.2191,0.628,0.6878,0.6275,0.6438,0.6356,0.6894,0.7369,0.7131,0.7134,0.6679,0.6906
48.8,-0.2011,0.6194,0.6857,0.6281,0.6433,0.6357,0.6923,0.7391,0.7157,0.7099,0.663,0.6864
48.9,-0.1806,0.612,0.685,0.6288,0.6426,0.6357,0.6971,0.7427,0.7199,0.7084,0.6612,0.6848
49,-0.1588,0.6063,0.6858,0.6296,0.6418,0.6357,0.7033,0.7473,0.7253,0.7085,0.6621,0.6853
49.1,-0.1363,0.6026,0.6879,0.6308,0.6407,0.6357,0.7106,0.7528,0.7317,0.7095,0.6652,0.6873
49.2,-0.114,0.6007,0.6911,0.6317,0.6391,0.6354,0.7181,0.7585,0.7383,0.7111,0.6697,0.6904
49.3,-0.0925,0.6006,0.6949,0.6322,0.6365,0.6343,0.725,0.7637,0.7443,0.7128,0.675,0.6939
49.4,-0.0723,0.6025,0.6991,0.6321,0.6335,0.6328,0.7308,0.7683,0.7495,0.7142,0.6805,0.6973
49.5,-0.054,0.607,0.7035,0.6318,0.6307,0.6313,0.7354,0.7721,0.7537,0.715,0.6858,0.7004
49.6,-0.0382,0.6143,0.7074,0.6317,0.6287,0.6302,0.7388,0.7752,0.757,0.7151,0.6903,0.7027
49.7,-0.0257,0.6236,0.7103,0.6322,0.6275,0.6299,0.7412,0.7771,0.7592,0.7145,0.6937,0.7041
49.8,-0.0168,0.6346,0.7116,0.6335,0.6272,0.6303,0.7428,0.7777,0.7603,0.7134,0.6956,0.7045
49.9,-0.0106,0.6465,0.7114,0.6357,0.6274,0.6315,0.7439,0.7769,0.7604,0.7119,0.696,0.7039
50,-0.0062,0.6588,0.7096,0.6387,0.6279,0.6333,0.7445,0.7748,0.7597,0.7099,0.6948,0.7024
50.1,-0.0027,0.6711,0.7066,0.6427,0.6287,0.6357,0.7453,0.7719,0.7586,0.7077,0.6924,0.7001
50.2,0.0003,0.683,0.703,0.6477,0.6301,0.6389,0.7466,0.7688,0.7577,0.7053,0.6891,0.6972
50.3,0.0031,0.6942,0.6991,0.6536,0.6322,0.6429,0.7488,0.7659,0.7573,0.7028,0.6853,0.694
50.4,0.0059,0.7041,0.6955,0.6601,0.635,0.6475,0.7522,0.7635,0.7579,0.7006,0.6811,0.6908
50.5,0.0085,0.7121,0.6925,0.6665,0.6387,0.6526,0.757,0.7619,0.7595,0.6989,0.6771,0.688
50.6,0.01,0.7182,0.6907,0.6726,0.6434,0.658,0.7634,0.7615,0.7624,0.6984,0.6738,0.6861
50.7,0.0096,0.722,0.6905,0.6782,0.6495,0.6639,0.7713,0.7626,0.767,0.6997,0.672,0.6858
50.8,0.0067,0.7239,0.692,0.6831,0.6569,0.67,0.7809,0.7652,0.7731,0.7033,0.6721,0.6877
50.9,0.001,0.724,0.6955,0.6876,0.6653,0.6765,0.7921,0.7691,0.7806,0.7096,0.6746,0.6921
51,-0.0074,0.7224,0.7014,0.6917,0.6744,0.6831,0.8046,0.7745,0.7896,0.7188,0.68,0.6994
51.1,-0.0177,0.7194,0.71,0.6955,0.6836,0.6895,0.8184,0.7815,0.8,0.7309,0.6885,0.7097
51.2,-0.0295,0.7153,0.7217,0.699,0.6926,0.6958,0.8334,0.7902,0.8118,0.7457,0.7002,0.723
51.3,-0.0423,0.711,0.7368,0.7028,0.7018,0.7023,0.8496,0.8007,0.8252,0.7633,0.7155,0.7394
51.4,-0.0559,0.7073,0.7555,0.7075,0.7113,0.7094,0.8672,0.8129,0.8401,0.7838,0.7345,0.7592
51.5,-0.0697,0.7048,0.7776,0.7137,0.7213,0.7175,0.8856,0.8269,0.8562,0.807,0.7567,0.7819
51.6,-0.0831,0.7043,0.8028,0.7219,0.7318,0.7268,0.9043,0.8423,0.8733,0.8324,0.7816,0.807
51.7,-0.0954,0.7057,0.83,0.7323,0.7422,0.7373,0.9225,0.8583,0.8904,0.8592,0.8082,0.8337
51.8,-0.1061,0.7088,0.8577,0.7446,0.7519,0.7483,0.9392,0.8741,0.9067,0.8861,0.8352,0.8607
51.9,-0.1148,0.7133,0.8844,0.7583,0.7601,0.7592,0.9534,0.8884,0.9209,0.9117,0.8614,0.8865
52,-0.1214,0.7188,0.9087,0.7724,0.7662,0.7693,0.9639,0.9003,0.9321,0.935,0.8854,0.9102
52.1,-0.1258,0.7249,0.9296,0.7862,0.7699,0.778,0.9698,0.909,0.9394,0.9551,0.9061,0.9306
52.2,-0.1269,0.7314,0.946,0.7991,0.7705,0.7848,0.9709,0.9141,0.9425,0.9708,0.9223,0.9465
52.3,-0.1237,0.7379,0.957,0.8106,0.7679,0.7892,0.9669,0.9155,0.9412,0.9813,0.9329,0.9571
52.4,-0.1161,0.7442,0.962,0.8198,0.7619,0.7909,0.958,0.913,0.9355,0.9859,0.937,0.9615
52.5,-0.1045,0.7496,0.9604,0.8258,0.7526,0.7892,0.9442,0.9064,0.9253,0.984,0.9343,0.9591
52.6,-0.0895,0.754,0.9523,0.8282,0.7405,0.7843,0.9263,0.896,0.9112,0.9757,0.9245,0.9501
52.7,-0.0715,0.7577,0.9384,0.8273,0.7266,0.777,0.9058,0.8828,0.8943,0.9616,0.9082,0.9349
52.8,-0.0508,0.7606,0.9193,0.8239,0.7117,0.7678,0.884,0.8677,0.8758,0.9426,0.8861,0.9144
52.9,-0.0281,0.7627,0.896,0.8187,0.6961,0.7574,0.8625,0.8512,0.8569,0.92,0.8596,0.8898
53,-0.0036,0.7637,0.8697,0.8124,0.6802,0.7463,0.8423,0.8341,0.8382,0.8951,0.8301,0.8626
53.1,0.0216,0.7638,0.8415,0.8055,0.6643,0.7349,0.8242,0.8167,0.8205,0.869,0.7991,0.8341
53.2,0.0468,0.7629,0.8128,0.7981,0.649,0.7236,0.8084,0.7994,0.8039,0.8431,0.7679,0.8055
53.3,0.071,0.7614,0.7848,0.7904,0.6348,0.7126,0.7952,0.7827,0.789,0.8181,0.738,0.778
53.4,0.0942,0.7593,0.7589,0.7829,0.6223,0.7026,0.7852,0.7676,0.7764,0.7949,0.7103,0.7526
53.5,0.1157,0.7569,0.7359,0.7758,0.6121,0.694,0.7787,0.7547,0.7667,0.7741,0.6859,0.73
53.6,0.1346,0.7543,0.7162,0.7692,0.6046,0.6869,0.7757,0.7443,0.76,0.7564,0.6657,0.7111
53.7,0.1501,0.7515,0.6998,0.7628,0.6002,0.6815,0.7763,0.7368,0.7566,0.7425,0.6506,0.6966
53.8,0.1614,0.7487,0.6868,0.7566,0.5983,0.6774,0.7801,0.7321,0.7561,0.7327,0.641,0.6869
53.9,0.1679,0.7458,0.6767,0.7502,0.5982,0.6742,0.7865,0.73,0.7582,0.7273,0.6371,0.6822
54,0.1694,0.7428,0.6695,0.7434,0.5995,0.6715,0.7952,0.7305,0.7628,0.726,0.639,0.6825
54.1,0.1666,0.7401,0.6657,0.7364,0.602,0.6692,0.8059,0.7336,0.7697,0.7288,0.6465,0.6876
54.2,0.1599,0.7377,0.6653,0.7293,0.6054,0.6674,0.8179,0.7394,0.7787,0.7351,0.6593,0.6972
54.3,0.15,0.7361,0.6686,0.7225,0.6098,0.6662,0.8309,0.7474,0.7892,0.7443,0.6765,0.7104
54.4,0.1374,0.7356,0.6754,0.7164,0.6152,0.6658,0.8441,0.7573,0.8007,0.7558,0.6971,0.7264
54.5,0.1228,0.7361,0.6851,0.7108,0.6212,0.666,0.8568,0.7683,0.8125,0.7686,0.7199,0.7443
54.6,0.1067,0.7376,0.6968,0.7054,0.6274,0.6664,0.8682,0.7792,0.8237,0.7819,0.7436,0.7627
54.7,0.0898,0.7398,0.7094,0.6998,0.6333,0.6666,0.8778,0.7894,0.8336,0.7948,0.7668,0.7808
54.8,0.0726,0.7423,0.7219,0.6938,0.6385,0.6662,0.8848,0.7983,0.8415,0.8065,0.7885,0.7975
54.9,0.056,0.7446,0.7334,0.6873,0.6425,0.6649,0.8891,0.8052,0.8471,0.8165,0.8076,0.812
55,0.0404,0.7463,0.7431,0.6805,0.6449,0.6627,0.8906,0.8099,0.8503,0.8244,0.8236,0.824
55.1,0.0266,0.7471,0.7504,0.6738,0.6453,0.6596,0.8894,0.8123,0.8509,0.8302,0.8363,0.8332
55.2,0.0144,0.7466,0.7554,0.667,0.6437,0.6553,0.8855,0.8123,0.8489,0.8336,0.8455,0.8396
55.3,0.0037,0.7447,0.7581,0.6598,0.6397,0.6497,0.8788,0.8101,0.8444,0.8346,0.8512,0.8429
55.4,-0.0052,0.7413,0.7588,0.6524,0.6337,0.6431,0.8695,0.806,0.8378,0.8334,0.8537,0.8435
55.5,-0.0121,0.7367,0.7573,0.6454,0.6261,0.6357,0.858,0.8005,0.8293,0.8301,0.8532,0.8417
55.6,-0.0168,0.731,0.7539,0.6391,0.6172,0.6282,0.8449,0.7939,0.8194,0.8252,0.85,0.8376
55.7,-0.0202,0.7245,0.7484,0.6341,0.6078,0.621,0.8306,0.7864,0.8085,0.8188,0.8446,0.8317
55.8,-0.0229,0.7174,0.7411,0.6304,0.5985,0.6144,0.8158,0.7779,0.7969,0.8111,0.8374,0.8242
55.9,-0.0257,0.7097,0.7322,0.628,0.5896,0.6088,0.8011,0.7689,0.785,0.8027,0.8287,0.8157
56,-0.0294,0.7009,0.7219,0.6268,0.5816,0.6042,0.7869,0.7597,0.7733,0.794,0.819,0.8065
56.1,-0.0337,0.6909,0.7109,0.6268,0.5746,0.6007,0.7738,0.7507,0.7623,0.7857,0.8093,0.7975
56.2,-0.0378,0.6797,0.6999,0.6282,0.5688,0.5985,0.7625,0.7421,0.7523,0.7787,0.8006,0.7897
56.3,-0.0417,0.6673,0.6895,0.6311,0.5644,0.5978,0.7532,0.7342,0.7437,0.7734,0.7938,0.7836
56.4,-0.0457,0.6541,0.6801,0.6348,0.5618,0.5983,0.7459,0.7268,0.7364,0.7696,0.7889,0.7792
56.5,-0.0504,0.6407,0.6721,0.6389,0.5613,0.6001,0.7406,0.72,0.7303,0.7672,0.786,0.7766
56.6,-0.0557,0.6275,0.6655,0.6433,0.5631,0.6032,0.7376,0.7142,0.7259,0.766,0.7849,0.7755
56.7,-0.062,0.6152,0.6601,0.648,0.5673,0.6076,0.737,0.7098,0.7234,0.7658,0.7853,0.7756
56.8,-0.069,0.6042,0.656,0.6526,0.5738,0.6132,0.7389,0.7069,0.7229,0.7663,0.7865,0.7764
56.9,-0.0767,0.5948,0.653,0.6566,0.5822,0.6194,0.7431,0.7056,0.7243,0.7669,0.788,0.7774
57,-0.0852,0.5871,0.6509,0.6596,0.5922,0.6259,0.7491,0.7058,0.7274,0.7671,0.789,0.7781
57.1,-0.0949,0.5814,0.6496,0.6617,0.6031,0.6324,0.7564,0.7074,0.7319,0.7666,0.7889,0.7777
57.2,-0.1055,0.5778,0.6488,0.663,0.6143,0.6386,0.7647,0.71,0.7374,0.765,0.7871,0.7761
57.3,-0.1159,0.5771,0.6489,0.6642,0.6259,0.645,0.7737,0.7134,0.7436,0.7626,0.7837,0.7731
57.4,-0.125,0.58,0.65,0.666,0.638,0.652,0.7833,0.7174,0.7503,0.7595,0.7788,0.7691
57.5,-0.1319,0.5867,0.6517,0.6691,0.6504,0.6598,0.7931,0.721,0.757,0.7557,0.7725,0.7641
57.6,-0.1361,0.5971,0.6536,0.6739,0.6632,0.6685,0.8026,0.7235,0.7631,0.751,0.7651,0.7581
57.7,-0.1374,0.6108,0.6549,0.6804,0.6761,0.6782,0.8114,0.7243,0.7679,0.7455,0.7565,0.751
57.8,-0.136,0.6271,0.6549,0.6881,0.6889,0.6885,0.8192,0.723,0.7711,0.7392,0.7467,0.743
57.9,-0.132,0.6454,0.6533,0.697,0.7016,0.6993,0.8258,0.7197,0.7728,0.7323,0.7359,0.7341
58,-0.1253,0.665,0.6507,0.7068,0.7142,0.7105,0.8314,0.7151,0.7733,0.7253,0.725,0.7251
58.1,-0.116,0.6854,0.6478,0.7176,0.7271,0.7224,0.8364,0.7099,0.7731,0.7188,0.7148,0.7168
58.2,-0.1044,0.7061,0.645,0.7295,0.7402,0.7348,0.8411,0.7045,0.7728,0.7128,0.706,0.7094
58.3,-0.0909,0.7267,0.6429,0.7424,0.7534,0.7479,0.8458,0.6995,0.7726,0.7075,0.6989,0.7032
58.4,-0.076,0.7467,0.6421,0.7562,0.7671,0.7617,0.8509,0.6953,0.7731,0.7031,0.6939,0.6985
58.5,-0.0601,0.7657,0.6437,0.7701,0.7816,0.7758,0.8565,0.6929,0.7747,0.7,0.6916,0.6958
58.6,-0.0437,0.7832,0.6482,0.7833,0.797,0.7902,0.8628,0.6927,0.7778,0.6985,0.692,0.6952
58.7,-0.0275,0.7982,0.6556,0.7952,0.813,0.8041,0.8697,0.6949,0.7823,0.6983,0.6949,0.6966
58.8,-0.0122,0.8099,0.6656,0.8051,0.8292,0.8171,0.8771,0.6994,0.7882,0.6994,0.6998,0.6996
58.9,0.0015,0.818,0.6778,0.812,0.8455,0.8287,0.8848,0.7061,0.7955,0.7017,0.7066,0.7042
59,0.0126,0.8222,0.692,0.815,0.8615,0.8382,0.8929,0.715,0.8039,0.7055,0.7148,0.7102
59.1,0.0202,0.8221,0.7073,0.8137,0.8767,0.8452,0.9008,0.7251,0.813,0.7106,0.7239,0.7172
59.2,0.0231,0.8172,0.7225,0.8075,0.8902,0.8489,0.9077,0.7356,0.8217,0.7164,0.733,0.7247
59.3,0.0211,0.8073,0.7367,0.7965,0.9012,0.8488,0.9129,0.7456,0.8292,0.7224,0.7415,0.732
59.4,0.0142,0.7923,0.7491,0.7814,0.9083,0.8448,0.9156,0.7542,0.8349,0.7279,0.7487,0.7383
59.5,0.0026,0.7724,0.7591,0.7627,0.9106,0.8367,0.9151,0.761,0.8381,0.7322,0.7538,0.743
59.6,-0.0142,0.7484,0.7664,0.7407,0.9081,0.8244,0.9109,0.7656,0.8383,0.7347,0.7562,0.7455
59.7,-0.037,0.721,0.7707,0.7153,0.9006,0.808,0.9027,0.7676,0.8351,0.735,0.7551,0.7451
59.8,-0.0642,0.6908,0.7715,0.6876,0.8879,0.7877,0.8905,0.7669,0.8287,0.7327,0.7503,0.7415
59.9,-0.0933,0.6585,0.7682,0.6584,0.8695,0.764,0.8747,0.7634,0.8191,0.7279,0.7413,0.7346
60,-0.1219,0.6248,0.7606,0.6286,0.8453,0.7369,0.8558,0.7573,0.8065,0.7206,0.7282,0.7244
60.1,-0.1476,0.5903,0.7496,0.5986,0.8155,0.707,0.8342,0.7487,0.7915,0.711,0.7116,0.7113
60.2,-0.1683,0.5556,0.7356,0.5686,0.7805,0.6746,0.8106,0.7379,0.7743,0.6992,0.6919,0.6955
60.3,-0.1837,0.5217,0.7192,0.5393,0.7415,0.6404,0.7854,0.7248,0.7551,0.6856,0.6699,0.6777
60.4,-0.1934,0.4896,0.7013,0.5113,0.6993,0.6053,0.7593,0.7095,0.7344,0.6704,0.6464,0.6584
60.5,-0.1971,0.4602,0.6823,0.4856,0.6557,0.5706,0.7331,0.6925,0.7128,0.6543,0.6225,0.6384
60.6,-0.1942,0.4344,0.663,0.4633,0.6126,0.5379,0.7077,0.6743,0.691,0.638,0.5991,0.6186
60.7,-0.1856,0.413,0.644,0.445,0.5719,0.5085,0.684,0.6557,0.6698,0.622,0.5769,0.5994
60.8,-0.1727,0.3963,0.6258,0.4308,0.5353,0.4831,0.6626,0.6373,0.6499,0.6058,0.5563,0.5811
60.9,-0.1568,0.3848,0.6089,0.4209,0.504,0.4625,0.6444,0.6196,0.632,0.5896,0.5379,0.5637
61,-0.1386,0.3783,0.5936,0.4156,0.4785,0.447,0.6303,0.6037,0.617,0.5744,0.5222,0.5483
61.1,-0.1187,0.3769,0.5801,0.4149,0.4589,0.4369,0.6211,0.5902,0.6056,0.561,0.5102,0.5356
61.2,-0.0976,0.3802,0.5691,0.4184,0.445,0.4317,0.6167,0.5796,0.5981,0.5501,0.5019,0.526
61.3,-0.0758,0.3875,0.5614,0.4255,0.4366,0.4311,0.617,0.5724,0.5947,0.5423,0.4975,0.5199
61.4,-0.0541,0.398,0.5576,0.4354,0.4332,0.4343,0.6219,0.5687,0.5953,0.5378,0.497,0.5174
61.5,-0.0332,0.4109,0.5579,0.4473,0.4341,0.4407,0.6312,0.5685,0.5999,0.537,0.5006,0.5188
61.6,-0.0138,0.425,0.5622,0.4604,0.4387,0.4496,0.6448,0.5715,0.6081,0.54,0.5078,0.5239
61.7,0.0035,0.4394,0.5699,0.4742,0.4462,0.4602,0.6617,0.5771,0.6194,0.5466,0.5179,0.5323
61.8,0.0184,0.4534,0.5805,0.4879,0.4558,0.4718,0.6812,0.5847,0.633,0.5566,0.5301,0.5434
61.9,0.0311,0.4668,0.5934,0.5016,0.4669,0.4842,0.7023,0.5938,0.648,0.5693,0.5433,0.5563
62,0.0421,0.4793,0.6078,0.5155,0.4789,0.4972,0.7241,0.6036,0.6638,0.584,0.5565,0.5702
62.1,0.0516,0.491,0.6229,0.5296,0.4911,0.5103,0.7456,0.6137,0.6796,0.5999,0.5688,0.5844
62.2,0.0597,0.5015,0.6381,0.5434,0.5029,0.5232,0.7663,0.6234,0.6949,0.6162,0.5798,0.598
62.3,0.0662,0.5105,0.6525,0.5568,0.5138,0.5353,0.7854,0.6323,0.7089,0.632,0.5889,0.6105
62.4,0.0713,0.5175,0.6655,0.5695,0.5231,0.5463,0.8026,0.6397,0.7212,0.6463,0.5957,0.621
62.5,0.0749,0.5221,0.6764,0.5813,0.5304,0.5559,0.8174,0.6452,0.7313,0.6581,0.5997,0.6289
62.6,0.0773,0.5243,0.6848,0.5924,0.5353,0.5639,0.8296,0.6485,0.7391,0.6669,0.6008,0.6339
62.7,0.079,0.5243,0.6901,0.6028,0.5376,0.5702,0.8392,0.6498,0.7445,0.672,0.5988,0.6354
62.8,0.0798,0.5223,0.6924,0.612,0.5372,0.5746,0.8459,0.6491,0.7475,0.6732,0.5936,0.6334
62.9,0.0797,0.5185,0.6918,0.6193,0.5342,0.5767,0.8492,0.6469,0.748,0.6701,0.5854,0.6278
63,0.0789,0.5132,0.6884,0.6245,0.5287,0.5766,0.8491,0.6432,0.7462,0.6628,0.5746,0.6187
63.1,0.0782,0.5065,0.6822,0.6281,0.5207,0.5744,0.8458,0.6386,0.7422,0.6514,0.5612,0.6063
63.2,0.0786,0.4989,0.6732,0.6304,0.5106,0.5705,0.8397,0.6333,0.7365,0.6362,0.5457,0.5909
63.3,0.0798,0.491,0.6621,0.6317,0.4992,0.5655,0.831,0.6275,0.7292,0.6181,0.5286,0.5734
63.4,0.0817,0.4835,0.6495,0.6321,0.4872,0.5597,0.82,0.6215,0.7207,0.5979,0.5109,0.5544
63.5,0.0839,0.4773,0.6359,0.6317,0.4758,0.5537,0.8069,0.6156,0.7113,0.5765,0.4933,0.5349
63.6,0.0857,0.4729,0.6218,0.6307,0.466,0.5484,0.7922,0.6104,0.7013,0.5547,0.477,0.5159
63.7,0.0878,0.471,0.6076,0.6296,0.4587,0.5442,0.7764,0.6065,0.6914,0.5336,0.4629,0.4983
63.8,0.0915,0.4716,0.5941,0.6291,0.4543,0.5417,0.7607,0.6045,0.6826,0.5143,0.4521,0.4832
63.9,0.0977,0.4749,0.5819,0.6295,0.4531,0.5413,0.7461,0.6052,0.6756,0.4979,0.4453,0.4716
64,0.1052,0.4808,0.5719,0.6302,0.4549,0.5426,0.7333,0.6087,0.671,0.4853,0.4432,0.4643
64.1,0.1126,0.4892,0.5649,0.6306,0.4595,0.5451,0.723,0.615,0.669,0.4772,0.4467,0.462
64.2,0.1192,0.4998,0.5608,0.6304,0.4662,0.5483,0.7154,0.6238,0.6696,0.4741,0.4556,0.4648
64.3,0.1243,0.512,0.5594,0.6292,0.4742,0.5517,0.7101,0.6344,0.6723,0.4758,0.4695,0.4727
64.4,0.1275,0.5249,0.5604,0.6266,0.4825,0.5546,0.7069,0.6461,0.6765,0.4823,0.4877,0.485
64.5,0.1283,0.5376,0.5633,0.6223,0.4903,0.5563,0.7051,0.6583,0.6817,0.4928,0.5091,0.5009
64.6,0.1263,0.5491,0.5681,0.6162,0.497,0.5566,0.7045,0.6706,0.6876,0.5068,0.5324,0.5196
64.7,0.1211,0.5597,0.5748,0.6086,0.5028,0.5557,0.7052,0.6828,0.694,0.5235,0.5568,0.5402
64.8,0.1128,0.5692,0.5834,0.6001,0.5078,0.554,0.7074,0.6945,0.701,0.5419,0.5817,0.5618
64.9,0.1016,0.5776,0.5934,0.5912,0.512,0.5516,0.7108,0.7056,0.7082,0.5612,0.6062,0.5837
65,0.0883,0.5847,0.6041,0.5821,0.5153,0.5487,0.7151,0.7158,0.7154,0.5805,0.6295,0.605
65.1,0.0737,0.5907,0.6153,0.5732,0.5176,0.5454,0.7198,0.7248,0.7223,0.5991,0.6509,0.625
65.2,0.0587,0.5958,0.6272,0.5648,0.5192,0.542,0.7246,0.7326,0.7286,0.6164,0.6696,0.643
65.3,0.044,0.6001,0.6398,0.5569,0.5202,0.5385,0.7293,0.7391,0.7342,0.6318,0.685,0.6584
65.4,0.0293,0.6034,0.6529,0.549,0.5206,0.5348,0.7339,0.744,0.7389,0.6451,0.6968,0.671
65.5,0.0146,0.6057,0.6664,0.5407,0.5207,0.5307,0.7381,0.7467,0.7424,0.6558,0.7046,0.6802
65.6,0,0.6065,0.6797,0.532,0.5202,0.5261,0.7417,0.7469,0.7443,0.6635,0.7081,0.6858
65.7,-0.014,0.6056,0.6921,0.5229,0.5191,0.521,0.7445,0.7442,0.7444,0.6677,0.7073,0.6875
65.8,-0.0275,0.6029,0.7034,0.5135,0.5175,0.5155,0.7464,0.7386,0.7425,0.6683,0.7022,0.6852
65.9,-0.0403,0.5985,0.7133,0.5043,0.5158,0.51,0.7475,0.7304,0.739,0.6656,0.6932,0.6794
66,-0.0524,0.5928,0.7221,0.4959,0.5146,0.5052,0.7479,0.7203,0.7341,0.6597,0.681,0.6704
66.1,-0.0633,0.5865,0.7306,0.4889,0.5145,0.5017,0.7477,0.7091,0.7284,0.6513,0.6662,0.6587
66.2,-0.0723,0.5804,0.7395,0.4841,0.5161,0.5001,0.7471,0.6976,0.7223,0.6409,0.6495,0.6452
66.3,-0.0789,0.5752,0.7489,0.4822,0.5199,0.501,0.7463,0.6866,0.7165,0.6291,0.632,0.6306
66.4,-0.0824,0.5715,0.7589,0.4838,0.5261,0.5049,0.7459,0.6766,0.7113,0.6168,0.6148,0.6158
66.5,-0.083,0.5691,0.7691,0.4884,0.5346,0.5115,0.7459,0.6679,0.7069,0.6047,0.5987,0.6017
66.6,-0.0819,0.5679,0.7794,0.4955,0.5447,0.5201,0.7466,0.6604,0.7035,0.5933,0.5843,0.5888
66.7,-0.0794,0.5677,0.7894,0.5043,0.5557,0.53,0.7477,0.6541,0.7009,0.583,0.5719,0.5775
66.8,-0.0755,0.5682,0.7988,0.5142,0.5669,0.5405,0.7492,0.649,0.6991,0.5742,0.5619,0.568
66.9,-0.0701,0.5692,0.8073,0.5244,0.5778,0.5511,0.7508,0.6451,0.6979,0.567,0.5545,0.5608
67,-0.0635,0.5704,0.8147,0.5345,0.5883,0.5614,0.7525,0.6427,0.6976,0.5618,0.55,0.5559
67.1,-0.0564,0.5717,0.821,0.544,0.5982,0.5711,0.7543,0.6418,0.6981,0.5592,0.5486,0.5539
67.2,-0.0497,0.5734,0.8263,0.5527,0.6076,0.5802,0.7562,0.6425,0.6994,0.5591,0.5502,0.5547
67.3,-0.0445,0.576,0.8308,0.5606,0.6165,0.5886,0.758,0.6447,0.7013,0.5618,0.5545,0.5581
67.4,-0.0413,0.5798,0.8346,0.568,0.6248,0.5964,0.7597,0.6482,0.7039,0.5669,0.561,0.5639
67.5,-0.0399,0.5849,0.8371,0.5753,0.6325,0.6039,0.7615,0.6528,0.7071,0.574,0.5697,0.5718
67.6,-0.0401,0.5913,0.8381,0.5829,0.6395,0.6112,0.7633,0.6584,0.7109,0.5828,0.5799,0.5814
67.7,-0.0415,0.599,0.8374,0.5909,0.6452,0.6181,0.7652,0.665,0.7151,0.5932,0.5913,0.5922
67.8,-0.0438,0.6076,0.8349,0.5993,0.6494,0.6244,0.7669,0.6723,0.7196,0.6048,0.6033,0.604
67.9,-0.0475,0.6171,0.8307,0.6077,0.6522,0.63,0.7684,0.6803,0.7244,0.6173,0.6158,0.6165
68,-0.0533,0.6273,0.825,0.6157,0.654,0.6349,0.7695,0.6888,0.7292,0.6303,0.6286,0.6295
68.1,-0.0616,0.6379,0.8181,0.6231,0.655,0.639,0.7702,0.6976,0.7339,0.6436,0.6414,0.6425
68.2,-0.0725,0.6486,0.8104,0.6296,0.6555,0.6426,0.7705,0.7062,0.7383,0.6569,0.654,0.6554
68.3,-0.0857,0.6589,0.8023,0.6351,0.6557,0.6454,0.7704,0.7144,0.7424,0.67,0.6661,0.668
68.4,-0.1006,0.6687,0.7943,0.6396,0.6554,0.6475,0.7703,0.7222,0.7463,0.683,0.6778,0.6804
68.5,-0.1167,0.6776,0.7867,0.643,0.6543,0.6487,0.7708,0.7299,0.7503,0.6961,0.6892,0.6926
68.6,-0.1331,0.6853,0.7799,0.6454,0.6523,0.6489,0.7722,0.7371,0.7547,0.7091,0.7002,0.7046
68.7,-0.1489,0.6913,0.7737,0.6468,0.6495,0.6482,0.775,0.7438,0.7594,0.7217,0.7109,0.7163
68.8,-0.1633,0.6952,0.7681,0.6472,0.6458,0.6465,0.7791,0.7496,0.7643,0.7336,0.7211,0.7274
68.9,-0.1753,0.6963,0.7626,0.6468,0.6412,0.644,0.7839,0.7543,0.7691,0.7445,0.7307,0.7376
69,-0.1844,0.6947,0.757,0.6456,0.6358,0.6407,0.7894,0.7578,0.7736,0.7545,0.7395,0.747
69.1,-0.1905,0.6908,0.7514,0.6442,0.6298,0.637,0.7956,0.7606,0.7781,0.7636,0.7477,0.7556
69.2,-0.1934,0.6853,0.7458,0.6431,0.6236,0.6334,0.8029,0.7633,0.7831,0.7724,0.7553,0.7638
69.3,-0.1931,0.6791,0.7408,0.643,0.6178,0.6304,0.8117,0.7663,0.789,0.7811,0.7626,0.7719
69.4,-0.1892,0.6728,0.7372,0.6444,0.6129,0.6286,0.8227,0.7705,0.7966,0.7901,0.7698,0.78
69.5,-0.1816,0.6669,0.7351,0.6472,0.6091,0.6282,0.8357,0.7761,0.8059,0.7993,0.7771,0.7882
69.6,-0.1701,0.6611,0.7345,0.6513,0.6059,0.6286,0.8505,0.7829,0.8167,0.8085,0.7846,0.7965
